selection_objective,comparison,noshow_level,balk_level,rho,delta_average_utilization,delta_priority_weighted_utilization,delta_class_1_percent_serviced,delta_class_2_percent_serviced,delta_class_1_slot_utilization,delta_class_2_slot_utilization,n_rows
average_utilization,reservation_only_vs_baseline,high,high,3.0,0.015618630136986144,0.11039424657534246,0.24342673500862624,-0.11663169762662123,0.2051433789954338,-0.18949826484018267,100
average_utilization,both_flexible_vs_baseline,high,high,3.0,0.03841442922374363,0.13659205479452055,0.25305064166741453,-0.13891941437584146,0.2347978082191781,-0.19641150684931508,100
average_utilization,both_flexible_vs_horizon_only,high,high,3.0,0.00011397260273977694,0.09143844748858447,0.21590240372955496,-0.12485311581666321,0.1826522374429224,-0.1824275799086758,100
average_utilization,both_flexible_vs_reservation_only,high,high,3.0,0.02279579908675748,0.026197808219178075,0.009623906658788303,-0.022287716749220223,0.029654429223744293,-0.006913242009132416,100
average_utilization,reservation_only_vs_horizon_only,high,high,3.0,-0.022681826484017703,0.0652406392694064,0.20627849707076668,-0.102565399067443,0.1529978082191781,-0.17551433789954338,100
priority_weighted_utilization,horizon_only_vs_baseline,high,high,3.0,0.03829479452054722,0.04473342465753425,0.03676418880085429,-0.01335494183762755,0.05126502283105022,-0.013063196347031972,100
priority_weighted_utilization,reservation_only_vs_baseline,high,high,3.0,0.004976073059360807,0.1310166210045662,0.2750188564225069,-0.21065351337674496,0.2571824657534247,-0.2523316894977169,100
priority_weighted_utilization,both_flexible_vs_baseline,high,high,3.0,0.037977716894976414,0.1654144292237443,0.29142363328673837,-0.21283138645746888,0.2928907762557078,-0.25495269406392695,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,high,3.0,-0.00031707762557080856,0.12068100456621003,0.25465944448588407,-0.19947644461984132,0.24162575342465759,-0.24188949771689497,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,high,3.0,0.03300164383561561,0.034397808219178067,0.01640477686423147,-0.0021778730807239504,0.03570831050228311,-0.002621004566210036,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,high,3.0,-0.03331872146118641,0.08628319634703197,0.23825466762165257,-0.19729857153911737,0.20591744292237443,-0.23926849315068494,100
average_utilization,horizon_only_vs_baseline,high,low,1.2,-2.684931506854449e-05,-9.214611872145673e-05,-0.0003432314499204414,0.0010698868739671696,-5.570776255708121e-05,-7.287671232877103e-05,100
average_utilization,reservation_only_vs_baseline,high,low,1.2,-0.000172602739726051,0.004587579908675794,0.02345090006424506,-0.0392409607999204,0.009375159817351592,-0.009575159817351598,100
average_utilization,both_flexible_vs_baseline,high,low,1.2,-0.0001923287671232521,0.004997990867579904,0.019764139609384328,-0.03896864439861751,0.010331324200913239,-0.010666666666666668,100
average_utilization,both_flexible_vs_horizon_only,high,low,1.2,-0.0001654794520547076,0.00509013698630136,0.020107371059304772,-0.04003853127258468,0.010387031963470319,-0.010593789954337898,100
average_utilization,both_flexible_vs_reservation_only,high,low,1.2,-1.9726027397201085e-05,0.0004104109589041094,-0.00368676045486073,0.00027231640130288116,0.0009561643835616462,-0.0010915068493150709,100
average_utilization,reservation_only_vs_horizon_only,high,low,1.2,-0.00014575342465750652,0.004679726027397251,0.023794131514165498,-0.04031084767388757,0.009430867579908674,-0.009502283105022826,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,1.2,1.8082191780767198e-05,-5.1689497716890244e-05,-0.0007769686501388783,-2.6606964514785945e-06,-8.63926940639287e-05,6.940639269405912e-05,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,1.2,-0.003286940639269421,0.013785388127853881,0.05902165223751089,-0.10667119740729517,0.030826118721461186,-0.03408146118721462,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,1.2,-0.002994885844748889,0.013843105022831051,0.05725261840402302,-0.10754104745875992,0.03060456621004566,-0.03352292237442923,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,1.2,-0.0030129680365296565,0.01389479452054794,0.0580295870541619,-0.10753838676230844,0.030690958904109597,-0.033592328767123286,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,1.2,0.0002920547945205321,5.77168949771667e-05,-0.0017690338334878696,-0.0008698500514647417,-0.00022155251141552145,0.0005585388127853897,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,1.2,-0.003305022831050188,0.013837077625570772,0.05979862088764976,-0.1066685367108437,0.030912511415525118,-0.03415086757990868,100
average_utilization,horizon_only_vs_baseline,high,low,1.4,-0.00022210045662110267,-0.0005408219178082174,-0.0008762281337783962,-0.0008123679661843797,-0.0007777168949771705,0.0004737899543378964,100
average_utilization,reservation_only_vs_baseline,high,low,1.4,-0.00024310502283109714,0.02669178082191781,0.09536726008789671,-0.1561298824506734,0.05377990867579909,-0.054176255707762556,100
average_utilization,both_flexible_vs_baseline,high,low,1.4,-0.00029114155251150575,0.02832027397260274,0.10118797164408777,-0.13570722460934415,0.057116712328767125,-0.05759287671232877,100
average_utilization,both_flexible_vs_horizon_only,high,low,1.4,-6.904109589040309e-05,0.028861095890410957,0.10206419977786617,-0.13489485664315976,0.0578944292237443,-0.05806666666666667,100
average_utilization,both_flexible_vs_reservation_only,high,low,1.4,-4.803652968040861e-05,0.0016284931506849287,0.005820711556191068,0.02042265784132927,0.0033368036529680366,-0.0034166210045662084,100
average_utilization,reservation_only_vs_horizon_only,high,low,1.4,-2.100456620999447e-05,0.027232602739726025,0.09624348822167511,-0.15531751448448902,0.05455762557077626,-0.05465004566210045,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,1.4,-0.0002768949771690388,-0.0003126940639269404,-9.556154425848451e-05,-0.000958934631756787,-0.0002518721461187182,-0.00012164383561644107,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,1.4,-0.0007399086757990936,0.03872885844748859,0.1337641792098441,-0.20691929766224706,0.07828894977168951,-0.07912018264840183,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,1.4,-0.0007300456621005292,0.03879543378995434,0.13346971891097525,-0.2071788603748375,0.07840493150684932,-0.07921899543378996,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,1.4,-0.00045315068493149036,0.039108127853881285,0.13356528045523372,-0.20621992574308068,0.07865680365296805,-0.07909735159817352,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,1.4,9.86301369856446e-06,6.657534246575448e-05,-0.0002944602988688372,-0.0002595627125904099,0.00011598173515981746,-9.881278538812987e-05,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,1.4,-0.0004630136986300548,0.03904155251141553,0.13385974075410256,-0.20596036303049026,0.07854082191780823,-0.07899853881278539,100
average_utilization,horizon_only_vs_baseline,high,low,1.7,0.008054246575342346,0.007862009132420092,0.00929004638137249,0.0007079298704697235,0.007775342465753435,0.00017333333333333255,100
average_utilization,reservation_only_vs_baseline,high,low,1.7,0.007895707762556887,0.061297716894977164,0.1807572208160108,-0.19338298302210763,0.11479214611872146,-0.10698885844748858,100
average_utilization,both_flexible_vs_baseline,high,low,1.7,0.00844767123287667,0.05530173515981735,0.16272684791257905,-0.17054935231731203,0.10220365296803655,-0.09380383561643836,100
average_utilization,both_flexible_vs_horizon_only,high,low,1.7,0.00039342465753432367,0.04743972602739726,0.1534368015312066,-0.17125728218778177,0.0944283105022831,-0.09397716894977169,100
average_utilization,both_flexible_vs_reservation_only,high,low,1.7,0.0005519634703197807,-0.005995981735159812,-0.01803037290343176,0.0228336307047956,-0.012588493150684927,0.013185022831050225,100
average_utilization,reservation_only_vs_horizon_only,high,low,1.7,-0.000158538812785457,0.05343570776255707,0.17146717443463835,-0.19409091289257738,0.10701680365296803,-0.10716219178082191,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,1.7,0.008317990867579787,0.008204474885844753,0.01037920033500903,0.0008383932259193793,0.0082233789954338,-3.780821917808541e-05,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,1.7,0.007829771689497616,0.07330328767123286,0.20411566116295254,-0.24438048980294927,0.13881753424657536,-0.13102849315068493,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,1.7,0.0081517808219176,0.07316958904109588,0.20430197791449345,-0.2437124604266826,0.13829698630136986,-0.13025479452054795,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,1.7,-0.0001662100456621851,0.06496511415525114,0.19392277757948442,-0.24455085365260198,0.13007360730593606,-0.13021698630136988,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,1.7,0.00032200913241998475,-0.00013369863013697913,0.000186316751540907,0.0006680293762666452,-0.0005205479452054865,0.0007736986301369895,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,1.7,-0.00048821917808216986,0.06509881278538811,0.19373646082794352,-0.24521888302886866,0.13059415525114157,-0.13099068493150687,100
average_utilization,horizon_only_vs_baseline,high,low,2.0,0.039933881278538044,0.040181369863013704,0.040323749096926396,0.000133036974309122,0.04054392694063927,-0.0007251141552511429,100
average_utilization,reservation_only_vs_baseline,high,low,2.0,0.02927817351598116,0.10832867579908675,0.24891403056266742,-0.22886918896406008,0.18747159817351597,-0.15828584474885846,100
average_utilization,both_flexible_vs_baseline,high,low,2.0,0.039982100456620276,0.09908739726027398,0.22403681531230205,-0.1265174030585916,0.1583556164383562,-0.1185364383561644,100
average_utilization,both_flexible_vs_horizon_only,high,low,2.0,4.821917808222498e-05,0.05890602739726027,0.18371306621537567,-0.1266504400329007,0.11781168949771689,-0.11781132420091325,100
average_utilization,both_flexible_vs_reservation_only,high,low,2.0,0.01070392694063911,-0.009241278538812792,-0.02487721525036537,0.10235178590546848,-0.029115981735159818,0.039749406392694066,100
average_utilization,reservation_only_vs_horizon_only,high,low,2.0,-0.010655707762556886,0.06814730593607306,0.20859028146574105,-0.22900222593836922,0.14692767123287673,-0.1575607305936073,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,2.0,0.039721095890410126,0.040313789954337896,0.04042553838184243,-0.0006271640043041465,0.0409910502283105,-0.0013545205479452089,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,2.0,0.029284931506848765,0.11363004566210046,0.2600316440877127,-0.24314555824933082,0.19813351598173515,-0.1690069406392694,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,2.0,0.039691141552510543,0.12436255707762559,0.26619481721288557,-0.24391164027643547,0.2091353424657534,-0.16954557077625573,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,2.0,-2.9954337899588123e-05,0.08404876712328768,0.2257692788310431,-0.2432844762721313,0.1681442922374429,-0.16819105022831052,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,2.0,0.010406210045661772,0.010732511415525121,0.006163173125172861,-0.0007660820271046527,0.011001826484018267,-0.0005386301369863069,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,2.0,-0.01043616438356136,0.07331625570776257,0.21960610570587025,-0.24251839424502666,0.15714246575342466,-0.16765242009132422,100
average_utilization,horizon_only_vs_baseline,high,low,2.5,0.040345753424656614,0.041281095890410964,0.03357136515834436,-0.0034930523225987515,0.042225388127853876,-0.0018885844748858383,100
average_utilization,reservation_only_vs_baseline,high,low,2.5,0.01724237442922346,0.09409360730593608,0.2345721841484774,-0.1176295680435254,0.17108858447488587,-0.15398995433789955,100
average_utilization,both_flexible_vs_baseline,high,low,2.5,0.04024712328767052,0.11706073059360732,0.23689138159570636,-0.13352355427075782,0.1938646575342466,-0.15360785388127854,100
average_utilization,both_flexible_vs_horizon_only,high,low,2.5,-9.863013698609536e-05,0.07577963470319635,0.20332001643736203,-0.13003050194815907,0.15163926940639272,-0.15171926940639271,100
average_utilization,both_flexible_vs_reservation_only,high,low,2.5,0.023004748858447065,0.02296712328767124,0.0023191974472289824,-0.015893986227232423,0.022776073059360732,0.000382100456621008,100
average_utilization,reservation_only_vs_horizon_only,high,low,2.5,-0.02310337899543316,0.052812511415525114,0.20100081899013303,-0.11413651572092665,0.128863196347032,-0.1521013698630137,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,2.5,0.04032328767123194,0.04118173515981735,0.03373134885946875,-0.0028365117964765023,0.042050958904109585,-0.0017384474885844727,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,2.5,0.01363159817351578,0.12128995433789955,0.271382886931661,-0.2250669659931747,0.22885041095890413,-0.21512091324200913,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,2.5,0.039964018264839474,0.14805561643835616,0.2854925557965548,-0.22764214417897474,0.25618575342465755,-0.21626027397260278,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,2.5,-0.0003592694063924651,0.10687388127853881,0.25176120693708604,-0.2248056323824982,0.21413479452054798,-0.21452182648401827,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,2.5,0.026332420091323697,0.026765662100456614,0.014109668864893798,-0.002575178185800056,0.02733534246575343,-0.0011393607305936072,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,2.5,-0.026691689497716165,0.08010821917808218,0.23765153807219225,-0.22223045419669815,0.18679945205479453,-0.21338246575342468,100
average_utilization,horizon_only_vs_baseline,high,low,3.0,0.04017315068493081,0.04127488584474886,0.02871202913835886,-0.0029225081658266388,0.042542100456621004,-0.002534429223744285,100
average_utilization,reservation_only_vs_baseline,high,low,3.0,0.017373150684931414,0.1080351598173516,0.23541746634627178,-0.11219714331257266,0.19880803652968038,-0.18154575342465754,100
average_utilization,both_flexible_vs_baseline,high,low,3.0,0.04028712328767058,0.13271333333333332,0.24461443286791382,-0.12777562398248984,0.2251943378995434,-0.1849620091324201,100
average_utilization,both_flexible_vs_horizon_only,high,low,3.0,0.00011397260273977694,0.09143844748858447,0.21590240372955496,-0.12485311581666321,0.1826522374429224,-0.1824275799086758,100
average_utilization,both_flexible_vs_reservation_only,high,low,3.0,0.022913972602739176,0.024678173515981734,0.00919696652164206,-0.015578480669917176,0.02638630136986301,-0.003416255707762555,100
average_utilization,reservation_only_vs_horizon_only,high,low,3.0,-0.022799999999999397,0.06676027397260274,0.2067054372079129,-0.10927463514674603,0.15626593607305939,-0.17901132420091326,100
priority_weighted_utilization,horizon_only_vs_baseline,high,low,3.0,0.040167488584474186,0.040854703196347035,0.02832798000135358,-0.0022111514442759387,0.04166155251141552,-0.0016136986301369778,100
priority_weighted_utilization,reservation_only_vs_baseline,high,low,3.0,0.007229041095890506,0.1274731506849315,0.2666781215212673,-0.19924169612947779,0.2478275799086758,-0.24070885844748857,100
priority_weighted_utilization,both_flexible_vs_baseline,high,low,3.0,0.039850410958903376,0.16153570776255705,0.2829874244872376,-0.2016875960641173,0.2832873059360731,-0.24350319634703196,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,low,3.0,-0.00031707762557080856,0.12068100456621003,0.25465944448588407,-0.19947644461984132,0.24162575342465759,-0.24188949771689497,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,low,3.0,0.032621369863012874,0.03406255707762556,0.016309302965970295,-0.0024458999346395147,0.03545972602739727,-0.00279433789954337,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,low,3.0,-0.03293844748858368,0.08661844748858448,0.23835014151991374,-0.1970305446852018,0.2061660273972603,-0.2390951598173516,100
average_utilization,horizon_only_vs_baseline,high,medium,1.2,-2.684931506854449e-05,-9.214611872145673e-05,-0.0003432314499204414,0.0010698868739671696,-5.570776255708121e-05,-7.287671232877103e-05,100
average_utilization,reservation_only_vs_baseline,high,medium,1.2,-0.000172602739726051,0.004587579908675794,0.02345090006424506,-0.0392409607999204,0.009375159817351592,-0.009575159817351598,100
average_utilization,both_flexible_vs_baseline,high,medium,1.2,-0.0001923287671232521,0.004997990867579904,0.019764139609384328,-0.03896864439861751,0.010331324200913239,-0.010666666666666668,100
average_utilization,both_flexible_vs_horizon_only,high,medium,1.2,-0.0001654794520547076,0.00509013698630136,0.020107371059304772,-0.04003853127258468,0.010387031963470319,-0.010593789954337898,100
average_utilization,both_flexible_vs_reservation_only,high,medium,1.2,-1.9726027397201085e-05,0.0004104109589041094,-0.00368676045486073,0.00027231640130288116,0.0009561643835616462,-0.0010915068493150709,100
average_utilization,reservation_only_vs_horizon_only,high,medium,1.2,-0.00014575342465750652,0.004679726027397251,0.023794131514165498,-0.04031084767388757,0.009430867579908674,-0.009502283105022826,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,1.2,1.8082191780767198e-05,-5.1689497716890244e-05,-0.0007769686501388783,-2.6606964514785945e-06,-8.63926940639287e-05,6.940639269405912e-05,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,1.2,-0.003286940639269421,0.013785388127853881,0.05902165223751089,-0.10667119740729517,0.030826118721461186,-0.03408146118721462,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,1.2,-0.002994885844748889,0.013843105022831051,0.05725261840402302,-0.10754104745875992,0.03060456621004566,-0.03352292237442923,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,medium,1.2,-0.0030129680365296565,0.01389479452054794,0.0580295870541619,-0.10753838676230844,0.030690958904109597,-0.033592328767123286,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,medium,1.2,0.0002920547945205321,5.77168949771667e-05,-0.0017690338334878696,-0.0008698500514647417,-0.00022155251141552145,0.0005585388127853897,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,medium,1.2,-0.003305022831050188,0.013837077625570772,0.05979862088764976,-0.1066685367108437,0.030912511415525118,-0.03415086757990868,100
average_utilization,horizon_only_vs_baseline,high,medium,1.4,-0.00022210045662110267,-0.0005408219178082174,-0.0008762281337783962,-0.0008123679661843797,-0.0007777168949771705,0.0004737899543378964,100
average_utilization,reservation_only_vs_baseline,high,medium,1.4,-0.00024310502283109714,0.02669178082191781,0.09536726008789671,-0.1561298824506734,0.05377990867579909,-0.054176255707762556,100
average_utilization,both_flexible_vs_baseline,high,medium,1.4,-0.00029114155251150575,0.02832027397260274,0.10118797164408777,-0.13570722460934415,0.057116712328767125,-0.05759287671232877,100
average_utilization,both_flexible_vs_horizon_only,high,medium,1.4,-6.904109589040309e-05,0.028861095890410957,0.10206419977786617,-0.13489485664315976,0.0578944292237443,-0.05806666666666667,100
average_utilization,both_flexible_vs_reservation_only,high,medium,1.4,-4.803652968040861e-05,0.0016284931506849287,0.005820711556191068,0.02042265784132927,0.0033368036529680366,-0.0034166210045662084,100
average_utilization,reservation_only_vs_horizon_only,high,medium,1.4,-2.100456620999447e-05,0.027232602739726025,0.09624348822167511,-0.15531751448448902,0.05455762557077626,-0.05465004566210045,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,1.4,-0.0002768949771690388,-0.0003126940639269404,-9.556154425848451e-05,-0.000958934631756787,-0.0002518721461187182,-0.00012164383561644107,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,1.4,-0.0007399086757990936,0.03872885844748859,0.1337641792098441,-0.20691929766224706,0.07828894977168951,-0.07912018264840183,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,1.4,-0.0007300456621005292,0.03879543378995434,0.13346971891097525,-0.2071788603748375,0.07840493150684932,-0.07921899543378996,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,medium,1.4,-0.00045315068493149036,0.039108127853881285,0.13356528045523372,-0.20621992574308068,0.07865680365296805,-0.07909735159817352,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,medium,1.4,9.86301369856446e-06,6.657534246575448e-05,-0.0002944602988688372,-0.0002595627125904099,0.00011598173515981746,-9.881278538812987e-05,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,medium,1.4,-0.0004630136986300548,0.03904155251141553,0.13385974075410256,-0.20596036303049026,0.07854082191780823,-0.07899853881278539,100
average_utilization,horizon_only_vs_baseline,high,medium,1.7,0.008054246575342346,0.007862009132420092,0.00929004638137249,0.0007079298704697235,0.007775342465753435,0.00017333333333333255,100
average_utilization,reservation_only_vs_baseline,high,medium,1.7,0.007895707762556887,0.061297716894977164,0.1807572208160108,-0.19338298302210763,0.11479214611872146,-0.10698885844748858,100
average_utilization,both_flexible_vs_baseline,high,medium,1.7,0.00844767123287667,0.05530173515981735,0.16272684791257905,-0.17054935231731203,0.10220365296803655,-0.09380383561643836,100
average_utilization,both_flexible_vs_horizon_only,high,medium,1.7,0.00039342465753432367,0.04743972602739726,0.1534368015312066,-0.17125728218778177,0.0944283105022831,-0.09397716894977169,100
average_utilization,both_flexible_vs_reservation_only,high,medium,1.7,0.0005519634703197807,-0.005995981735159812,-0.01803037290343176,0.0228336307047956,-0.012588493150684927,0.013185022831050225,100
average_utilization,reservation_only_vs_horizon_only,high,medium,1.7,-0.000158538812785457,0.05343570776255707,0.17146717443463835,-0.19409091289257738,0.10701680365296803,-0.10716219178082191,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,1.7,0.008317990867579787,0.008204474885844753,0.01037920033500903,0.0008383932259193793,0.0082233789954338,-3.780821917808541e-05,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,1.7,0.007829771689497616,0.07330328767123286,0.20411566116295254,-0.24438048980294927,0.13881753424657536,-0.13102849315068493,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,1.7,0.0081517808219176,0.07316958904109588,0.20430197791449345,-0.2437124604266826,0.13829698630136986,-0.13025479452054795,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,medium,1.7,-0.0001662100456621851,0.06496511415525114,0.19392277757948442,-0.24455085365260198,0.13007360730593606,-0.13021698630136988,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,medium,1.7,0.00032200913241998475,-0.00013369863013697913,0.000186316751540907,0.0006680293762666452,-0.0005205479452054865,0.0007736986301369895,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,medium,1.7,-0.00048821917808216986,0.06509881278538811,0.19373646082794352,-0.24521888302886866,0.13059415525114157,-0.13099068493150687,100
average_utilization,horizon_only_vs_baseline,high,medium,2.0,0.03979013698630065,0.039925479452054796,0.040211068410495994,0.0007240189142293124,0.040165844748858454,-0.0004807305936072989,100
average_utilization,reservation_only_vs_baseline,high,medium,2.0,0.029160913242008604,0.10811616438356164,0.24886671917294936,-0.2283472904745831,0.18714648401826484,-0.1580606392694064,100
average_utilization,both_flexible_vs_baseline,high,medium,2.0,0.03983835616438288,0.09883150684931508,0.22392413462587168,-0.12592642111867142,0.15797753424657535,-0.11829205479452055,100
average_utilization,both_flexible_vs_horizon_only,high,medium,2.0,4.821917808222498e-05,0.05890602739726027,0.18371306621537567,-0.1266504400329007,0.11781168949771689,-0.11781132420091325,100
average_utilization,both_flexible_vs_reservation_only,high,medium,2.0,0.010677442922374275,-0.009284657534246583,-0.02494258454707771,0.10242086935591167,-0.029168949771689493,0.03976858447488585,100
average_utilization,reservation_only_vs_horizon_only,high,medium,2.0,-0.010629223744292048,0.06819068493150686,0.2086556507624534,-0.22907130938881243,0.14698063926940638,-0.1575799086757991,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,2.0,0.03957735159817273,0.040057899543378996,0.040312857695412034,-3.61820643839561e-05,0.040612968036529674,-0.0011101369863013646,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,2.0,0.02916767123287621,0.11341753424657534,0.25998433269799465,-0.2426236597598538,0.19780840182648401,-0.16878173515981737,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,2.0,0.03954739726027315,0.12410666666666667,0.2660821365264551,-0.24332065833651526,0.2087572602739726,-0.16930118721461188,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,medium,2.0,-2.9954337899588123e-05,0.08404876712328768,0.2257692788310431,-0.2432844762721313,0.1681442922374429,-0.16819105022831052,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,medium,2.0,0.010379726027396936,0.01068913242009133,0.006097803828460523,-0.0006969985766614538,0.010948858447488585,-0.0005194520547945258,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,medium,2.0,-0.010409680365296525,0.07335963470319636,0.21967147500258258,-0.24258747769546984,0.15719543378995435,-0.167671598173516,100
average_utilization,horizon_only_vs_baseline,high,medium,2.5,0.04007945205479361,0.043447305936073065,0.03837900063693114,-0.008588651044861678,0.0468462100456621,-0.006797808219178077,100
average_utilization,reservation_only_vs_baseline,high,medium,2.5,0.01743579908675773,0.09603488584474887,0.2397537505202354,-0.12036912559688398,0.1747247488584475,-0.15737972602739728,100
average_utilization,both_flexible_vs_baseline,high,medium,2.5,0.03998082191780752,0.11922694063926942,0.24169901707429314,-0.13861915299302074,0.19848547945205483,-0.15851707762557077,100
average_utilization,both_flexible_vs_horizon_only,high,medium,2.5,-9.863013698609536e-05,0.07577963470319635,0.20332001643736203,-0.13003050194815907,0.15163926940639272,-0.15171926940639271,100
average_utilization,both_flexible_vs_reservation_only,high,medium,2.5,0.022545022831049782,0.02319205479452055,0.0019452665540577452,-0.018250027396136764,0.023760730593607303,-0.0011373515981735161,100
average_utilization,reservation_only_vs_horizon_only,high,medium,2.5,-0.022643652968035877,0.052587579908675804,0.20137474988330428,-0.11178047455202231,0.1278785388127854,-0.1505819178082192,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,2.5,0.04005698630136893,0.04334794520547946,0.03853898433805554,-0.007932110518739427,0.0466717808219178,-0.006647671232876713,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,2.5,0.013410958904109377,0.12344557077625572,0.276274933959733,-0.22960544891057313,0.2333835616438356,-0.21987598173515985,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,2.5,0.03969771689497647,0.15022182648401827,0.29030019127514156,-0.23273774290123764,0.26080657534246576,-0.22116949771689498,100
priority_weighted_utilization,both_flexible_vs_horizon_only,high,medium,2.5,-0.0003592694063924651,0.10687388127853881,0.25176120693708604,-0.2248056323824982,0.21413479452054798,-0.21452182648401827,100
priority_weighted_utilization,both_flexible_vs_reservation_only,high,medium,2.5,0.02628675799086709,0.026776255707762556,0.01402525731540857,-0.0031322939906645144,0.02742301369863014,-0.0012935159817351583,100
priority_weighted_utilization,reservation_only_vs_horizon_only,high,medium,2.5,-0.02664602739725956,0.08009762557077625,0.23773594962167746,-0.2216733383918337,0.18671178082191783,-0.21322831050228314,100
average_utilization,horizon_only_vs_baseline,high,medium,3.0,0.039515251141551654,0.043487762557077626,0.03388755202360974,-0.0075850987938661085,0.04771415525114155,-0.008452785388127859,100
average_utilization,reservation_only_vs_baseline,high,medium,3.0,0.016928767123287385,0.10905187214611872,0.23632008051996004,-0.11349590324893043,0.20141643835616438,-0.18472913242009134,100
average_utilization,both_flexible_vs_baseline,high,medium,3.0,0.039629223744291425,0.1349262100456621,0.2497899557531647,-0.13243821461052932,0.23036639269406392,-0.19088036529680366,100
average_utilization,both_flexible_vs_horizon_only,high,medium,3.0,0.00011397260273977694,0.09143844748858447,0.21590240372955496,-0.12485311581666321,0.1826522374429224,-0.1824275799086758,100
average_utilization,both_flexible_vs_reservation_only,high,medium,3.0,0.022700456621004044,0.025874337899543375,0.01346987523320466,-0.018942311361598893,0.028949954337899545,-0.006151232876712327,100
average_utilization,reservation_only_vs_horizon_only,high,medium,3.0,-0.022586484018264262,0.06556410958904109,0.2024325284963503,-0.10591080445506432,0.15370228310502285,-0.17627634703196346,100
priority_weighted_utilization,horizon_only_vs_baseline,high,medium,3.0,0.03950958904109502,0.0430675799086758,0.03350350288660446,-0.006873742072315408,0.04683360730593607,-0.007532054794520552,100
priority_weighted_utilization,reservation_only_vs_baseline,high,medium,3.0,0.006334611872146052,0.12930776255707763,0.2712763683089816,-0.20310121586277075,0.25248347031963475,-0.24635141552511416,100
priority_weighted_utilization,both_flexible_vs_baseline,high,medium,3.0,0.03919251141552421,0.16374858447488586,0.2881629473724885,-0.20635018669215677,0.28845936073059364,-0.24942155251141554,100
