background_id,selected_policy,search_constraints_feasible,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,class_1_slot_utilization,class_2_slot_utilization,class_1_balking_rate,class_2_balking_rate,class_1_no_show_rate,class_2_no_show_rate,class_1_no_offer_rate,class_2_no_offer_rate,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,design_note,patient_characteristic,class2_reference,profile_id,noshow_level,noshow_level_code,balk_level,balk_level_code,clinic_context_id,open_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PBF_NS_HIGH_BK_HIGH_C001,reservation_only,True,100,19,5,10,0.9474977168949756,0.523324200913242,0.8326243407293792,0.7848912135626549,0.09900456621004562,0.8486392694063927,0.051908508318123284,0.04966139397170078,0.041877497538978535,0.04213769723684023,0.0,0.0,0.38730858195131557,0.7337853860159795,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,reservation_only,True,100,44,9,10,0.9473150684931493,0.5251068493150686,0.8590177047633208,0.7836329832818055,0.10271232876712325,0.8447890410958904,0.0511644127271826,0.049919448644179354,0.04655305842418396,0.041276496433060375,0.0,0.0,0.22924651375224675,1.0071395237554293,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,both_flexible,True,4,19,4,10,0.9484748858447478,0.621406392694064,0.8168941252774182,0.7812660769995191,0.2937442922374429,0.6553242009132421,0.05080168954460527,0.050502049394975004,0.04412104032426471,0.04097150631979132,0.0,0.0027509914341683995,0.46412504549774586,0.7221093201800779,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,both_flexible,True,4,30,3,10,0.950345205479451,0.6209068493150685,0.8098168901600614,0.7824257878435471,0.29154520547945206,0.6587232876712329,0.05069639931965479,0.05111378658541253,0.042608059564281604,0.04063638841998575,0.0,0.0,0.4991303231268141,0.7152037110359862,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C005,both_flexible,True,3,19,3,10,0.9477808219178068,0.714566210045662,0.8013784699683267,0.771119946338668,0.4817077625570776,0.46571689497716895,0.050130117467206116,0.0497336563459473,0.04268466767275201,0.04128717327004657,0.0,0.010936809662069221,0.5559214420094041,0.7124111663268609,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C005,100,1.2,0.5,30,18.0,18.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C006,both_flexible,True,2,30,2,10,0.9493534246575331,0.7164356164383562,0.8026001561439164,0.7767391883281706,0.4835999999999999,0.46567123287671236,0.05017153279236698,0.050712134354485225,0.042311530984638565,0.0416875322998947,0.0007933401974884082,0.03460822784375589,0.5528767981398859,0.5378162705282288,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C006,100,1.2,0.5,50,30.0,30.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C007,both_flexible,True,3,20,2,10,0.9475799086757976,0.8067260273972604,0.7917222483930375,0.7796417012682216,0.6659360730593609,0.281579908675799,0.04995742196283266,0.05220751659789772,0.04279439233705638,0.042471252687555236,3.228931223764e-05,0.0,0.6088486200459645,0.6731861000521286,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C007,100,1.2,0.7,30,25.2,10.8,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C008,both_flexible,True,2,35,2,10,0.9492109589041086,0.8074931506849314,0.7961009313852856,0.7869154673746963,0.6656876712328768,0.28361095890410953,0.05011729656093059,0.04877155633419392,0.04239390880916941,0.041504770317656,0.0046176326042813,0.0194188866600025,0.5676575833745189,0.5596155414142503,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C008,100,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C009,both_flexible,True,2,25,2,10,0.9477990867579893,0.9012420091324203,0.7917850492528171,0.7848280936224536,0.8548675799086759,0.09274885844748856,0.05069249722517301,0.05154120917239687,0.04268968658154427,0.040308952257594545,0.01086563980540227,0.021078325900779554,0.5522853879721695,0.5468567942592478,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C009,100,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C010,horizon_only,True,2,0,-1,10,0.9497698630136974,0.9020931506849316,0.7890841034912757,0.7920451740675609,0.8545917808219178,0.09500273972602737,0.04955290143483598,0.05138367373938857,0.04196692021117847,0.03921649571034149,0.007913566380662162,0.00816833968563375,0.5914677634055654,0.5953598689101215,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C010,100,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C011,both_flexible,True,2,15,2,10,0.9492694063926926,0.530876712328767,0.7968203287592258,0.6646481430889565,0.11241095890410957,0.836931506849315,0.04978946611927203,0.05098860104073277,0.042772654345509385,0.03554059472390126,0.0,0.18109143824692492,0.5787783518361114,0.49415437102089055,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C011,100,1.4,0.1,30,4.2,37.8,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C012,both_flexible,True,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.11345205479452052,0.8364767123287671,0.04880069964430439,0.050006282947213807,0.040902904649042816,0.03517095364890553,0.0,0.00170610600745797,0.5396168021621177,1.6220894231604717,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C012,100,1.4,0.1,50,7.0,63.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C013,reservation_only,True,100,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.2892146118721461,0.6608401826484018,0.050713058289574155,0.05003076197951327,0.03573366686762987,0.0353731558014908,0.0,0.0,1.2486946049459324,1.409378346667253,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C013,100,1.4,0.3,30,12.6,29.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C014,both_flexible,True,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,0.2943780821917808,0.6553041095890412,0.04987543534935581,0.05006546419707614,0.037401657905627265,0.035291976218232116,0.0,0.0,1.1976923715317234,1.4046267559717458,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C014,100,1.4,0.3,50,21.0,49.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C015,both_flexible,True,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.4756164383561643,0.47381735159817345,0.05165379155454752,0.04951521095157933,0.03605939152072743,0.03627780632055573,0.10493531853844376,0.10827635130416031,0.7917117951431983,0.7923335216310191,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C015,100,1.4,0.5,30,21.0,21.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C016,both_flexible,True,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.47733698630136984,0.4730739726027397,0.050052222975536485,0.0503207789611672,0.0355636449570251,0.03580976106013397,0.0,0.0,1.3261454037266025,1.3416921845747063,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C016,100,1.4,0.5,50,35.0,35.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C017,both_flexible,True,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.6696803652968036,0.2799543378995434,0.04973646676377935,0.05078304176990685,0.03592642975602588,0.035754536177972904,3.728213253798e-05,0.00139546641048752,1.295848135345755,1.4553793970028157,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C017,100,1.4,0.7,30,29.4,12.6,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C018,both_flexible,True,3,25,3,10,0.9487506849315055,0.8065479452054796,0.6771813170643329,0.6752316525606079,0.6644054794520547,0.2842849315068493,0.049779715046774996,0.05142196126717966,0.03642446472760701,0.036975347077694565,0.00599729099874154,0.0059751147654082196,1.3148445292150073,1.31796393609276,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C018,100,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C019,both_flexible,True,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,0.8547671232876712,0.09536986301369858,0.05039581852571716,0.051952987154485285,0.035792079814395576,0.03532420232412706,0.10302695649803317,0.10364623125862091,0.7893948331440006,0.791974428046217,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C019,100,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C020,both_flexible,True,3,35,3,10,0.9493205479452044,0.9022849315068493,0.6793620762534747,0.6736583176448863,0.8552,0.09416986301369859,0.04965602765656878,0.05095271985570515,0.0363744979460244,0.03536962242151217,0.006472270881707659,0.0066982839220476,1.3092594030158358,1.3103606118482274,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C020,100,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C021,horizon_only,True,4,0,-1,10,0.9501643835616426,0.5228630136986301,0.5671913833812872,0.5581643639941476,0.09557990867579905,0.8545662100456621,0.04911629382324184,0.05107307677017041,0.029781085498918225,0.029376209817929332,0.039598614278132695,0.038619962379970785,2.1172880798059213,2.11209656600295,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C021,100,1.7,0.1,30,5.1000000000000005,45.9,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C022,both_flexible,True,3,5,3,10,0.9496712328767108,0.5272438356164384,0.6195658674525995,0.5526835328330036,0.1048602739726027,0.8447671232876713,0.05090661880981003,0.049736448650095404,0.03349419025119603,0.029238941519871952,0.0683519999452786,0.14499955358811892,1.4350833896897504,1.5619536299631602,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C022,100,1.7,0.1,50,8.5,76.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C023,both_flexible,True,4,5,3,10,0.9486940639269392,0.6206027397260273,0.5760685483424224,0.5506278105269615,0.29274885844748855,0.6557077625570776,0.0511424823298862,0.04955476753584094,0.0319941895333067,0.02942484120143645,0.03648111940297917,0.03628650244577705,1.933851897052202,2.1770236226983775,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C023,100,1.7,0.3,30,15.3,35.7,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C024,both_flexible,True,4,5,3,10,0.9496493150684919,0.6185095890410959,0.5643656939283186,0.5556554625340594,0.2873424657534246,0.6623342465753426,0.05064417962662924,0.050169168671538665,0.02934136529246662,0.02972466324982718,0.031076541045289084,0.03094589384490337,2.091600718703522,2.1725279679221545,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C024,100,1.7,0.3,50,25.5,59.49999999999999,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C025,both_flexible,True,4,5,3,10,0.9509132420091309,0.7155479452054794,0.5637722369577528,0.5512138585140404,0.48038356164383555,0.4703287671232876,0.04953472114505775,0.05007514433633085,0.02942895314892379,0.02828738398636918,0.03933260407085977,0.03954949405659125,2.068041752495254,2.152066145885384,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C025,100,1.7,0.5,30,25.5,25.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C026,both_flexible,True,3,20,3,10,0.949320547945204,0.7133698630136986,0.5611943650742078,0.5563491741847593,0.4774356164383562,0.4718684931506849,0.0499004335298654,0.0495743041588778,0.030134392943340294,0.029540462122976303,0.13125858457205372,0.1397624837605037,1.5548042725661984,1.5679228476955736,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C026,100,1.7,0.5,50,42.5,42.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C027,both_flexible,True,2,15,2,10,0.9494703196347016,0.806392694063927,0.5588965229111629,0.5610302090930867,0.6633972602739726,0.28599086757990866,0.05178661739567031,0.04969112170665073,0.029158897812532253,0.03119833768183395,0.25551910796341,0.2519456833887504,0.8301074850341095,0.8286245763453307,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C027,100,1.7,0.7,30,35.7,15.300000000000002,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C028,both_flexible,True,4,30,4,10,0.9501972602739712,0.807868493150685,0.5593498406793701,0.5531545968174069,0.6653150684931506,0.28510684931506847,0.04955646886451591,0.050998972341006,0.02885245587752061,0.0300542434163807,0.030944155471653266,0.035397110469444694,2.134948353178755,2.1718278638697255,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C028,100,1.7,0.7,50,59.49999999999999,25.500000000000004,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C029,both_flexible,True,4,5,2,10,0.9492602739726012,0.9026438356164382,0.5583290914438821,0.5516839187198049,0.8560913242009134,0.09310502283105018,0.04989160495066412,0.04896887107279146,0.02981622053713729,0.030096405942857386,0.03885423203245808,0.04084627701944305,2.108353341011477,2.159466148039109,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C029,100,1.7,0.9,30,45.9,5.099999999999999,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C030,both_flexible,True,2,40,2,10,0.9499397260273961,0.9024301369863013,0.5582826166521899,0.558682360763379,0.8549917808219177,0.09487671232876707,0.049828070947054263,0.0504895296558588,0.029448226013456598,0.02942150046001462,0.2577514641856341,0.25807670876189015,0.8333057986730251,0.8306712865932051,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C030,100,1.7,0.9,50,76.5,8.499999999999998,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C031,horizon_only,True,3,0,-1,10,0.9492146118721447,0.5222465753424657,0.47380403083914036,0.47273111407170854,0.09526027397260269,0.853972602739726,0.04881068082853467,0.05083900691432217,0.02500044648876672,0.025327582712262674,0.26959803276725014,0.26581258321266776,1.5678713958200974,1.5707520934999302,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C031,100,2.0,0.1,30,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C032,both_flexible,True,4,5,3,10,0.9494739726027384,0.5302739726027397,0.5547310694011469,0.4655261831286454,0.11110684931506845,0.8383342465753426,0.04934704036659901,0.04951719957531956,0.03133895578705662,0.024612803978034958,0.11397098796827139,0.1671659412441922,1.6938572325159214,2.305910701936326,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C032,100,2.0,0.1,50,10.0,90.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C033,both_flexible,True,4,5,4,10,0.9505296803652955,0.6208538812785388,0.48605058527210854,0.47442457058719745,0.2908584474885844,0.6599908675799087,0.049751643469873236,0.05080764874607868,0.02456654368436716,0.024988729062075856,0.15352968548148255,0.15719983007427685,2.1996614469360667,2.2492849317196013,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C033,100,2.0,0.3,30,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C034,both_flexible,True,4,5,3,10,0.9501972602739714,0.6210602739726027,0.483095264398455,0.4708004157519765,0.29163287671232874,0.658854794520548,0.05083009399249646,0.05027868731570473,0.025797548016385098,0.024424789980443302,0.15886029269488527,0.1602889401874959,2.1548251726066248,2.2831121434542547,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C034,100,2.0,0.3,50,30.0,70.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C035,both_flexible,True,4,5,3,10,0.9498904109589027,0.7169543378995435,0.4861180510039981,0.4686520299747695,0.4840365296803652,0.46583561643835614,0.05045809284115732,0.05059310359917266,0.025539625355324818,0.0248228640909674,0.15462053884386429,0.15604305868920054,2.1615204071586547,2.3071917480588375,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C035,100,2.0,0.5,30,30.0,30.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C036,both_flexible,True,4,10,3,10,0.9497698630136974,0.7186273972602739,0.4870287270714801,0.46340491654802285,0.4870849315068493,0.4630849315068494,0.05046391317914206,0.05037304565866378,0.02571711564610656,0.024475430350051796,0.15861854609686163,0.16051964593102763,2.1369304103285183,2.35618692468591,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C036,100,2.0,0.5,50,50.0,50.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C037,both_flexible,True,3,18,3,10,0.94876712328767,0.8083698630136986,0.4776923704395424,0.46565043928911126,0.6680182648401827,0.28070319634703195,0.05016062785250917,0.04997664756462822,0.02631924850155385,0.023966642632172623,0.25793286950349914,0.2775406412409176,1.5609107311564538,1.5850281295348938,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C037,100,2.0,0.7,30,42.0,18.000000000000004,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C038,both_flexible,True,2,32,2,10,0.9502246575342455,0.8096547945205479,0.48019127128659955,0.46982061822391924,0.6690630136986301,0.2811835616438356,0.05043224727745874,0.04916498195500469,0.02512649649611014,0.02470478396361949,0.3607530458695486,0.37726365457419025,0.8347296692001087,0.8304273686516964,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C038,100,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C039,both_flexible,True,4,6,3,10,0.9502557077625555,0.9041187214611874,0.47676158424166265,0.4676639838438554,0.8577625570776256,0.09271232876712324,0.05041024771123951,0.0514585597086071,0.024986046030464587,0.02424194392739387,0.15766174192010757,0.15737159590661812,2.226082372721732,2.3086048104427594,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C039,100,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C040,both_flexible,True,4,39,4,10,0.9501643835616426,0.90326301369863,0.4759211103566911,0.47053762303733315,0.856323287671233,0.09387945205479449,0.04980934236089348,0.05122141740244683,0.02489491951457058,0.02531254652310988,0.1586905633444442,0.15714905968841747,2.240821178665925,2.289604213739821,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C040,100,2.0,0.9,50,90.0,9.999999999999998,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C041,horizon_only,True,3,0,-1,10,0.9502283105022815,0.5220821917808218,0.37702185365086094,0.3791208975330832,0.09385388127853878,0.8564566210045662,0.05090682431551311,0.050977066966260774,0.020482124628071002,0.01978213835815982,0.4118110065394373,0.4114233681574283,1.5825919721757267,1.5691691186235,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C041,100,2.5,0.1,30,7.5,67.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C042,both_flexible,True,4,5,4,10,0.9496383561643823,0.5303232876712329,0.4431972942706066,0.3738707373480866,0.11088767123287666,0.8388712328767124,0.049295127162967155,0.050228816056043846,0.02435481104946407,0.019711977537038287,0.21897124231441234,0.3375862056463108,2.1889172351921884,2.255338976178945,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C042,100,2.5,0.1,50,12.5,112.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C043,both_flexible,True,4,5,4,10,0.9489954337899528,0.6181963470319635,0.38396688003535295,0.37682741010411347,0.28738812785388124,0.6616164383561645,0.0501395952677666,0.05013345935231345,0.02070898289565292,0.020228694205138842,0.322476327527315,0.3293020326774895,2.2205332480763302,2.262463458802474,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C043,100,2.5,0.3,30,22.5,52.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C044,both_flexible,True,4,10,4,10,0.9500821917808207,0.6187287671232876,0.3824752811990717,0.37691328593810725,0.2873917808219178,0.6626739726027397,0.05037624548756694,0.049683594397046754,0.02047697024577138,0.01969851625358929,0.3251199406893581,0.33141933398335605,2.2212225570601687,2.26386596541647,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C044,100,2.5,0.3,50,37.5,87.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C045,baseline,False,100,0,-1,10,0.9123744292237443,0.6662831050228311,0.33727948436193816,0.39491589269805544,0.42010958904109585,0.49234703196347035,0.16306484756221673,0.049793135368563356,0.049948915819061954,0.020403636022217637,0.0,0.0,4.319310554318115,4.314301254549953,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C045,100,2.5,0.5,30,37.5,37.5,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
