background_id,selected_policy,search_constraints_feasible,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,class_1_slot_utilization,class_2_slot_utilization,class_1_balking_rate,class_2_balking_rate,class_1_no_show_rate,class_2_no_show_rate,class_1_no_offer_rate,class_2_no_offer_rate,class_1_mean_offered_booking_delay,class_2_mean_offered_booking_delay,design_note,patient_characteristic,class2_reference,profile_id,noshow_level,noshow_level_code,balk_level,balk_level_code,clinic_context_id,open_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PBF_NS_HIGH_BK_LOW_C037,both_flexible,True,3,18,3,10,0.94876712328767,0.8083698630136986,0.4776923704395424,0.46565043928911126,0.6680182648401827,0.28070319634703195,0.05016062785250917,0.04997664756462822,0.02631924850155385,0.023966642632172623,0.25793286950349914,0.2775406412409176,1.5609107311564538,1.5850281295348938,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C037,100,2.0,0.7,30,42.0,18.000000000000004,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C038,both_flexible,True,2,32,2,10,0.9502246575342455,0.8096547945205479,0.48019127128659955,0.46982061822391924,0.6690630136986301,0.2811835616438356,0.05043224727745874,0.04916498195500469,0.02512649649611014,0.02470478396361949,0.3607530458695486,0.37726365457419025,0.8347296692001087,0.8304273686516964,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C038,100,2.0,0.7,50,70.0,30.000000000000004,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C039,both_flexible,True,4,15,4,10,0.9502557077625555,0.9035616438356164,0.47614195478523846,0.4732753833309859,0.8566484018264839,0.0938264840182648,0.05041024771123951,0.0514585597086071,0.02498611307006997,0.024245617279650737,0.15766174192010757,0.15737159590661812,2.232374763165814,2.252215172264534,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C039,100,2.0,0.9,30,54.0,5.999999999999998,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C040,both_flexible,True,4,38,4,10,0.9501643835616426,0.9031178082191781,0.47575972709673114,0.47199350012765534,0.8560328767123287,0.09416986301369859,0.04980223260268764,0.0512849504453257,0.02488571794335695,0.02539579293035779,0.15875451363210707,0.1565720137654984,2.2417374357227593,2.2812833352649378,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C040,100,2.0,0.9,50,90.0,9.999999999999998,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C041,horizon_only,True,3,0,-1,10,0.9502283105022815,0.5220821917808218,0.37702185365086094,0.3791208975330832,0.09385388127853878,0.8564566210045662,0.05090682431551311,0.050977066966260774,0.020482124628071002,0.01978213835815982,0.4118110065394373,0.4114233681574283,1.5825919721757267,1.5691691186235,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C041,100,2.5,0.1,30,7.5,67.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C042,both_flexible,True,4,5,3,10,0.9503452054794508,0.5320794520547946,0.45415152540865195,0.37202540295974973,0.11369863013698626,0.8367616438356164,0.048635782729591084,0.049816174160241075,0.02430921500938369,0.01933972689130023,0.2742652783370203,0.33213499852342687,1.7292855987649784,2.3129239734911358,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C042,100,2.5,0.1,50,12.5,112.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C043,both_flexible,True,4,5,3,10,0.9493881278538794,0.6241506849315069,0.39782495692509895,0.37028727054687527,0.2988767123287671,0.6505479452054794,0.05008989669228995,0.05024673333536722,0.021333459130789663,0.019669327467385807,0.3271174786739723,0.3290673340737534,2.014205032475316,2.3523739290216272,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C043,100,2.5,0.3,30,22.5,52.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C044,both_flexible,True,4,10,3,10,0.9500438356164371,0.6266712328767123,0.4034395819093584,0.36788231324929094,0.3033150684931507,0.6467123287671233,0.05032207880721544,0.049670777927988456,0.0209449387241021,0.019518434381919657,0.32840601821274745,0.33009016004297154,1.940249040593839,2.3842457762711433,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C044,100,2.5,0.3,50,37.5,87.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C045,both_flexible,True,4,5,3,10,0.9503013698630122,0.7175068493150685,0.3867423289798313,0.37421109199444613,0.48442922374429226,0.46615525114155243,0.05065843858756621,0.04984093062906555,0.02044369346859638,0.0194273011638941,0.32557363985735116,0.32597570515349494,2.1708018231789565,2.333859754894791,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C045,100,2.5,0.5,30,37.5,37.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C046,both_flexible,True,4,20,4,10,0.950180821917807,0.7154547945205479,0.38343643183978415,0.3753550310086567,0.4805698630136986,0.4697698630136987,0.0494987607165274,0.049528043121180386,0.020371138198534488,0.01938149241846062,0.3245105104849978,0.33298466138834243,2.2265039372691735,2.2769728476743816,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C046,100,2.5,0.5,50,62.5,62.5,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C047,both_flexible,True,4,5,2,10,0.950940639269405,0.8102876712328767,0.3833764130545295,0.3762863153267969,0.6692420091324202,0.2820913242009132,0.051127429621374586,0.050736346735822765,0.01981374304119592,0.01924305675172403,0.3242565423164605,0.3234624164329126,2.2265822727462536,2.3109984583096455,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C047,100,2.5,0.7,30,52.5,22.500000000000004,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C048,both_flexible,True,3,25,3,10,0.9495506849315059,0.8077561643835617,0.3793769225472875,0.37818952576128145,0.6659232876712329,0.2836657534246575,0.04991610292829674,0.050586723974344806,0.020022276115017203,0.02034613093783515,0.4121076023757559,0.41059940157827557,1.5665107561710347,1.5812353778460957,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C048,100,2.5,0.7,50,87.5,37.50000000000001,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C049,both_flexible,True,3,5,2,10,0.9498447488584457,0.9028721461187216,0.3802119468843463,0.37808972883233116,0.8558904109589042,0.09396347031963469,0.05077686217530771,0.04967902153893672,0.020117698627934277,0.01963697697885073,0.4095024524126548,0.41197190443904913,1.5662495593173635,1.621378436798469,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C049,100,2.5,0.9,30,67.5,7.499999999999998,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C050,both_flexible,True,3,35,3,10,0.9507506849315055,0.9039369863013699,0.3807750859278678,0.3762289230867789,0.8571397260273972,0.09359452054794518,0.04995388298647506,0.04932820281914531,0.019671331013753433,0.01974264503847912,0.41131605588522974,0.4137662227118767,1.5707594644353697,1.58965840031188,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C050,100,2.5,0.9,50,112.5,12.499999999999996,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C051,horizon_only,True,4,0,-1,10,0.9495707762557064,0.5222922374429223,0.3161813558562184,0.3164139266304971,0.09524200913242004,0.8541004566210045,0.04981031766675976,0.05000287392045648,0.016958176861192623,0.016825887916906902,0.4392448830683805,0.43962828852404306,2.2691453038186324,2.250886153918938,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C051,100,3.0,0.1,30,9.0,81.0,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C052,both_flexible,True,4,5,3,10,0.9496986301369852,0.5314520547945205,0.3792388035838905,0.3095093697747259,0.11332054794520545,0.8362630136986301,0.05095587390657239,0.050085155039485206,0.01986000767827945,0.01641232580950142,0.38852423440877654,0.44417574052199704,1.7441014826117214,2.3111961265132894,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C052,100,3.0,0.1,50,15.0,135.0,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C053,both_flexible,True,4,5,3,10,0.9510502283105007,0.6252283105022831,0.33314836059589203,0.3091237696454943,0.29962557077625573,0.6512054794520548,0.04958443683158447,0.05087587221096107,0.01777916027634596,0.015649745217042533,0.4401708693074725,0.4396766782885386,2.0032520279792916,2.356335610484752,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C053,100,3.0,0.3,30,27.0,62.99999999999999,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C054,both_flexible,True,4,10,3,10,0.9501424657534235,0.6271589041095891,0.3389146406999831,0.3076122083191472,0.30413150684931506,0.646054794520548,0.05054667940103565,0.05032687940919227,0.017115866624783753,0.01643633316005303,0.4380565837635844,0.4370282214200601,1.93921385418905,2.380007218841329,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C054,100,3.0,0.3,50,45.0,105.0,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C055,both_flexible,True,4,12,4,10,0.9494063926940626,0.7186027397260274,0.3250442401827436,0.3094223126761385,0.4878447488584475,0.46151598173515984,0.051881239814779434,0.05051532860332451,0.01734156007991416,0.01651739314654637,0.4292636541457736,0.4468427573502408,2.2194779000089317,2.2888891013022006,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C055,100,3.0,0.5,30,45.0,45.0,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C056,both_flexible,True,4,20,4,10,0.9495013698630125,0.7144109589041097,0.32004855280718514,0.31338703275771884,0.4792767123287671,0.4702684931506849,0.05007619098244,0.050009197706475494,0.016817592548988815,0.016864197847648112,0.4354091767022748,0.4414757546321755,2.230512718832236,2.273024389061594,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C056,100,3.0,0.5,50,75.0,75.0,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C057,both_flexible,True,4,5,3,10,0.9496347031963455,0.8091917808219179,0.3176784091687227,0.3141402419772055,0.6687762557077624,0.28083105022831045,0.04986782933024462,0.05096520394525726,0.0169420211892377,0.016411417622614218,0.4392003098826442,0.4387605140545959,2.225234681424361,2.3071268673877134,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C057,100,3.0,0.7,30,62.99999999999999,27.000000000000004,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C058,both_flexible,True,2,30,2,10,0.9495945205479442,0.8084136986301369,0.3175572765377431,0.31469636370281245,0.6673534246575343,0.28212054794520547,0.05053225721765292,0.05047806857057362,0.01694168910250194,0.01655045633316647,0.5771116836011367,0.5817391234431888,0.8344279468229434,0.831177459693763,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C058,100,3.0,0.7,50,105.0,45.00000000000001,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C059,both_flexible,True,2,25,2,10,0.9498264840182633,0.9045068493150685,0.318191526826327,0.3045820084990774,0.8592602739726025,0.09049315068493145,0.04979999792336916,0.054360279658009866,0.01673044141654165,0.01699714520879551,0.5769834753333646,0.591278679404551,0.8337199509070119,0.8311197465168615,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C059,100,3.0,0.9,30,81.0,8.999999999999998,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_LOW_C060,both_flexible,True,4,10,3,10,0.9512383561643822,0.904109589041096,0.3164893972109438,0.31303502103115366,0.856882191780822,0.0944547945205479,0.05041330248502118,0.04998021092050523,0.01630980756835653,0.01545131185361153,0.44037869505030736,0.43897584048145133,2.2423146411868182,2.318065151775926,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_LOW,high,2,low,0,C060,100,3.0,0.9,50,135.0,14.999999999999996,0.2,0.2,5,0.05,0.1,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C001,reservation_only,True,100,19,5,10,0.9474977168949756,0.523324200913242,0.8326243407293792,0.7848912135626549,0.09900456621004562,0.8486392694063927,0.051908508318123284,0.04966139397170078,0.041877497538978535,0.04213769723684023,0.0,0.0,0.38730858195131557,0.7337853860159795,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C002,reservation_only,True,100,44,9,10,0.9473150684931493,0.5251068493150686,0.8590177047633208,0.7836329832818055,0.10271232876712325,0.8447890410958904,0.0511644127271826,0.049919448644179354,0.04655305842418396,0.041276496433060375,0.0,0.0,0.22924651375224675,1.0071395237554293,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C003,both_flexible,True,4,19,4,10,0.9484748858447478,0.621406392694064,0.8168941252774182,0.7812660769995191,0.2937442922374429,0.6553242009132421,0.05080168954460527,0.050502049394975004,0.04412104032426471,0.04097150631979132,0.0,0.0027509914341683995,0.46412504549774586,0.7221093201800779,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C004,both_flexible,True,4,30,3,10,0.950345205479451,0.6209068493150685,0.8098168901600614,0.7824257878435471,0.29154520547945206,0.6587232876712329,0.05069639931965479,0.05111378658541253,0.042608059564281604,0.04063638841998575,0.0,0.0,0.4991303231268141,0.7152037110359862,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C005,both_flexible,True,3,19,3,10,0.9477808219178068,0.714566210045662,0.8013784699683267,0.771119946338668,0.4817077625570776,0.46571689497716895,0.050130117467206116,0.0497336563459473,0.04268466767275201,0.04128717327004657,0.0,0.010936809662069221,0.5559214420094041,0.7124111663268609,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C005,100,1.2,0.5,30,18.0,18.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C006,both_flexible,True,2,30,2,10,0.9493534246575331,0.7164356164383562,0.8026001561439164,0.7767391883281706,0.4835999999999999,0.46567123287671236,0.05017153279236698,0.050712134354485225,0.042311530984638565,0.0416875322998947,0.0007933401974884082,0.03460822784375589,0.5528767981398859,0.5378162705282288,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C006,100,1.2,0.5,50,30.0,30.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C007,both_flexible,True,3,20,2,10,0.9475799086757976,0.8067260273972604,0.7917222483930375,0.7796417012682216,0.6659360730593609,0.281579908675799,0.04995742196283266,0.05220751659789772,0.04279439233705638,0.042471252687555236,3.228931223764e-05,0.0,0.6088486200459645,0.6731861000521286,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C007,100,1.2,0.7,30,25.2,10.8,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C008,both_flexible,True,2,35,2,10,0.9492109589041086,0.8074931506849314,0.7961009313852856,0.7869154673746963,0.6656876712328768,0.28361095890410953,0.05011729656093059,0.04877155633419392,0.04239390880916941,0.041504770317656,0.0046176326042813,0.0194188866600025,0.5676575833745189,0.5596155414142503,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C008,100,1.2,0.7,50,42.0,18.000000000000004,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C009,both_flexible,True,2,25,2,10,0.9477990867579893,0.9012420091324203,0.7917850492528171,0.7848280936224536,0.8548675799086759,0.09274885844748856,0.05069249722517301,0.05154120917239687,0.04268968658154427,0.040308952257594545,0.01086563980540227,0.021078325900779554,0.5522853879721695,0.5468567942592478,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C009,100,1.2,0.9,30,32.4,3.599999999999999,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C010,horizon_only,True,2,0,-1,10,0.9497698630136974,0.9020931506849316,0.7890841034912757,0.7920451740675609,0.8545917808219178,0.09500273972602737,0.04955290143483598,0.05138367373938857,0.04196692021117847,0.03921649571034149,0.007913566380662162,0.00816833968563375,0.5914677634055654,0.5953598689101215,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C010,100,1.2,0.9,50,54.0,5.999999999999998,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C011,both_flexible,True,2,15,2,10,0.9492694063926926,0.530876712328767,0.7968203287592258,0.6646481430889565,0.11241095890410957,0.836931506849315,0.04978946611927203,0.05098860104073277,0.042772654345509385,0.03554059472390126,0.0,0.18109143824692492,0.5787783518361114,0.49415437102089055,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C011,100,1.4,0.1,30,4.2,37.8,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C012,both_flexible,True,4,36,3,10,0.9497972602739713,0.5316904109589042,0.8063462048869354,0.6625785489852217,0.11345205479452052,0.8364767123287671,0.04880069964430439,0.050006282947213807,0.040902904649042816,0.03517095364890553,0.0,0.00170610600745797,0.5396168021621177,1.6220894231604717,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C012,100,1.4,0.1,50,7.0,63.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C013,reservation_only,True,100,5,2,10,0.95000913242009,0.6196347031963472,0.6899971450891227,0.6704360787892351,0.2892146118721461,0.6608401826484018,0.050713058289574155,0.05003076197951327,0.03573366686762987,0.0353731558014908,0.0,0.0,1.2486946049459324,1.409378346667253,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C013,100,1.4,0.3,30,12.6,29.4,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C014,both_flexible,True,4,15,3,10,0.949726027397259,0.6220301369863014,0.6987887679064853,0.6697799031349486,0.2943780821917808,0.6553041095890412,0.04987543534935581,0.05006546419707614,0.037401657905627265,0.035291976218232116,0.0,0.0,1.1976923715317234,1.4046267559717458,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C014,100,1.4,0.3,50,21.0,49.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C015,both_flexible,True,2,10,2,10,0.9492420091324185,0.7125251141552511,0.6787329626776556,0.6750581956206124,0.4756164383561643,0.47381735159817345,0.05165379155454752,0.04951521095157933,0.03605939152072743,0.03627780632055573,0.10493531853844376,0.10827635130416031,0.7917117951431983,0.7923335216310191,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C015,100,1.4,0.5,30,21.0,21.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C016,both_flexible,True,4,20,3,10,0.9500602739726014,0.7138739726027397,0.679491199204562,0.6784647659480595,0.47733698630136984,0.4730739726027397,0.050052222975536485,0.0503207789611672,0.0355636449570251,0.03580976106013397,0.0,0.0,1.3261454037266025,1.3416921845747063,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C016,100,1.4,0.5,50,35.0,35.0,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C017,both_flexible,True,4,20,4,10,0.949707762557076,0.8096575342465753,0.6852854493387631,0.6614298112406465,0.6696803652968036,0.2799543378995434,0.04973646676377935,0.05078304176990685,0.03592642975602588,0.035754536177972904,3.728213253798e-05,0.00139546641048752,1.295848135345755,1.4553793970028157,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C017,100,1.4,0.7,30,29.4,12.6,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C018,both_flexible,True,3,25,3,10,0.9487506849315055,0.8065479452054796,0.6771813170643329,0.6752316525606079,0.6644054794520547,0.2842849315068493,0.049779715046774996,0.05142196126717966,0.03642446472760701,0.036975347077694565,0.00599729099874154,0.0059751147654082196,1.3148445292150073,1.31796393609276,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C018,100,1.4,0.7,50,49.0,21.000000000000004,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C019,both_flexible,True,2,20,2,10,0.9500821917808204,0.9024520547945205,0.6803429753831061,0.6745947271550816,0.8547671232876712,0.09536986301369858,0.05039581852571716,0.051952987154485285,0.035792079814395576,0.03532420232412706,0.10302695649803317,0.10364623125862091,0.7893948331440006,0.791974428046217,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C019,100,1.4,0.9,30,37.8,4.199999999999999,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_MEDIUM_C020,both_flexible,True,3,35,3,10,0.9493205479452044,0.9022849315068493,0.6793620762534747,0.6736583176448863,0.8552,0.09416986301369859,0.04965602765656878,0.05095271985570515,0.0363744979460244,0.03536962242151217,0.006472270881707659,0.0066982839220476,1.3092594030158358,1.3103606118482274,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_MEDIUM,high,2,medium,1,C020,100,1.4,0.9,50,63.0,6.999999999999998,0.2,0.2,5,0.05,0.2,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
