selection_objective,comparison,factor,contrast,fixed_other_level,rho,effect_average_utilization,effect_priority_weighted_utilization,effect_class_1_percent_serviced,effect_class_2_percent_serviced,effect_class_1_slot_utilization,effect_class_2_slot_utilization,n_rows
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0,-0.0004505936073059846,-0.05653214611872144,-0.09189951905106844,0.07616397341532331,-0.11268000000000003,0.11229570776255708,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,3.0,-0.00033296803652973605,-0.01153214611872145,-0.03166260482857046,0.030955708795261865,-0.022976438356164385,0.022888584474885856,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,3.0,0.0001176255707762486,0.04499999999999999,0.060236914222497974,-0.045208264620061445,0.08970356164383561,-0.08940712328767125,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,3.0,-0.0004505936073059846,-0.05653214611872144,-0.09189951905106844,0.07616397341532331,-0.11268000000000003,0.11229570776255708,10
average_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,3.0,-0.00033296803652973605,-0.01153214611872145,-0.03166260482857046,0.030955708795261865,-0.022976438356164385,0.022888584474885856,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,low,3.0,0.011677260273972343,-0.01896794520547947,-0.035673844015499404,0.02896332885470531,-0.049631050228310505,0.06132621004566209,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,medium,3.0,0.011806575342465469,0.022229771689497697,-0.015310241112640819,-0.0336955513472892,0.03245534246575342,-0.020451141552511425,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,high,3.0,0.01127433789954306,-0.0208710502283105,-0.06764449764731816,0.04203336809091589,-0.053096986301369865,0.06445187214611872,10
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,low,3.0,0.011311050228310273,0.016187579908675805,0.014164156345314552,-0.010438139413716893,0.02111780821917808,-0.009860456621004569,10
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,medium,3.0,0.010996347031963227,0.01435232876712329,0.01309598726489718,0.00028847533539331713,0.01775872146118721,-0.006812785388127855,10
average_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,high,3.0,0.011411872146118445,0.015345205479452053,0.013594662306576017,-0.0038545475741515274,0.019327853881278535,-0.007965296803652969,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,low,3.0,0.022988310502282616,-0.0027803652968036675,-0.021509687670184865,0.018525189440988417,-0.02851324200913242,0.05146575342465752,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,medium,3.0,0.022802922374428696,0.03658210045662098,-0.0022142538477436407,-0.033407076011895895,0.05021406392694063,-0.027263926940639272,10
average_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,high,3.0,0.022686210045661504,-0.0055258447488584495,-0.05404983534074215,0.038178820516764356,-0.03376913242009132,0.05648657534246576,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,low,3.0,-2.8127853881212418e-05,-0.03816630136986301,-0.01502252511087861,0.048568434761202595,-0.07616365296803652,0.07599470319634703,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,medium,3.0,0.0001011872146119119,0.003031415525114154,0.005341077791979972,-0.014090445440791929,0.005922739726027401,-0.005782648401826486,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,high,3.0,-0.00021351598173513286,0.0011961643835616375,0.0042729087115626,-0.003363830691681717,0.0025636529680365333,-0.0027349771689497713,10
average_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,low,3.0,0.0002120547945206286,0.04243141552511413,0.04798961291858214,-0.07493130191628158,0.08468767123287671,-0.08451251141552513,10
average_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,medium,3.0,-0.0003201826484017789,-0.0006694063926940641,-0.00434464361609519,0.0007976175219235141,-0.0008646575342465745,0.00039050228310502416,10
average_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,high,3.0,9.534246575343854e-05,0.00032347031963470213,-0.0038459685744163565,-0.003345405387621331,0.0007044748858447486,-0.0007620091324200898,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_high,low,3.0,0.00018392694063941616,0.0042651141552511205,0.032967087807703535,-0.026362867155078983,0.008524018264840182,-0.008517808219178094,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_high,medium,3.0,-0.00021899543378986697,0.0023620091324200896,0.0009964341758847805,-0.013292827918868414,0.0050580821917808275,-0.005392146118721462,10
average_utilization,both_flexible_vs_reservation_only,balking,low_to_high,high,3.0,-0.00011817351598169439,0.0015196347031963397,0.00042694013714624337,-0.006709236079303048,0.003268127853881282,-0.0034969863013698615,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,3.0,0.0001293150684931243,0.041197716894977164,0.020363602902858588,-0.06265888020199453,0.08208639269406393,-0.08177735159817352,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0,-0.0005322374429224075,-0.0431008219178082,-0.05233425653467734,0.07572891943820509,-0.08555232876712329,0.08490301369863015,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_high,,3.0,-0.00040292237442928315,-0.0019031050228310305,-0.03197065363181875,0.01307003923621057,-0.00346593607305936,0.0031256621004566282,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,3.0,-0.0003147031963470448,-0.0018352511415525164,-0.0010681690804173714,0.01072661474911021,-0.003359086757990868,0.003047671232876715,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,3.0,0.00041552511415521743,0.0009928767123287662,0.0004986750416788343,-0.0041430229095448445,0.0015691324200913233,-0.001152511415525114,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_high,,3.0,0.00010082191780817263,-0.00084237442922375,-0.0005694940387385372,0.006583591839565366,-0.0017899543378995443,0.0018951598173516007,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_medium,,3.0,-0.00018538812785392044,0.03936246575342465,0.019295433822441217,-0.05193226545288432,0.07872730593607305,-0.07872968036529679,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_medium_to_high,,3.0,-0.00011671232876719008,-0.04210794520547943,-0.051835581492998495,0.07158589652866024,-0.08398319634703197,0.08375050228310503,10
average_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_high,,3.0,-0.0003021004566211105,-0.002745479452054782,-0.03254014767055728,0.019653631075775935,-0.005255890410958907,0.0050208219178082296,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,low,3.0,-0.011580273972602481,0.043318082191780835,0.12081470242162964,-0.06692711076151417,0.09815415525114156,-0.10967214611872145,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,medium,3.0,-0.011591963470319357,0.047120365296803655,0.16068801374126904,-0.049476495179581095,0.10577132420091326,-0.11730191780821919,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,high,3.0,-0.011510319634702934,0.033689041095890424,0.12112275122487795,-0.04904144120246288,0.07864365296803653,-0.08990922374429224,10
average_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,low,3.0,-0.011162191780821637,-0.012099908675799093,-0.005257474193671429,0.006583591839565366,-0.013047488584474885,0.001895159817351601,10
average_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,medium,3.0,-0.010847488584474593,-0.010264657534246577,-0.004189305113254058,-0.0041430229095448445,-0.009688401826484016,-0.001152511415525114,10
average_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,high,3.0,-0.011263013698629813,-0.011257534246575343,-0.0046879801549328925,0.0,-0.01125753424657534,0.0,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,low,3.0,-0.022742465753424118,0.031218173515981745,0.11555722822795822,-0.060343518921948815,0.08510666666666668,-0.10777698630136985,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,medium,3.0,-0.02243945205479395,0.03685570776255708,0.156498708628015,-0.05361951808912594,0.09608292237442924,-0.1184544292237443,10
average_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,high,3.0,-0.022773333333332747,0.022431506849315073,0.11643477106994507,-0.04904144120246288,0.06738611872146119,-0.08990922374429224,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,low,3.0,-8.949771689503617e-05,-0.006833698630136978,-0.04521438911161937,-0.0033601701411411465,-0.013539908675799092,0.013412420091324203,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,medium,3.0,-0.0001011872146119119,-0.003031415525114154,-0.005341077791979972,0.014090445440791929,-0.005922739726027401,0.005782648401826487,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,high,3.0,0.00021351598173513286,-0.0011961643835616375,-0.0042729087115626,0.003363830691681717,-0.0025636529680365333,0.0027349771689497713,10
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,low,3.0,0.00023853881278535603,0.014100730593607304,0.04390990613248629,-0.001232671499041732,0.0279923287671233,-0.027783196347031976,10
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,medium,3.0,0.0003201826484017789,0.0006694063926940641,0.00434464361609519,-0.0007976175219235141,0.0008646575342465745,-0.00039050228310502416,10
average_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,high,3.0,-9.534246575343854e-05,-0.00032347031963470213,0.0038459685744163565,0.003345405387621331,-0.000704474885844749,0.0007620091324200897,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,low,3.0,0.00014904109589031987,0.007267031963470327,-0.0013044829791330694,-0.00459284164018288,0.014452420091324206,-0.014370776255707767,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,medium,3.0,0.00021899543378986697,-0.0023620091324200896,-0.0009964341758847805,0.013292827918868414,-0.005058082191780827,0.005392146118721462,10
average_utilization,reservation_only_vs_horizon_only,balking,low_to_high,high,3.0,0.00011817351598169439,-0.0015196347031963397,-0.00042694013714624337,0.006709236079303048,-0.003268127853881283,0.0034969863013698615,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,3.0,-1.1689497716875778e-05,0.003802283105022823,0.03987331131963939,0.01745061558193307,0.007617168949771691,-0.0076297716894977215,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0,8.164383561642284e-05,-0.013431324200913242,-0.0395652625163911,0.0004350539771182216,-0.027127671232876727,0.02739269406392695,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,3.0,6.995433789954706e-05,-0.009629041095890419,0.00030804880324829096,0.017885669559051295,-0.01951050228310503,0.019762922374429226,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,3.0,0.0003147031963470448,0.0018352511415525164,0.0010681690804173714,-0.01072661474911021,0.003359086757990868,-0.003047671232876715,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,3.0,-0.00041552511415521743,-0.0009928767123287662,-0.0004986750416788343,0.0041430229095448445,-0.0015691324200913237,0.001152511415525114,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,3.0,-0.00010082191780817263,0.00084237442922375,0.0005694940387385372,-0.006583591839565366,0.0017899543378995443,-0.001895159817351601,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,3.0,0.00030301369863016905,0.0056375342465753405,0.04094148040005677,0.006724000832822864,0.01097625570776256,-0.010677442922374436,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,3.0,-0.0003338812785387945,-0.014424200913242008,-0.04006393755806993,0.0045780768866630645,-0.028696803652968044,0.028545205479452062,10
average_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,3.0,-3.086757990862555e-05,-0.008786666666666668,0.0008775428419868262,0.011302077719485928,-0.017720547945205483,0.017867762557077626,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,low,3.0,0.020035616438355892,0.01998703196347032,0.013551634687376985,5.53396581078863e-05,0.020062100456621004,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,medium,3.0,0.01948420091324164,0.01946484018264841,0.013095140803111546,5.53396581078863e-05,0.019539908675799078,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_medium,high,3.0,0.019127488584474685,0.0190772602739726,0.012707052702001878,5.53396581078863e-05,0.019152328767123285,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,low,3.0,0.020049315068492782,0.0200206392694064,0.013381849095974096,0.0,0.020020639269406396,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,medium,3.0,0.01971525114155202,0.019685479452054795,0.012817052126618147,0.0,0.019685479452054795,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,medium_to_high,high,3.0,0.018963835616437972,0.018922557077625572,0.01226877879469529,0.0,0.018922557077625572,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,low,3.0,0.04008493150684868,0.04000767123287672,0.02693348378335108,5.53396581078863e-05,0.0400827397260274,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,medium,3.0,0.03919945205479366,0.0391503196347032,0.025912192929729693,5.53396581078863e-05,0.03922538812785387,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,noshow,low_to_high,high,3.0,0.03809132420091266,0.03799981735159817,0.024975831496697166,5.53396581078863e-05,0.03807488584474886,-0.00015013698630136744,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,low,3.0,0.0002275799086758512,0.00307022831050228,0.00619681373887227,-0.00466259062803947,0.006029406392694069,-0.005918356164383574,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,medium,3.0,-0.0003238356164384027,0.002548036529680371,0.00574031985460683,-0.00466259062803947,0.005507214611872141,-0.005918356164383574,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_medium,high,3.0,-0.0006578995433791623,0.002212876712328763,0.005175522885250881,-0.00466259062803947,0.005172054794520541,-0.005918356164383574,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,low,3.0,-0.00010666666666680038,0.00281634703196348,0.004197047347282354,-0.006481199765312142,0.005581917808219179,-0.005531141552511419,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,medium,3.0,-0.000463378995433753,0.0024287671232876683,0.0038089592461726858,-0.006481199765312142,0.005194337899543386,-0.005531141552511419,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,medium_to_high,high,3.0,-0.0012147945205478027,0.0016658447488584471,0.0032606859142498288,-0.006481199765312142,0.0044314155251141615,-0.005531141552511419,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,low,3.0,0.00012091324200905085,0.0058865753424657595,0.010393861086154624,-0.011143790393351612,0.011611324200913247,-0.011449497716894994,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,medium,3.0,-0.0007872146118721556,0.004976803652968039,0.009549279100779516,-0.011143790393351612,0.010701552511415528,-0.011449497716894994,10
priority_weighted_utilization,horizon_only_vs_baseline,balking,low_to_high,high,3.0,-0.0018726940639269651,0.0038787214611872103,0.00843620879950071,-0.011143790393351612,0.009603470319634702,-0.011449497716894994,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,3.0,-0.0005514155251142539,-0.0005221917808219091,-0.0004564938842654393,0.0,-0.0005221917808219284,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0,-0.0003567123287669527,-0.0003875799086758114,-0.0003880881011096682,0.0,-0.00038757990867579296,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,3.0,-0.0009081278538812066,-0.0009097716894977204,-0.0008445819853751073,0.0,-0.0009097716894977213,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,3.0,-0.0003340639269407597,-0.0003351598173516079,-0.0005647969693559497,0.0,-0.0003351598173515995,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,3.0,-0.0007514155251140498,-0.0007629223744292213,-0.0005482733319228572,0.0,-0.0007629223744292241,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,3.0,-0.0010854794520548093,-0.0010980821917808293,-0.0011130703012788069,0.0,-0.0010980821917808237,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,3.0,-0.0008854794520550135,-0.0008573515981735169,-0.0010212908536213889,0.0,-0.0008573515981735279,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,3.0,-0.0011081278538810023,-0.0011505022831050328,-0.0009363614330325254,0.0,-0.0011505022831050172,0.0,10
priority_weighted_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,3.0,-0.001993607305936016,-0.0020078538812785497,-0.001957652286653914,0.0,-0.002007853881278545,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,low,3.0,0.0037508675799085623,0.0038580821917808053,0.006455225366761458,-0.00028424790604973963,0.003968767123287675,-0.00022136986301369926,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,medium,3.0,0.0031472146118720567,0.003138538812785399,0.005872939621655774,0.00019429809191766177,0.0031103196347031926,5.643835616438401e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_medium,high,3.0,0.00281844748858456,0.0028031050228310363,0.005529888807053599,-0.00015505659444997656,0.0028235616438356125,-4.091324200913308e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,low,3.0,0.0037583561643836387,0.0035892237442922506,0.006669735624154675,0.00031080086809757296,0.0034593607305936093,0.00025972602739726236,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,medium,3.0,0.003278356164383435,0.003237077625570766,0.0058086947632221535,0.0,0.0032370776255707793,0.0,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,medium_to_high,high,3.0,0.0022946118721461017,0.0021529680365296794,0.005070522736478724,0.00013183359165489574,0.002086940639269412,0.00013205479452054746,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,low,3.0,0.007509223744292201,0.007447305936073055,0.013124960990916135,2.655296204783328e-05,0.007428127853881283,3.835616438356312e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,medium,3.0,0.0064255707762554915,0.006375616438356166,0.011681634384877928,0.00019429809191766177,0.006347397260273971,5.643835616438401e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,noshow,low_to_high,high,3.0,0.005113059360730662,0.004956073059360716,0.010600411543532324,-2.322300279508083e-05,0.004910502283105024,9.11415525114144e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,low,3.0,0.00018922374429225505,0.0029063013698630005,0.0060415733937525095,-0.004027264863162799,0.005736621004566209,-0.005660639269406403,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,medium,3.0,-0.0004144292237442504,0.0021867579908675947,0.005459287648646826,-0.003548718865195398,0.004878173515981727,-0.005382831050228319,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_medium,high,3.0,-0.0008944292237444539,0.0018346118721461115,0.004598246787714304,-0.003859519733292971,0.0046558904109588965,-0.005642557077625582,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,low,3.0,-4.6027397260415236e-05,0.003128401826484038,0.0048237109548708345,-0.007334776419261462,0.006135890410958909,-0.0060149771689497755,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,medium,3.0,-0.000374794520547912,0.002792968036529675,0.004480660140268659,-0.0076841311056290995,0.005849132420091328,-0.006112328767123293,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,medium_to_high,high,3.0,-0.001358538812785245,0.001708858447488588,0.0037424881135252296,-0.007552297513974205,0.0046989954337899615,-0.005980273972602745,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,low,3.0,0.00014319634703183982,0.006034703196347039,0.010865284348623345,-0.01136204128242426,0.011872511415525118,-0.01167561643835618,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,medium,3.0,-0.0007892237442921624,0.0049797260273972705,0.009939947788915484,-0.011232849970824497,0.010727305936073055,-0.011495159817351611,10
priority_weighted_utilization,reservation_only_vs_baseline,balking,low_to_high,high,3.0,-0.002252968036529699,0.0035434703196346993,0.008340734901239533,-0.011411817247267173,0.009354885844748858,-0.011622831050228327,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,3.0,-0.0006036529680365054,-0.0007195433789954053,-0.0005822857451056841,0.00047854599796740146,-0.0008584474885844819,0.0002778082191780833,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,3.0,-0.0003287671232874967,-0.00033543378995436353,-0.00034305081460217604,-0.0003493546863676383,-0.00028675799086757994,-9.735159817351708e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,3.0,-0.0009324200913240022,-0.001054977168949769,-0.0009253365597078599,0.0001291913115997631,-0.0011452054794520619,0.0001804566210045662,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,3.0,-0.0004800000000002036,-0.00035214611872148356,-0.0008610408609325225,-0.00031080086809757296,-0.00022228310502283078,-0.00025972602739726236,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,3.0,-0.0009837442922373328,-0.001084109589041087,-0.0007381720267434289,0.00013183359165489574,-0.0011501369863013667,0.00013205479452054746,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,3.0,-0.0014637442922375366,-0.0014362557077625703,-0.0015992128876759514,-0.00017896727644267722,-0.0013724200913241974,-0.00012767123287671492,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,3.0,-0.001083652968036709,-0.0010716894977168888,-0.0014433266060382066,0.0001677451298698285,-0.0010807305936073128,1.8082191780820883e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,3.0,-0.0013125114155248298,-0.0014195433789954504,-0.001081222841345605,-0.00021752109471274262,-0.0014368949771689466,3.47031963470304e-05,10
priority_weighted_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,3.0,-0.0023961643835615385,-0.0024912328767123394,-0.0025245494473838115,-4.9775964842914084e-05,-0.0025176255707762595,5.278538812785129e-05,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,low,3.0,0.02003981735159772,0.020098173515981727,0.013211269584515692,-0.00021444540546870032,0.020182831050228323,-0.00016931506849314813,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,medium,3.0,0.019529497716894433,0.019554063926940646,0.012935187355876052,-0.00028759835333767636,0.019636164383561645,-0.0001642009132420115,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_medium,high,3.0,0.019247853881278185,0.019351141552511403,0.012276392504091524,-0.0002338760914770571,0.019442009132420095,-0.00018173515981735359,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,low,3.0,0.020049315068492782,0.0200206392694064,0.013381849095974096,0.0,0.020020639269406393,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,medium,3.0,0.01971525114155202,0.019685479452054795,0.012817052126618147,0.0,0.019685479452054795,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,medium_to_high,high,3.0,0.018963835616437972,0.018922557077625572,0.01226877879469529,0.0,0.018922557077625572,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,low,3.0,0.040089132420090504,0.040118812785388126,0.026593118680489792,-0.00021444540546870032,0.04020347031963471,-0.00016931506849314813,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,medium,3.0,0.039244748858446456,0.03923954337899544,0.0257522394824942,-0.00028759835333767636,0.03932164383561644,-0.0001642009132420115,10
priority_weighted_utilization,both_flexible_vs_baseline,noshow,low_to_high,high,3.0,0.03821168949771615,0.03827369863013698,0.024545171298786812,-0.0002338760914770571,0.03836456621004567,-0.00018173515981735359,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,low,3.0,0.00018648401826488857,0.003092146118721453,0.006016402083246471,-0.0045894376801704955,0.006053881278538819,-0.00592347031963471,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,medium,3.0,-0.0003238356164384027,0.002548036529680371,0.00574031985460683,-0.004662590628039471,0.005507214611872141,-0.005918356164383574,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,high,3.0,-0.0006578995433791623,0.002212876712328763,0.00517552288525088,-0.004662590628039471,0.005172054794520542,-0.005918356164383574,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,low,3.0,-0.00018173515981750543,0.0026316894977169093,0.004467754097957212,-0.00653492202717276,0.005388493150684936,-0.005513607305936077,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,medium,3.0,-0.000463378995433753,0.0024287671232876683,0.003808959246172685,-0.00648119976531214,0.005194337899543385,-0.00553114155251142,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,high,3.0,-0.0012147945205478027,0.0016658447488584471,0.003260685914249829,-0.00648119976531214,0.004431415525114163,-0.00553114155251142,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,low,3.0,4.748858447383166e-06,0.005723835616438362,0.010484156181203682,-0.011124359707343255,0.011442374429223755,-0.011437077625570788,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,medium,3.0,-0.0007872146118721556,0.004976803652968039,0.009549279100779516,-0.011143790393351612,0.010701552511415528,-0.011449497716894994,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,high,3.0,-0.0018726940639269651,0.0038787214611872103,0.00843620879950071,-0.011143790393351612,0.009603470319634705,-0.011449497716894994,10
