selection_objective,comparison,factor,contrast,fixed_other_level,rho,effect_average_utilization,effect_priority_weighted_utilization,effect_class_1_percent_serviced,effect_class_2_percent_serviced,effect_class_1_slot_utilization,effect_class_2_slot_utilization,n_rows
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,balking,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,noshow,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,balking,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,noshow,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,balking,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_medium__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_medium_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,both_flexible_vs_reservation_only,interaction,NS_low_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,noshow,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_medium,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,medium_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,low,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,medium,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,balking,low_to_high,high,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_medium__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_medium_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_medium,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_medium_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
priority_weighted_utilization,reservation_only_vs_horizon_only,interaction,NS_low_to_high__x__BK_low_to_high,,1.4,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_medium,low,1.7,0.00393954337899531,0.0038377168949771667,0.0041203770904366345,-0.00021473513889640026,0.0038312328767123294,1.2968036529677055e-05,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_medium,medium,1.7,0.00393954337899531,0.0038377168949771667,0.0041203770904366345,-0.00021473513889640026,0.0038312328767123294,1.2968036529677055e-05,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_medium,high,1.7,0.00393954337899531,0.0038377168949771667,0.0041203770904366345,-0.00021473513889640026,0.0038312328767123294,1.2968036529677055e-05,10
average_utilization,horizon_only_vs_baseline,noshow,medium_to_high,low,1.7,0.004252237442922276,0.004311872146118724,0.00573473735461081,0.00024465070777909603,0.004338812785388139,-5.38812785388132e-05,10
average_utilization,horizon_only_vs_baseline,noshow,medium_to_high,medium,1.7,0.004252237442922276,0.004311872146118724,0.00573473735461081,0.00024465070777909603,0.004338812785388139,-5.38812785388132e-05,10
average_utilization,horizon_only_vs_baseline,noshow,medium_to_high,high,1.7,0.004252237442922276,0.004311872146118724,0.00573473735461081,0.00024465070777909603,0.004338812785388139,-5.38812785388132e-05,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_high,low,1.7,0.008191780821917587,0.008149589041095891,0.009855114445047445,2.9915568882695776e-05,0.008170045662100469,-4.091324200913612e-05,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_high,medium,1.7,0.008191780821917587,0.008149589041095891,0.009855114445047445,2.9915568882695776e-05,0.008170045662100469,-4.091324200913612e-05,10
average_utilization,horizon_only_vs_baseline,noshow,low_to_high,high,1.7,0.008191780821917587,0.008149589041095891,0.009855114445047445,2.9915568882695776e-05,0.008170045662100469,-4.091324200913612e-05,10
average_utilization,horizon_only_vs_baseline,balking,low_to_medium,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,low_to_medium,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,low_to_medium,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,medium_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,medium_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,medium_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,low_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,low_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,balking,low_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,horizon_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_medium,low,1.7,0.003900273972602625,0.018101004566210045,0.02731693932225217,-0.08321860388546401,0.03233278538812785,-0.028463561643835622,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_medium,medium,1.7,0.003900273972602625,0.018101004566210045,0.02731693932225217,-0.08321860388546401,0.03233278538812785,-0.028463561643835622,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_medium,high,1.7,0.003900273972602625,0.018101004566210045,0.02731693932225217,-0.08321860388546401,0.03233278538812785,-0.028463561643835622,10
average_utilization,reservation_only_vs_baseline,noshow,medium_to_high,low,1.7,0.004053881278538739,0.005302191780821919,0.0070761649098054534,-0.004913197943506356,0.0065523287671232985,-0.002500273972602738,10
average_utilization,reservation_only_vs_baseline,noshow,medium_to_high,medium,1.7,0.004053881278538739,0.005302191780821919,0.0070761649098054534,-0.004913197943506356,0.0065523287671232985,-0.002500273972602738,10
average_utilization,reservation_only_vs_baseline,noshow,medium_to_high,high,1.7,0.004053881278538739,0.005302191780821919,0.0070761649098054534,-0.004913197943506356,0.0065523287671232985,-0.002500273972602738,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_high,low,1.7,0.007954155251141364,0.02340319634703196,0.034393104232057624,-0.08813180182897036,0.03888511415525115,-0.030963835616438357,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_high,medium,1.7,0.007954155251141364,0.02340319634703196,0.034393104232057624,-0.08813180182897036,0.03888511415525115,-0.030963835616438357,10
average_utilization,reservation_only_vs_baseline,noshow,low_to_high,high,1.7,0.007954155251141364,0.02340319634703196,0.034393104232057624,-0.08813180182897036,0.03888511415525115,-0.030963835616438357,10
average_utilization,reservation_only_vs_baseline,balking,low_to_medium,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,low_to_medium,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,low_to_medium,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,medium_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,medium_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,medium_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,low_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,low_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,balking,low_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,reservation_only_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_medium,low,1.7,0.0037947031963468845,0.006575342465753417,0.007869299298490028,-0.03340161666789535,0.009374611872146114,-0.005598538812785387,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_medium,medium,1.7,0.0037947031963468845,0.006575342465753417,0.007869299298490028,-0.03340161666789535,0.009374611872146114,-0.005598538812785387,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_medium,high,1.7,0.0037947031963468845,0.006575342465753417,0.007869299298490028,-0.03340161666789535,0.009374611872146114,-0.005598538812785387,10
average_utilization,both_flexible_vs_baseline,noshow,medium_to_high,low,1.7,0.004092054794520504,0.001896712328767132,0.0020822547810939018,0.025075508165616607,-0.0002779908675798975,0.0043494063926940675,10
average_utilization,both_flexible_vs_baseline,noshow,medium_to_high,medium,1.7,0.004092054794520504,0.001896712328767132,0.0020822547810939018,0.025075508165616607,-0.0002779908675798975,0.0043494063926940675,10
average_utilization,both_flexible_vs_baseline,noshow,medium_to_high,high,1.7,0.004092054794520504,0.001896712328767132,0.0020822547810939018,0.025075508165616607,-0.0002779908675798975,0.0043494063926940675,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_high,low,1.7,0.00788675799086739,0.008472054794520548,0.00995155407958393,-0.008326108502278743,0.009096621004566216,-0.00124913242009132,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_high,medium,1.7,0.00788675799086739,0.008472054794520548,0.00995155407958393,-0.008326108502278743,0.009096621004566216,-0.00124913242009132,10
average_utilization,both_flexible_vs_baseline,noshow,low_to_high,high,1.7,0.00788675799086739,0.008472054794520548,0.00995155407958393,-0.008326108502278743,0.009096621004566216,-0.00124913242009132,10
average_utilization,both_flexible_vs_baseline,balking,low_to_medium,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,low_to_medium,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,low_to_medium,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,medium_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,medium_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,medium_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,low_to_high,low,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,low_to_high,medium,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,balking,low_to_high,high,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_medium__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_medium_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_medium,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_medium_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_baseline,interaction,NS_low_to_high__x__BK_low_to_high,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,low,1.7,-0.00014484018264842576,0.0027376255707762497,0.0037489222080533935,-0.03318688152899896,0.005543378995433783,-0.005611506849315063,10
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,medium,1.7,-0.00014484018264842576,0.0027376255707762497,0.0037489222080533935,-0.03318688152899896,0.005543378995433783,-0.005611506849315063,10
average_utilization,both_flexible_vs_horizon_only,noshow,low_to_medium,high,1.7,-0.00014484018264842576,0.0027376255707762497,0.0037489222080533935,-0.03318688152899896,0.005543378995433783,-0.005611506849315063,10
average_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,low,1.7,-0.00016018264840177209,-0.002415159817351592,-0.0036524825735169074,0.02483085745783751,-0.0046168036529680365,0.0044032876712328806,10
average_utilization,both_flexible_vs_horizon_only,noshow,medium_to_high,medium,1.7,-0.00016018264840177209,-0.002415159817351592,-0.0036524825735169074,0.02483085745783751,-0.0046168036529680365,0.0044032876712328806,10
