selection_objective,policy,noshow_level,balk_level,rho,average_utilization,priority_weighted_utilization,class_1_percent_serviced,class_2_percent_serviced,class_1_slot_utilization,class_2_slot_utilization,n_rows
priority_weighted_utilization,horizon_only,low,high,2.0,0.9497906849315056,0.7124954337899544,0.4756469962516066,0.4746078990033319,0.4750507762557078,0.4748893150684931,10
priority_weighted_utilization,reservation_only,low,high,2.0,0.9494978995433776,0.7962509589041096,0.7010494167809904,0.23196763874849674,0.6430133333333333,0.30647525114155244,10
priority_weighted_utilization,both_flexible,low,high,2.0,0.9496783561643822,0.796662191780822,0.7017748004361505,0.2316955548794506,0.6436381735159817,0.3060480365296803,10
average_utilization,baseline,low,high,2.5,0.9500314155251128,0.7066275799086758,0.3665729598823262,0.39304353474109727,0.4631908675799087,0.48687342465753425,10
average_utilization,horizon_only,low,high,2.5,0.9501214611872133,0.7103173515981736,0.37287654819720367,0.38406119976559294,0.4703254794520547,0.47998374429223745,10
average_utilization,reservation_only,low,high,2.5,0.9495983561643822,0.7549211872146119,0.4488616213615331,0.2911032451098632,0.5602474885844748,0.38934739726027395,10
average_utilization,both_flexible,low,high,2.5,0.9498876712328753,0.7611548858447488,0.5347445723005829,0.284152141634051,0.5723240182648401,0.3776617351598173,10
priority_weighted_utilization,baseline,low,high,2.5,0.9500314155251128,0.7066275799086758,0.3665729598823262,0.39304353474109727,0.4631908675799087,0.48687342465753425,10
priority_weighted_utilization,horizon_only,low,high,2.5,0.9501046575342451,0.7125899543378995,0.3794560678565671,0.3796257073947378,0.4750012785388128,0.4751773515981735,10
priority_weighted_utilization,reservation_only,low,high,2.5,0.9494175342465739,0.8188736073059362,0.6303389427580683,0.15722116174115064,0.6882036529680364,0.2613399086757991,10
priority_weighted_utilization,both_flexible,low,high,2.5,0.9495764383561631,0.8190960730593607,0.6310374860903589,0.15576052712908267,0.6886288584474886,0.2609344292237442,10
average_utilization,baseline,low,high,3.0,0.9498854794520535,0.7059206392694064,0.3049524345249653,0.3301369926933265,0.4619331506849315,0.4879749771689498,10
average_utilization,horizon_only,low,high,3.0,0.9499643835616425,0.7096082191780823,0.3119623417153998,0.3218241205195091,0.4690673972602739,0.48108164383561636,10
average_utilization,reservation_only,low,high,3.0,0.9500558904109575,0.7524173515981735,0.40180606771622146,0.268300162654529,0.5546790867579908,0.39547652968036523,10
average_utilization,both_flexible,low,high,3.0,0.9501654794520535,0.78414100456621,0.46547980971575187,0.20783362538854444,0.6181026484018266,0.33207671232876707,10
priority_weighted_utilization,baseline,low,high,3.0,0.9498854794520535,0.7059206392694064,0.3049524345249653,0.3301369926933265,0.4619331506849315,0.4879749771689498,10
priority_weighted_utilization,horizon_only,low,high,3.0,0.950088949771688,0.7126542465753425,0.3167407918291224,0.3167267111975911,0.47512328767123285,0.4750619178082191,10
priority_weighted_utilization,reservation_only,low,high,3.0,0.9497484931506837,0.8319811872146119,0.5693708794039398,0.11950670231937666,0.7142051141552511,0.23555214611872147,10
priority_weighted_utilization,both_flexible,low,high,3.0,0.9496515068493137,0.8330613698630136,0.5718308965129169,0.11753948232733469,0.7164593607305936,0.23320401826484013,10
average_utilization,baseline,low,low,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
average_utilization,horizon_only,low,low,1.2,0.9489033789954323,0.7115640182648402,0.7899122663427257,0.7901676292600889,0.47432785388127846,0.4744723287671232,10
average_utilization,reservation_only,low,low,1.2,0.9487576255707749,0.7162437442922374,0.8137063978568913,0.7498567815862012,0.48375872146118715,0.46497004566210043,10
average_utilization,both_flexible,low,low,1.2,0.9487378995433777,0.7166541552511415,0.8100196374020305,0.750129097987504,0.4847148858447488,0.4638785388127854,10
priority_weighted_utilization,baseline,low,low,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
priority_weighted_utilization,horizon_only,low,low,1.2,0.9489483105022817,0.7116044748858448,0.7894785291425073,0.7890950816896702,0.47429716894977164,0.47461461187214604,10
priority_weighted_utilization,reservation_only,low,low,1.2,0.9456432876712315,0.7254415525114155,0.849277150030157,0.6824265449788265,0.5052096803652968,0.44046374429223745,10
priority_weighted_utilization,both_flexible,low,low,1.2,0.9459353424657522,0.7254992694063926,0.8475081161966692,0.6815566949273617,0.5049881278538813,0.4410222831050228,10
average_utilization,baseline,low,low,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
average_utilization,horizon_only,low,low,1.4,0.9497388127853867,0.7120524200913242,0.6774481829302202,0.6773821751559361,0.4743037442922374,0.4754973515981735,10
average_utilization,reservation_only,low,low,1.4,0.9497168949771677,0.7392841095890411,0.7736907487277648,0.5220646606714471,0.5288604566210046,0.420847305936073,10
average_utilization,both_flexible,low,low,1.4,0.9496688584474873,0.740912602739726,0.7795114602839558,0.5424873185127763,0.5321972602739725,0.41743068493150687,10
priority_weighted_utilization,baseline,low,low,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
priority_weighted_utilization,horizon_only,low,low,1.4,0.9496831050228296,0.7122796347031963,0.6782279270956095,0.6772356084903637,0.4748286757990868,0.4749019178082191,10
priority_weighted_utilization,reservation_only,low,low,1.4,0.9492200913241996,0.7513211872146119,0.8120876678497121,0.47127524545987337,0.553369497716895,0.39590337899543376,10
priority_weighted_utilization,both_flexible,low,low,1.4,0.9492299543378981,0.7513877625570776,0.8117932075508433,0.471015682747283,0.5534854794520548,0.39580456621004567,10
average_utilization,baseline,low,low,1.7,0.9495729680365284,0.7122542465753424,0.558694289939681,0.5581032068181812,0.47486356164383564,0.47478136986301367,10
average_utilization,horizon_only,low,low,1.7,0.949435433789953,0.7119666666666667,0.5581292218760059,0.5587812211197682,0.47446885844748854,0.4749956164383562,10
average_utilization,reservation_only,low,low,1.7,0.9495145205479438,0.7501487671232876,0.705058406523634,0.4528520256250439,0.550770593607306,0.39875634703196344,10
average_utilization,both_flexible,low,low,1.7,0.9501338812785376,0.7590839269406393,0.7114695837726761,0.39587996300314787,0.567970593607306,0.38222666666666666,10
priority_weighted_utilization,baseline,low,low,1.7,0.9495729680365284,0.7122542465753424,0.558694289939681,0.5581032068181812,0.47486356164383564,0.47478136986301367,10
priority_weighted_utilization,horizon_only,low,low,1.7,0.9497928767123274,0.7125337899543379,0.5592334480912147,0.558420410442692,0.4751607305936073,0.4747461187214612,10
priority_weighted_utilization,reservation_only,low,low,1.7,0.9494107762557065,0.7775856621004567,0.7530850192808365,0.3137227170152319,0.6057092237442923,0.3437528767123287,10
priority_weighted_utilization,both_flexible,low,low,1.7,0.9495568949771676,0.7772773515981735,0.7534036601264137,0.3142451116486957,0.6050332420091323,0.34448821917808214,10
average_utilization,baseline,low,low,2.0,0.949795433789953,0.7121530593607306,0.47507193950132687,0.475148064209859,0.4744069406392694,0.47549223744292235,10
average_utilization,horizon_only,low,low,2.0,0.9499444748858433,0.7123082191780823,0.4743896946297042,0.47512311884333946,0.4744940639269406,0.4756283105022831,10
average_utilization,reservation_only,low,low,2.0,0.9498215525114141,0.7611054794520549,0.5861071766727818,0.34252986239890293,0.5723099543378996,0.37759105022831047,10
average_utilization,both_flexible,low,low,2.0,0.9499506849315056,0.7672720547945205,0.6527894232961013,0.3562425329857787,0.5846155251141553,0.3653130593607306,10
priority_weighted_utilization,baseline,low,low,2.0,0.949795433789953,0.7121530593607306,0.47507193950132687,0.475148064209859,0.4744069406392694,0.47549223744292235,10
priority_weighted_utilization,horizon_only,low,low,2.0,0.9498257534246562,0.7124803652968037,0.4752145215877296,0.4749499936601877,0.47497077625570777,0.47501917808219174,10
priority_weighted_utilization,reservation_only,low,low,2.0,0.9494942465753411,0.796243196347032,0.7010117979607181,0.23200250596052827,0.6430005479452054,0.30648529680365294,10
priority_weighted_utilization,both_flexible,low,low,2.0,0.9496326940639255,0.7966124200913243,0.701778903091674,0.23175084278865557,0.6435842922374428,0.3060562557077625,10
average_utilization,baseline,low,low,2.5,0.9501435616438343,0.7116684931506849,0.37785419048810065,0.38309155610978884,0.47316292237442925,0.4770111415525114,10
average_utilization,horizon_only,low,low,2.5,0.9500445662100443,0.7121305936073059,0.37935312362104356,0.3811161239911893,0.4741205479452054,0.47602009132420087,10
average_utilization,reservation_only,low,low,2.5,0.9499441095890399,0.74624,0.4412735472565024,0.3084179199945227,0.542464292237443,0.4075514155251141,10
average_utilization,both_flexible,low,low,2.5,0.9501897716894963,0.751833698630137,0.5192421352047133,0.32263571764933385,0.5533475799086758,0.39697223744292237,10
priority_weighted_utilization,baseline,low,low,2.5,0.9501435616438343,0.7116684931506849,0.37785419048810065,0.38309155610978884,0.47316292237442925,0.4770111415525114,10
priority_weighted_utilization,horizon_only,low,low,2.5,0.9501046575342451,0.7125899543378995,0.3794560678565671,0.3796257073947378,0.4750012785388128,0.4751773515981735,10
priority_weighted_utilization,reservation_only,low,low,2.5,0.9494927853881265,0.8188861187214613,0.6304200316214705,0.1577968404381222,0.6881464840182648,0.26147926940639266,10
priority_weighted_utilization,both_flexible,low,low,2.5,0.9495139726027384,0.8189525114155252,0.6308875275854613,0.15609079363149506,0.6884321461187215,0.2610407305936072,10
average_utilization,baseline,low,low,3.0,0.9500063926940625,0.711807214611872,0.31534629561111993,0.3189932022999749,0.4735444748858447,0.4765254794520547,10
average_utilization,horizon_only,low,low,3.0,0.9501263926940625,0.712499908675799,0.316163733496933,0.31753820669056354,0.4748529680365296,0.4752938812785388,10
average_utilization,reservation_only,low,low,3.0,0.9500688584474872,0.7480420091324201,0.40731194247688773,0.26860709046576625,0.5460122374429224,0.4040595433789954,10
average_utilization,both_flexible,low,low,3.0,0.9499945205479439,0.7755005479452055,0.4380185966687146,0.2345034203548607,0.6009117808219179,0.3491775342465753,10
priority_weighted_utilization,baseline,low,low,3.0,0.9500063926940625,0.711807214611872,0.31534629561111993,0.3189932022999749,0.4735444748858447,0.4765254794520547,10
priority_weighted_utilization,horizon_only,low,low,3.0,0.950088949771688,0.7126542465753425,0.3167407918291224,0.3167267111975911,0.47512328767123285,0.4750619178082191,10
priority_weighted_utilization,reservation_only,low,low,3.0,0.9497262100456607,0.8318330593607307,0.5688994561414711,0.1197249532084493,0.7139439269406392,0.23577826484018263,10
priority_weighted_utilization,both_flexible,low,low,3.0,0.9497676712328754,0.833224109589041,0.5717406014178678,0.11752005164132635,0.7166283105022832,0.23319159817351592,10
average_utilization,baseline,low,medium,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
average_utilization,horizon_only,low,medium,1.2,0.9489033789954323,0.7115640182648402,0.7899122663427257,0.7901676292600889,0.47432785388127846,0.4744723287671232,10
average_utilization,reservation_only,low,medium,1.2,0.9487576255707749,0.7162437442922374,0.8137063978568913,0.7498567815862012,0.48375872146118715,0.46497004566210043,10
average_utilization,both_flexible,low,medium,1.2,0.9487378995433777,0.7166541552511415,0.8100196374020305,0.750129097987504,0.4847148858447488,0.4638785388127854,10
priority_weighted_utilization,baseline,low,medium,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
priority_weighted_utilization,horizon_only,low,medium,1.2,0.9489483105022817,0.7116044748858448,0.7894785291425073,0.7890950816896702,0.47429716894977164,0.47461461187214604,10
priority_weighted_utilization,reservation_only,low,medium,1.2,0.9456432876712315,0.7254415525114155,0.849277150030157,0.6824265449788265,0.5052096803652968,0.44046374429223745,10
priority_weighted_utilization,both_flexible,low,medium,1.2,0.9459353424657522,0.7254992694063926,0.8475081161966692,0.6815566949273617,0.5049881278538813,0.4410222831050228,10
average_utilization,baseline,low,medium,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
average_utilization,horizon_only,low,medium,1.4,0.9497388127853867,0.7120524200913242,0.6774481829302202,0.6773821751559361,0.4743037442922374,0.4754973515981735,10
average_utilization,reservation_only,low,medium,1.4,0.9497168949771677,0.7392841095890411,0.7736907487277648,0.5220646606714471,0.5288604566210046,0.420847305936073,10
average_utilization,both_flexible,low,medium,1.4,0.9496688584474873,0.740912602739726,0.7795114602839558,0.5424873185127763,0.5321972602739725,0.41743068493150687,10
priority_weighted_utilization,baseline,low,medium,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
priority_weighted_utilization,horizon_only,low,medium,1.4,0.9496831050228296,0.7122796347031963,0.6782279270956095,0.6772356084903637,0.4748286757990868,0.4749019178082191,10
priority_weighted_utilization,reservation_only,low,medium,1.4,0.9492200913241996,0.7513211872146119,0.8120876678497121,0.47127524545987337,0.553369497716895,0.39590337899543376,10
priority_weighted_utilization,both_flexible,low,medium,1.4,0.9492299543378981,0.7513877625570776,0.8117932075508433,0.471015682747283,0.5534854794520548,0.39580456621004567,10
average_utilization,baseline,low,medium,1.7,0.9495729680365284,0.7122542465753424,0.558694289939681,0.5581032068181812,0.47486356164383564,0.47478136986301367,10
average_utilization,horizon_only,low,medium,1.7,0.949435433789953,0.7119666666666667,0.5581292218760059,0.5587812211197682,0.47446885844748854,0.4749956164383562,10
average_utilization,reservation_only,low,medium,1.7,0.9495145205479438,0.7501487671232876,0.705058406523634,0.4528520256250439,0.550770593607306,0.39875634703196344,10
average_utilization,both_flexible,low,medium,1.7,0.9501338812785376,0.7590839269406393,0.7114695837726761,0.39587996300314787,0.567970593607306,0.38222666666666666,10
priority_weighted_utilization,baseline,low,medium,1.7,0.9495729680365284,0.7122542465753424,0.558694289939681,0.5581032068181812,0.47486356164383564,0.47478136986301367,10
priority_weighted_utilization,horizon_only,low,medium,1.7,0.9497928767123274,0.7125337899543379,0.5592334480912147,0.558420410442692,0.4751607305936073,0.4747461187214612,10
priority_weighted_utilization,reservation_only,low,medium,1.7,0.9494107762557065,0.7775856621004567,0.7530850192808365,0.3137227170152319,0.6057092237442923,0.3437528767123287,10
priority_weighted_utilization,both_flexible,low,medium,1.7,0.9495568949771676,0.7772773515981735,0.7534036601264137,0.3142451116486957,0.6050332420091323,0.34448821917808214,10
average_utilization,baseline,low,medium,2.0,0.9498043835616425,0.7123492237442922,0.4753424790320978,0.47455708226993887,0.47472529680365294,0.47524785388127855,10
average_utilization,horizon_only,low,medium,2.0,0.9498599086757977,0.7123836529680365,0.4745682324126828,0.47497385741220066,0.4748078538812785,0.47515159817351593,10
average_utilization,reservation_only,low,medium,2.0,0.9495689497716882,0.7652907762557077,0.6109218202767632,0.31129715467388575,0.5810611872146119,0.36845917808219175,10
average_utilization,both_flexible,low,medium,2.0,0.9499682191780808,0.76606100456621,0.6515379370405235,0.3684838949235742,0.5821532420091324,0.3678155251141552,10
priority_weighted_utilization,baseline,low,medium,2.0,0.9498043835616425,0.7123492237442922,0.4753424790320978,0.47455708226993887,0.47472529680365294,0.47524785388127855,10
priority_weighted_utilization,horizon_only,low,medium,2.0,0.9497307762557063,0.712462100456621,0.47563663892675245,0.4750684447694448,0.4750166210045662,0.47489095890410954,10
priority_weighted_utilization,reservation_only,low,medium,2.0,0.9494677625570762,0.7962308675799087,0.701048742439623,0.23193342251008503,0.6429978082191781,0.3064661187214611,10
priority_weighted_utilization,both_flexible,low,medium,2.0,0.9496783561643822,0.796662191780822,0.7017748004361505,0.2316955548794506,0.6436381735159817,0.3060480365296803,10
average_utilization,baseline,low,medium,2.5,0.949837442922373,0.7090093150684932,0.37236636997459793,0.3881871548320518,0.46804913242009133,0.4819203652968036,10
average_utilization,horizon_only,low,medium,2.5,0.949966757990866,0.7112171689497717,0.377713001073958,0.3828578902506238,0.4723934246575342,0.4776474885844748,10
average_utilization,reservation_only,low,medium,2.5,0.9498924200913228,0.724268584474886,0.4176215825286823,0.3479919227379233,0.49861369863013694,0.4513097716894977,10
average_utilization,both_flexible,low,medium,2.5,0.9500252054794508,0.7488215525114155,0.5175027777225862,0.310473473421418,0.5475835616438356,0.40247598173515975,10
priority_weighted_utilization,baseline,low,medium,2.5,0.949837442922373,0.7090093150684932,0.37236636997459793,0.3881871548320518,0.46804913242009133,0.4819203652968036,10
priority_weighted_utilization,horizon_only,low,medium,2.5,0.9501046575342451,0.7125899543378995,0.3794560678565671,0.3796257073947378,0.4750012785388128,0.4751773515981735,10
priority_weighted_utilization,reservation_only,low,medium,2.5,0.9493956164383548,0.8188267579908676,0.6304280110491829,0.15781613391039226,0.6880843835616439,0.26148474885844747,10
priority_weighted_utilization,both_flexible,low,medium,2.5,0.9495764383561631,0.8190960730593607,0.6310374860903589,0.15576052712908267,0.6886288584474886,0.2609344292237442,10
average_utilization,baseline,low,medium,3.0,0.9497788127853866,0.7087369863013698,0.30914948187224767,0.3236557929280144,0.46751506849315067,0.48244383561643833,10
average_utilization,horizon_only,low,medium,3.0,0.9501537899543365,0.7110277625570777,0.3135267773476892,0.3184583532035531,0.471751598173516,0.4785523287671232,10
average_utilization,reservation_only,low,medium,3.0,0.9500067579908661,0.7397361643835616,0.3594605972160245,0.2661670668376147,0.5293709589041096,0.42073041095890407,10
average_utilization,both_flexible,low,medium,3.0,0.9499042922374417,0.729028401826484,0.3751447262969728,0.28063183148791176,0.5081068493150684,0.44184310502283103,10
priority_weighted_utilization,baseline,low,medium,3.0,0.9497788127853866,0.7087369863013698,0.30914948187224767,0.3236557929280144,0.46751506849315067,0.48244383561643833,10
priority_weighted_utilization,horizon_only,low,medium,3.0,0.950088949771688,0.7126542465753425,0.3167407918291224,0.3167267111975911,0.47512328767123285,0.4750619178082191,10
priority_weighted_utilization,reservation_only,low,medium,3.0,0.9496878538812773,0.8316691324200913,0.5687442157963514,0.12036027897332598,0.7136511415525114,0.23603598173515977,10
priority_weighted_utilization,both_flexible,low,medium,3.0,0.9497265753424644,0.8332460273972602,0.571560189762242,0.11759320458919531,0.7166527853881279,0.23318648401826483,10
average_utilization,baseline,medium,high,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
average_utilization,horizon_only,medium,high,1.2,0.9489033789954323,0.7115640182648402,0.7899122663427257,0.7901676292600889,0.47432785388127846,0.4744723287671232,10
average_utilization,reservation_only,medium,high,1.2,0.9487576255707749,0.7162437442922374,0.8137063978568913,0.7498567815862012,0.48375872146118715,0.46497004566210043,10
average_utilization,both_flexible,medium,high,1.2,0.9487378995433777,0.7166541552511415,0.8100196374020305,0.750129097987504,0.4847148858447488,0.4638785388127854,10
priority_weighted_utilization,baseline,medium,high,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
priority_weighted_utilization,horizon_only,medium,high,1.2,0.9489483105022817,0.7116044748858448,0.7894785291425073,0.7890950816896702,0.47429716894977164,0.47461461187214604,10
priority_weighted_utilization,reservation_only,medium,high,1.2,0.9456432876712315,0.7254415525114155,0.849277150030157,0.6824265449788265,0.5052096803652968,0.44046374429223745,10
priority_weighted_utilization,both_flexible,medium,high,1.2,0.9459353424657522,0.7254992694063926,0.8475081161966692,0.6815566949273617,0.5049881278538813,0.4410222831050228,10
average_utilization,baseline,medium,high,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
average_utilization,horizon_only,medium,high,1.4,0.9497388127853867,0.7120524200913242,0.6774481829302202,0.6773821751559361,0.4743037442922374,0.4754973515981735,10
average_utilization,reservation_only,medium,high,1.4,0.9497168949771677,0.7392841095890411,0.7736907487277648,0.5220646606714471,0.5288604566210046,0.420847305936073,10
average_utilization,both_flexible,medium,high,1.4,0.9496688584474873,0.740912602739726,0.7795114602839558,0.5424873185127763,0.5321972602739725,0.41743068493150687,10
priority_weighted_utilization,baseline,medium,high,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
priority_weighted_utilization,horizon_only,medium,high,1.4,0.9496831050228296,0.7122796347031963,0.6782279270956095,0.6772356084903637,0.4748286757990868,0.4749019178082191,10
priority_weighted_utilization,reservation_only,medium,high,1.4,0.9492200913241996,0.7513211872146119,0.8120876678497121,0.47127524545987337,0.553369497716895,0.39590337899543376,10
priority_weighted_utilization,both_flexible,medium,high,1.4,0.9492299543378981,0.7513877625570776,0.8117932075508433,0.471015682747283,0.5534854794520548,0.39580456621004567,10
average_utilization,baseline,medium,high,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
average_utilization,horizon_only,medium,high,1.7,0.9493780821917795,0.7118305022831051,0.5574676914299568,0.5585664859808718,0.47432621004566206,0.4750085844748858,10
average_utilization,reservation_only,medium,high,1.7,0.9494178995433776,0.764275890410959,0.7275934383094004,0.36963342173957986,0.579129497716895,0.3702927853881278,10
average_utilization,both_flexible,medium,high,1.7,0.9499316894977156,0.7616853881278539,0.7145569755346802,0.3624783463352525,0.5733713242009133,0.3766281278538813,10
priority_weighted_utilization,baseline,medium,high,1.7,0.9455760730593594,0.7082803652968036,0.5539123824031951,0.5581032068181812,0.47088968036529677,0.47478136986301367,10
priority_weighted_utilization,horizon_only,medium,high,1.7,0.9497523287671219,0.7123405479452054,0.5592533300083348,0.5589416000441005,0.4749687671232876,0.4747435616438356,10
priority_weighted_utilization,reservation_only,medium,high,1.7,0.9493276712328754,0.7775025570776256,0.7530309437491847,0.3137227170152319,0.6056261187214611,0.3437528767123287,10
priority_weighted_utilization,both_flexible,medium,high,1.7,0.9495861187214597,0.7773056621004566,0.7531761075878192,0.31439074639149855,0.6050423744292237,0.3445265753424657,10
average_utilization,baseline,medium,high,2.0,0.930049497716894,0.6925963470319634,0.45496892665176575,0.47507187950504076,0.4551592694063927,0.4748741552511415,10
average_utilization,horizon_only,medium,high,2.0,0.9498728767123275,0.7125229223744293,0.47560992200073837,0.47528110118416816,0.47513936073059354,0.47476712328767123,10
average_utilization,reservation_only,medium,high,2.0,0.9443576255707751,0.7858162557077626,0.687086422970252,0.2462440080337675,0.6272180821917808,0.3171963470319634,10
average_utilization,both_flexible,medium,high,2.0,0.9499210958904097,0.7714289497716895,0.659322988216114,0.34863066115126745,0.5929510502283105,0.35695579908675795,10
priority_weighted_utilization,baseline,medium,high,2.0,0.930049497716894,0.6925963470319634,0.45496892665176575,0.47507187950504076,0.4551592694063927,0.4748741552511415,10
priority_weighted_utilization,horizon_only,medium,high,2.0,0.9496600913241995,0.7126553424657535,0.4757117112856545,0.47452090020555493,0.47558648401826487,0.47413771689497713,10
priority_weighted_utilization,reservation_only,medium,high,2.0,0.9443559817351586,0.7911083105022831,0.6981974209959996,0.23196763874849674,0.6378706849315068,0.30647525114155244,10
priority_weighted_utilization,both_flexible,medium,high,2.0,0.9496337899543364,0.7967077625570776,0.7014835864588163,0.2312364239334236,0.6437344292237442,0.30594666666666664,10
average_utilization,baseline,medium,high,2.5,0.9308186301369853,0.6874237442922374,0.3516011022337582,0.39304353474109727,0.4439870319634703,0.48687342465753425,10
average_utilization,horizon_only,medium,high,2.5,0.9500860273972588,0.7125895890410958,0.3792562543593616,0.3795985037871901,0.4750283105022831,0.4751225570776255,10
average_utilization,reservation_only,medium,high,2.5,0.9386978995433779,0.7743601826484018,0.5832731033663265,0.27309189350237134,0.6099689497716895,0.3287824657534246,10
average_utilization,both_flexible,medium,high,2.5,0.9499873972602726,0.7883692237442922,0.5825762707967237,0.249568001839031,0.6266675799086758,0.32340328767123283,10
priority_weighted_utilization,baseline,medium,high,2.5,0.9308186301369853,0.6874237442922374,0.3516011022337582,0.39304353474109727,0.4439870319634703,0.48687342465753425,10
priority_weighted_utilization,horizon_only,medium,high,2.5,0.9500635616438341,0.7124902283105022,0.379416238060486,0.3802550443133123,0.47485388127853884,0.47527269406392686,10
priority_weighted_utilization,reservation_only,medium,high,2.5,0.9362851141552501,0.80573899543379,0.6241287822397175,0.15721629694019648,0.6750860273972602,0.2613059360730593,10
priority_weighted_utilization,both_flexible,medium,high,2.5,0.9497042922374417,0.8193641095890412,0.631177444997572,0.1554494119308141,0.6889886757990868,0.2607508675799086,10
average_utilization,baseline,medium,high,3.0,0.9306133333333323,0.6866492237442923,0.2924279262660092,0.3301369926933265,0.4426617351598173,0.4879749771689498,10
average_utilization,horizon_only,medium,high,3.0,0.9499499543378983,0.7128802739726028,0.31730738540917347,0.3160706941341483,0.47588474885844745,0.4739910502283105,10
average_utilization,reservation_only,medium,high,3.0,0.9385311415525102,0.7893784474885844,0.5282738626348731,0.2135052950667053,0.640140091324201,0.2984767123287671,10
average_utilization,both_flexible,medium,high,3.0,0.9499150684931493,0.8002310502283105,0.5243031069870854,0.1950721258916366,0.6504666666666667,0.2995287671232877,10
priority_weighted_utilization,baseline,medium,high,3.0,0.9306133333333323,0.6866492237442923,0.2924279262660092,0.3301369926933265,0.4426617351598173,0.4879749771689498,10
priority_weighted_utilization,horizon_only,medium,high,3.0,0.9499442922374415,0.712460091324201,0.3169233362721682,0.316782050855699,0.47500420091324197,0.47491178082191776,10
priority_weighted_utilization,reservation_only,medium,high,3.0,0.933294794520547,0.8155128767123287,0.5623762599520373,0.11935164572492667,0.6977572602739726,0.2355112328767123,10
priority_weighted_utilization,both_flexible,medium,high,3.0,0.9496272146118707,0.833141095890411,0.5715827807580522,0.11730560623585765,0.7166299543378996,0.23302228310502282,10
average_utilization,baseline,medium,low,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
average_utilization,horizon_only,medium,low,1.2,0.9489033789954323,0.7115640182648402,0.7899122663427257,0.7901676292600889,0.47432785388127846,0.4744723287671232,10
average_utilization,reservation_only,medium,low,1.2,0.9487576255707749,0.7162437442922374,0.8137063978568913,0.7498567815862012,0.48375872146118715,0.46497004566210043,10
average_utilization,both_flexible,medium,low,1.2,0.9487378995433777,0.7166541552511415,0.8100196374020305,0.750129097987504,0.4847148858447488,0.4638785388127854,10
priority_weighted_utilization,baseline,medium,low,1.2,0.9489302283105008,0.7116561643835617,0.7902554977926461,0.7890977423861216,0.47438356164383555,0.474545205479452,10
priority_weighted_utilization,horizon_only,medium,low,1.2,0.9489483105022817,0.7116044748858448,0.7894785291425073,0.7890950816896702,0.47429716894977164,0.47461461187214604,10
priority_weighted_utilization,reservation_only,medium,low,1.2,0.9456432876712315,0.7254415525114155,0.849277150030157,0.6824265449788265,0.5052096803652968,0.44046374429223745,10
priority_weighted_utilization,both_flexible,medium,low,1.2,0.9459353424657522,0.7254992694063926,0.8475081161966692,0.6815566949273617,0.5049881278538813,0.4410222831050228,10
average_utilization,baseline,medium,low,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
average_utilization,horizon_only,medium,low,1.4,0.9497388127853867,0.7120524200913242,0.6774481829302202,0.6773821751559361,0.4743037442922374,0.4754973515981735,10
average_utilization,reservation_only,medium,low,1.4,0.9497168949771677,0.7392841095890411,0.7736907487277648,0.5220646606714471,0.5288604566210046,0.420847305936073,10
average_utilization,both_flexible,medium,low,1.4,0.9496688584474873,0.740912602739726,0.7795114602839558,0.5424873185127763,0.5321972602739725,0.41743068493150687,10
priority_weighted_utilization,baseline,medium,low,1.4,0.9499609132420078,0.7125932420091324,0.6783244110639987,0.6781945431221205,0.4750814611872146,0.47502356164383563,10
priority_weighted_utilization,horizon_only,medium,low,1.4,0.9496831050228296,0.7122796347031963,0.6782279270956095,0.6772356084903637,0.4748286757990868,0.4749019178082191,10
priority_weighted_utilization,reservation_only,medium,low,1.4,0.9492200913241996,0.7513211872146119,0.8120876678497121,0.47127524545987337,0.553369497716895,0.39590337899543376,10
