background_id,selection_objective,policy,selected_source_stage,selected_horizon_days,selected_Q,selected_window,n_seeds,average_utilization,average_utilization_sd,priority_weighted_utilization,priority_weighted_utilization_sd,class_1_percent_serviced,class_1_percent_serviced_sd,class_2_percent_serviced,class_2_percent_serviced_sd,class_1_slot_utilization,class_1_slot_utilization_sd,class_2_slot_utilization,class_2_slot_utilization_sd,class_1_balking_rate,class_1_balking_rate_sd,class_2_balking_rate,class_2_balking_rate_sd,class_1_no_show_rate,class_1_no_show_rate_sd,class_2_no_show_rate,class_2_no_show_rate_sd,class_1_no_offer_rate,class_1_no_offer_rate_sd,class_2_no_offer_rate,class_2_no_offer_rate_sd,class_1_mean_offered_booking_delay,class_1_mean_offered_booking_delay_sd,class_2_mean_offered_booking_delay,class_2_mean_offered_booking_delay_sd,design_note,patient_characteristic,class2_reference,profile_id,noshow_level,noshow_level_code,balk_level,balk_level_code,clinic_context_id,open_horizon_days,rho,class1_share,slots_per_day,lambda_1,lambda_2,cancel_1,cancel_2,balk_threshold_1,balk_low_1,balk_high_1,balk_threshold_2,balk_low_2,balk_high_2,noshow_threshold_1,noshow_low_1,noshow_high_1,noshow_threshold_2,noshow_low_2,noshow_high_2,cap_thresholds_to_horizon
PBF_NS_HIGH_BK_HIGH_C001,average_utilization,baseline,baseline,100,0,-1,10,0.9491050228310485,0.003563607675159694,0.521945205479452,0.00253324766286349,0.7908652100834509,0.014366700566899046,0.7875931403086178,0.006999969095317711,0.09459360730593605,0.0030535015870716956,0.854703196347032,0.003983289508985641,0.05015584178828088,0.006169017714003257,0.05144463251958183,0.0019809857290955133,0.04255148864418962,0.004958325873813637,0.041186272496006995,0.002898971075685395,0.0,0.0,0.0,0.0,0.6348179399266365,0.06188199113948641,0.6402067682656393,0.05127852136270107,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,average_utilization,horizon_only,horizon_only,3,0,-1,10,0.9491050228310485,0.003563607675159694,0.521945205479452,0.00253324766286349,0.7908652100834509,0.014366700566899046,0.7875931403086178,0.006999969095317711,0.09459360730593605,0.0030535015870716956,0.854703196347032,0.003983289508985641,0.05015584178828088,0.006169017714003257,0.05144463251958183,0.0019809857290955133,0.04255148864418962,0.004958325873813637,0.041186272496006995,0.002898971075685395,0.0,0.0,0.0,0.0,0.6348179399266365,0.06188199113948641,0.6402067682656393,0.05127852136270107,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,average_utilization,reservation_only,reservation_only,100,19,5,10,0.9474977168949756,0.003272825719174178,0.523324200913242,0.0024922752015736887,0.8326243407293792,0.009223880991598134,0.7848912135626549,0.006255130283025497,0.09900456621004562,0.0023913265211703205,0.8486392694063927,0.0029094080687001094,0.051908508318123284,0.007890951591554856,0.04966139397170078,0.0012087539315377086,0.041877497538978535,0.004890176973459931,0.04213769723684023,0.0028407523281228876,0.0,0.0,0.0,0.0,0.38730858195131557,0.012592335809608987,0.7337853860159795,0.051604559068008114,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,average_utilization,both_flexible,both_flexible,2,10,2,10,0.9475433789954323,0.0022935125546405303,0.5223333333333333,0.0016010628372237629,0.8114274569159958,0.011053744609518058,0.7877090426583704,0.008693127508717997,0.09724200913242004,0.0027595427407907996,0.8501826484018264,0.004331512828909928,0.04969376523762357,0.005051754748004198,0.05130650539901407,0.0030105247500138003,0.043721387882978587,0.003032601165457878,0.04196653067190103,0.0022801189518210693,0.0,0.0,0.03384585949573808,0.007831554869735979,0.4934544849626887,0.023505640727121403,0.4755928132641237,0.02378021384827028,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,priority_weighted_utilization,baseline,baseline,100,0,-1,10,0.9491050228310485,0.003563607675159694,0.521945205479452,0.00253324766286349,0.7908652100834509,0.014366700566899046,0.7875931403086178,0.006999969095317711,0.09459360730593605,0.0030535015870716956,0.854703196347032,0.003983289508985641,0.05015584178828088,0.006169017714003257,0.05144463251958183,0.0019809857290955133,0.04255148864418962,0.004958325873813637,0.041186272496006995,0.002898971075685395,0.0,0.0,0.0,0.0,0.6348179399266365,0.06188199113948641,0.6402067682656393,0.05127852136270107,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,priority_weighted_utilization,horizon_only,horizon_only,3,0,-1,10,0.9491050228310485,0.003563607675159694,0.521945205479452,0.00253324766286349,0.7908652100834509,0.014366700566899046,0.7875931403086178,0.006999969095317711,0.09459360730593605,0.0030535015870716956,0.854703196347032,0.003983289508985641,0.05015584178828088,0.006169017714003257,0.05144463251958183,0.0019809857290955133,0.04255148864418962,0.004958325873813637,0.041186272496006995,0.002898971075685395,0.0,0.0,0.0,0.0,0.6348179399266365,0.06188199113948641,0.6402067682656393,0.05127852136270107,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,priority_weighted_utilization,reservation_only,reservation_only,100,25,5,10,0.9451872146118708,0.0031192558855666287,0.5247123287671234,0.00233465893493718,0.8559959348577122,0.010534956878132981,0.776887979180088,0.006727550999716542,0.10434703196347025,0.002989525300944794,0.840730593607306,0.003711105105727881,0.051170538323025316,0.004872965896556731,0.05069028018838363,0.0009705696003819641,0.042689676379914075,0.004467708299421633,0.04132540694661464,0.0017326640229439081,0.0,0.0,0.0,0.0,0.26896942740939284,0.018246206192157156,0.9499757522226485,0.059547980306430326,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C001,priority_weighted_utilization,both_flexible,both_flexible,5,21,5,10,0.9481461187214599,0.0014198882038687622,0.5244109589041096,0.0015796124455777676,0.8434668155477489,0.007997557417330953,0.7832540666210802,0.004752774300963791,0.10043835616438353,0.002496862961404931,0.8479452054794521,0.002445943309175126,0.05063745359954801,0.004846164571243292,0.05162126239452543,0.0015216383581756442,0.04288517124636755,0.005321466009471058,0.04125418950343348,0.0016098667289974663,0.0,0.0,0.004201184449822621,0.0017865149392347044,0.350290711172501,0.01905422769254345,0.7436291544908907,0.02530822992144763,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C001,100,1.2,0.1,30,3.6,32.4,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,average_utilization,baseline,baseline,100,0,-1,10,0.9491178082191768,0.001699160323797278,0.5219506849315069,0.001632829721571622,0.7916545540523204,0.010057582046800432,0.7880201218125727,0.005894792069834656,0.09510684931506845,0.002459867827747841,0.8536876712328766,0.0028866307235557113,0.04887142093907835,0.005330384956898368,0.050414480200033696,0.0012358588838592803,0.041723012652982575,0.0028727847608435862,0.0422515411373706,0.0014670695960169477,0.0,0.0,0.0,0.0,0.6414341785210654,0.04415522237015899,0.6379658072184322,0.04533569167927314,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,average_utilization,horizon_only,horizon_only,2,0,-1,10,0.9487780821917797,0.0015792064319442199,0.5218054794520548,0.0009146518797515437,0.7891641620840575,0.010086811194012862,0.7903325788494941,0.006724003569407882,0.0948438356164383,0.001728214892730727,0.8539232876712328,0.0030292610501500184,0.048669450989366064,0.005008686787907726,0.05022823132304255,0.0018974849216997697,0.04217237465685799,0.00569862519364718,0.0426630225621714,0.001606067705295309,0.006881363423487561,0.0029336430006709534,0.00629032936347385,0.001598874760442657,0.5976810260804493,0.036303860776794226,0.5923766352364659,0.029652012722003806,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,average_utilization,reservation_only,reservation_only,100,40,3,10,0.9494958904109577,0.0017036406682304074,0.5254602739726029,0.0009053586685492591,0.8514183863470708,0.0066016182320091195,0.7856023981050698,0.005554523356431447,0.10167671232876707,0.0014841123960311468,0.8475671232876711,0.002380105613932083,0.049737169616381235,0.003544907501053034,0.050335936910491694,0.0011821234435727653,0.042630214397546655,0.0025903992397939184,0.041521158945171235,0.0018563753309667527,0.0,0.0,0.0,0.0,0.29972540528850555,0.011488832310099648,0.7731866877464826,0.036180676796208296,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,average_utilization,both_flexible,both_flexible,3,25,3,10,0.9493643835616428,0.0020737552389466785,0.5235205479452055,0.0017383412314812068,0.8171512546763559,0.010041399320413369,0.7899612181321674,0.0037352386299072293,0.09778630136986297,0.002856004324472093,0.851468493150685,0.0034464983911671565,0.04757736940849945,0.0034797964116979776,0.05043208629956457,0.002116741401479951,0.04142660014641823,0.00414183201990341,0.04209625381128503,0.0017158770319328578,0.0,0.0,0.005131080724726541,0.0016173483113052808,0.4807076424013319,0.017216630447589577,0.6271650496190342,0.027821685175940213,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,priority_weighted_utilization,baseline,baseline,100,0,-1,10,0.9491178082191768,0.001699160323797278,0.5219506849315069,0.001632829721571622,0.7916545540523204,0.010057582046800432,0.7880201218125727,0.005894792069834656,0.09510684931506845,0.002459867827747841,0.8536876712328766,0.0028866307235557113,0.04887142093907835,0.005330384956898368,0.050414480200033696,0.0012358588838592803,0.041723012652982575,0.0028727847608435862,0.0422515411373706,0.0014670695960169477,0.0,0.0,0.0,0.0,0.6414341785210654,0.04415522237015899,0.6379658072184322,0.04533569167927314,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,priority_weighted_utilization,horizon_only,horizon_only,2,0,-1,10,0.9487780821917797,0.0015792064319442199,0.5218054794520548,0.0009146518797515437,0.7891641620840575,0.010086811194012862,0.7903325788494941,0.006724003569407882,0.0948438356164383,0.001728214892730727,0.8539232876712328,0.0030292610501500184,0.048669450989366064,0.005008686787907726,0.05022823132304255,0.0018974849216997697,0.04217237465685799,0.00569862519364718,0.0426630225621714,0.001606067705295309,0.006881363423487561,0.0029336430006709534,0.00629032936347385,0.001598874760442657,0.5976810260804493,0.036303860776794226,0.5923766352364659,0.029652012722003806,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,priority_weighted_utilization,reservation_only,reservation_only,100,44,9,10,0.9473150684931493,0.0014032461985210808,0.5251068493150686,0.001911762595380583,0.8590177047633208,0.01102704354706041,0.7836329832818055,0.00594852862438708,0.10271232876712325,0.003389813609108528,0.8447890410958904,0.0035178859813972743,0.0511644127271826,0.0043534595651732125,0.049919448644179354,0.0010009568347344852,0.04655305842418396,0.006539311496365058,0.041276496433060375,0.0012701283346442745,0.0,0.0,0.0,0.0,0.22924651375224675,0.010275291872388083,1.0071395237554293,0.04873406265237917,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C002,priority_weighted_utilization,both_flexible,both_flexible,4,45,3,10,0.9489260273972591,0.002249980713413818,0.525772602739726,0.0015594820680578025,0.8519791390737648,0.007893770802254427,0.7847896651104479,0.00338465596934988,0.10229589041095885,0.0014610616384395452,0.8469534246575343,0.0021839204562065844,0.04945413173607208,0.004651481902296123,0.05052115942196487,0.0013058291580512137,0.0444373568265649,0.004072364445274554,0.04066301193886804,0.0016148387705010327,0.0,0.0,0.0,0.0,0.2753350792689107,0.01694994727063133,0.7970744249152241,0.0336718632575306,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C002,100,1.2,0.1,50,6.0,54.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,average_utilization,baseline,baseline,100,0,-1,10,0.9481369863013684,0.0023652204050823473,0.6158082191780822,0.0025476196762821033,0.7896478937431729,0.010157599784943653,0.7896113298641655,0.010505826729523651,0.28313242009132417,0.00384624412499944,0.665351598173516,0.0038508551867271357,0.04986105845829828,0.00292470143351287,0.05069992230218083,0.0021132020438314743,0.04145851583577364,0.0033227315116747956,0.042584852391288106,0.002558240639023597,0.0,0.0,0.0,0.0,0.6299261064731915,0.05426963139463379,0.6240983555237511,0.06011542838909482,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,average_utilization,horizon_only,horizon_only,2,0,-1,10,0.9490136986301355,0.0021679962656177784,0.6166301369863014,0.0021201949074462685,0.7878819164342532,0.00804496306338061,0.7886290808364216,0.005947555711024575,0.2842922374429223,0.0037646548806015215,0.6646757990867579,0.004550719539148236,0.05022276640924189,0.00356744208683429,0.049759737361190035,0.0021696272196292526,0.04056500324151842,0.0017746229037913655,0.041897889346041876,0.0023333266474473086,0.01343779461048775,0.003354604362661536,0.01351434908605995,0.0012743093337861217,0.5735778174048147,0.017495477474264824,0.5737405364518585,0.019805482023754612,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,average_utilization,reservation_only,baseline,100,0,-1,10,0.9481369863013684,0.0023652204050823473,0.6158082191780822,0.0025476196762821033,0.7896478937431729,0.010157599784943653,0.7896113298641655,0.010505826729523651,0.28313242009132417,0.00384624412499944,0.665351598173516,0.0038508551867271357,0.04986105845829828,0.00292470143351287,0.05069992230218083,0.0021132020438314743,0.04145851583577364,0.0033227315116747956,0.042584852391288106,0.002558240639023597,0.0,0.0,0.0,0.0,0.6299261064731915,0.05426963139463379,0.6240983555237511,0.06011542838909482,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,average_utilization,both_flexible,both_flexible,2,7,2,10,0.9489589041095876,0.001663699812019162,0.6179406392694063,0.00234116436326353,0.7943306095758278,0.008300884174373344,0.7899434864846089,0.006327504316933439,0.2871963470319635,0.0036577340801049606,0.6614885844748859,0.0037330268217203653,0.05024126018518832,0.002582086375687485,0.051999771624970735,0.002615614157652349,0.03985570154325733,0.00302698573286222,0.042044895772059825,0.0010920162352989506,0.00984307519829155,0.003923698510890369,0.013250087253629588,0.004029493949016061,0.5624199425548538,0.027729759084778784,0.5624239239926976,0.02713481880726562,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,priority_weighted_utilization,baseline,baseline,100,0,-1,10,0.9481369863013684,0.0023652204050823473,0.6158082191780822,0.0025476196762821033,0.7896478937431729,0.010157599784943653,0.7896113298641655,0.010505826729523651,0.28313242009132417,0.00384624412499944,0.665351598173516,0.0038508551867271357,0.04986105845829828,0.00292470143351287,0.05069992230218083,0.0021132020438314743,0.04145851583577364,0.0033227315116747956,0.042584852391288106,0.002558240639023597,0.0,0.0,0.0,0.0,0.6299261064731915,0.05426963139463379,0.6240983555237511,0.06011542838909482,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,priority_weighted_utilization,horizon_only,horizon_only,2,0,-1,10,0.9490136986301355,0.0021679962656177784,0.6166301369863014,0.0021201949074462685,0.7878819164342532,0.00804496306338061,0.7886290808364216,0.005947555711024575,0.2842922374429223,0.0037646548806015215,0.6646757990867579,0.004550719539148236,0.05022276640924189,0.00356744208683429,0.049759737361190035,0.0021696272196292526,0.04056500324151842,0.0017746229037913655,0.041897889346041876,0.0023333266474473086,0.01343779461048775,0.003354604362661536,0.01351434908605995,0.0012743093337861217,0.5735778174048147,0.017495477474264824,0.5737405364518585,0.019805482023754612,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,priority_weighted_utilization,reservation_only,reservation_only,100,29,5,10,0.9430502283105009,0.002055279270854724,0.6268036529680365,0.0025117383676999945,0.8560371235999499,0.003391928632618084,0.7505186435725624,0.007635360765714531,0.310310502283105,0.005263713360624801,0.6329863013698631,0.006203745274446903,0.05065505876708885,0.0033144584450758704,0.05020230365871024,0.002684616057119324,0.0453230544671813,0.0030315481955876045,0.03997995285037877,0.0012584713541227517,0.0,0.0,0.0,0.0,0.25518320988874493,0.012019402965850098,1.2321305901751356,0.048499914341985965,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C003,priority_weighted_utilization,both_flexible,both_flexible,6,29,5,10,0.9430502283105009,0.002055279270854724,0.6268036529680365,0.0025117383676999945,0.8560371235999499,0.003391928632618084,0.7505186435725624,0.007635360765714531,0.310310502283105,0.005263713360624801,0.6329863013698631,0.006203745274446903,0.05065505876708885,0.0033144584450758704,0.05020230365871024,0.002684616057119324,0.0453230544671813,0.0030315481955876045,0.03997995285037877,0.0012584713541227517,0.0,0.0,0.0,0.0,0.25518320988874493,0.012019402965850098,1.2321305901751356,0.048499914341985965,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C003,100,1.2,0.3,30,10.8,25.2,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,average_utilization,baseline,baseline,100,0,-1,10,0.950345205479451,0.0016787365543039718,0.6171890410958903,0.0011418227990519535,0.7892867267416324,0.006150661829086733,0.7911765750870536,0.005315016634184956,0.28414246575342467,0.00242368304162265,0.6660931506849315,0.003344391490563105,0.05069639931965479,0.003029794173213111,0.05111378658541253,0.002632334307505557,0.04184947094688215,0.0016578274564887487,0.040979984040982256,0.0017056302220194008,0.0,0.0,0.0,0.0,0.6228772347651427,0.03357971917079618,0.6208509018752737,0.03328830859970946,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,average_utilization,horizon_only,horizon_only,3,0,-1,10,0.950345205479451,0.0016787365543039718,0.6171890410958903,0.0011418227990519535,0.7892867267416324,0.006150661829086733,0.7911765750870536,0.005315016634184956,0.28414246575342467,0.00242368304162265,0.6660931506849315,0.003344391490563105,0.05069639931965479,0.003029794173213111,0.05111378658541253,0.002632334307505557,0.04184947094688215,0.0016578274564887487,0.040979984040982256,0.0017056302220194008,0.0,0.0,0.0,0.0,0.6228772347651427,0.03357971917079618,0.6208509018752737,0.03328830859970946,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,average_utilization,reservation_only,reservation_only,100,41,3,10,0.9500109589041086,0.0017697206967865042,0.6265890410958904,0.0022213849259742225,0.842372704270472,0.004147573631792743,0.7712328576604363,0.008780659712854818,0.3031068493150685,0.003922397286786008,0.6469643835616438,0.004344149307053882,0.049463794933638845,0.004056043186533111,0.051006603535761086,0.002478056685535475,0.04373228591287691,0.0030025699916099353,0.04062223919628374,0.0014543125130916362,0.0,0.0,0.0,0.0,0.3413770524988136,0.011692121500436147,0.8638196102285131,0.061062469529982316,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,average_utilization,both_flexible,both_flexible,4,41,3,10,0.9500109589041086,0.0017697206967865042,0.6265890410958904,0.0022213849259742225,0.842372704270472,0.004147573631792743,0.7712328576604363,0.008780659712854818,0.3031068493150685,0.003922397286786008,0.6469643835616438,0.004344149307053882,0.049463794933638845,0.004056043186533111,0.051006603535761086,0.002478056685535475,0.04373228591287691,0.0030025699916099353,0.04062223919628374,0.0014543125130916362,0.0,0.0,0.0,0.0,0.3413770524988136,0.011692121500436147,0.8638196102285131,0.061062469529982316,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,priority_weighted_utilization,baseline,baseline,100,0,-1,10,0.950345205479451,0.0016787365543039718,0.6171890410958903,0.0011418227990519535,0.7892867267416324,0.006150661829086733,0.7911765750870536,0.005315016634184956,0.28414246575342467,0.00242368304162265,0.6660931506849315,0.003344391490563105,0.05069639931965479,0.003029794173213111,0.05111378658541253,0.002632334307505557,0.04184947094688215,0.0016578274564887487,0.040979984040982256,0.0017056302220194008,0.0,0.0,0.0,0.0,0.6228772347651427,0.03357971917079618,0.6208509018752737,0.03328830859970946,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,priority_weighted_utilization,horizon_only,horizon_only,3,0,-1,10,0.950345205479451,0.0016787365543039718,0.6171890410958903,0.0011418227990519535,0.7892867267416324,0.006150661829086733,0.7911765750870536,0.005315016634184956,0.28414246575342467,0.00242368304162265,0.6660931506849315,0.003344391490563105,0.05069639931965479,0.003029794173213111,0.05111378658541253,0.002632334307505557,0.04184947094688215,0.0016578274564887487,0.040979984040982256,0.0017056302220194008,0.0,0.0,0.0,0.0,0.6228772347651427,0.03357971917079618,0.6208509018752737,0.03328830859970946,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
PBF_NS_HIGH_BK_HIGH_C004,priority_weighted_utilization,reservation_only,reservation_only,100,48,15,10,0.9445424657534234,0.0022328645730867796,0.6289698630136986,0.0019424895825833806,0.8677476298476969,0.0033105227715157543,0.7526641942552812,0.0047446362726691555,0.3132767123287671,0.002291644304638497,0.6313863013698631,0.002151191905267857,0.04860055644595106,0.0021506989877079817,0.051135074744056375,0.0012180749092504835,0.04635967288710163,0.0026278588966805218,0.04021196067135672,0.0015942081735564875,0.0,0.0,0.0,0.0,0.2028297616032196,0.006145790196233173,2.061119549408171,0.0692188062275942,class1_balk_noshow_3x3_factorial,balk_noshow_factorial,fixed_late_thresholds,NS_HIGH_BK_HIGH,high,2,high,2,C004,100,1.2,0.3,50,18.0,42.0,0.2,0.2,5,0.05,0.3,16,0.05,0.15,3,0.05,0.25,14,0.05,0.15,False
