class1_high_balk,seed,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
0.0,12,2,18285,10358,5127,15485,2800,5230,698,4422,8.60928750724078,9.903777849531805,0.24183757178014767,0.3785958904109589,0.3310946076848563,89175.0,153360.0
0.0,13,1,18144,15462,0,15462,2682,8850,1104,5487,9.910102186004398,9.910102186004398,0.30241402116402116,0.46977739726027395,0.0,153230.0,153230.0
0.0,13,2,18146,10338,5073,15411,2735,5256,681,4394,8.667053588701876,9.940172603984168,0.24214702964840737,0.3761986301369863,0.3291804555187853,89600.0,153188.0
0.0,14,1,18233,15454,0,15454,2779,8801,1177,5455,9.949851171217807,9.949851171217807,0.29918280041682666,0.4670376712328767,0.0,153765.0,153765.0
0.0,14,2,17988,10177,5074,15251,2737,5154,688,4325,8.721823720153287,9.987213953183398,0.24043806982432733,0.370291095890411,0.3326994951150744,88762.0,152315.0
0.0,15,1,18136,15508,0,15508,2628,8881,1177,5422,9.952476141346402,9.952476141346402,0.29896338773709746,0.46421232876712326,0.0,154343.0,154343.0
0.0,15,2,18213,10215,5225,15440,2773,5184,728,4293,8.632501223690651,9.94222797927461,0.23571075605336847,0.3675513698630137,0.3384067357512953,88181.0,153508.0
0.0,16,1,18027,15243,0,15243,2784,8661,1184,5375,10.001443285442498,10.001443285442498,0.2981638653131414,0.4601883561643836,0.0,152452.0,152452.0
0.0,16,2,18333,10320,5107,15427,2906,5208,660,4441,8.668023255813953,9.942179296039411,0.24224076801396388,0.380222602739726,0.33104297659946846,89454.0,153378.0
0.0,17,1,18306,15522,0,15522,2784,8949,1130,5413,9.9272001030795,9.9272001030795,0.2956954004151644,0.4634417808219178,0.0,154090.0,154090.0
0.0,17,2,17953,10259,4995,15254,2699,5147,695,4403,8.638268837118627,9.91516979153009,0.24525149000167104,0.37696917808219177,0.3274550937459027,88620.0,151246.0
0.0,18,1,18326,15449,0,15449,2877,8895,1120,5410,9.923425464431356,9.923425464431356,0.2952089926879843,0.4631849315068493,0.0,153307.0,153307.0
0.0,18,2,18102,10393,5030,15423,2679,5256,697,4429,8.623400365630713,9.899176554496531,0.2446690973373108,0.37919520547945207,0.3261362899565584,89623.0,152675.0
0.0,19,1,18322,15426,0,15426,2896,8784,1145,5480,9.948333981589524,9.948333981589524,0.2990939853727759,0.4691780821917808,0.0,153463.0,153463.0
0.0,19,2,18160,10147,4971,15118,3042,5123,735,4281,8.696264905883512,9.956872602196057,0.23573788546255506,0.3665239726027397,0.3288133350972351,88241.0,150528.0
0.0,20,1,18423,15362,0,15362,3061,8753,1212,5377,9.97864861346179,9.97864861346179,0.2918634315800901,0.4603595890410959,0.0,153292.0,153292.0
0.0,20,2,18041,10101,4943,15044,2997,5043,708,4333,8.697455697455698,9.958654613134804,0.2401751565877723,0.37097602739726027,0.3285695293804839,87853.0,149818.0
0.0,21,1,17873,15173,0,15173,2700,8691,1140,5320,9.932050352600013,9.932050352600013,0.2976556817546019,0.4554794520547945,0.0,150699.0,150699.0
0.0,21,2,18412,10518,5186,15704,2708,5334,711,4462,8.668758319072067,9.94192562404483,0.24234195090158592,0.38202054794520546,0.33023433520122264,91178.0,156128.0
0.0,22,1,18188,15340,0,15340,2848,8759,1127,5435,9.929791395045632,9.929791395045632,0.29882340004398505,0.4653253424657534,0.0,152323.0,152323.0
0.0,22,2,18268,10413,5147,15560,2708,5333,716,4351,8.735138768846634,9.983354755784061,0.23817604554412086,0.3725171232876712,0.3307840616966581,90959.0,155341.0
0.0,23,1,18374,15579,0,15579,2795,8970,1160,5426,9.919057705886129,9.919057705886129,0.2953085882224883,0.46455479452054793,0.0,154529.0,154529.0
0.0,23,2,18232,10342,5024,15366,2866,5275,715,4338,8.693096112937535,9.947871925029286,0.23793330408073718,0.3714041095890411,0.32695561629571784,89904.0,152859.0
0.0,24,1,18191,15406,0,15406,2785,8796,1213,5372,9.941970660781514,9.941970660781514,0.2953108680116541,0.45993150684931505,0.0,153166.0,153166.0
0.0,24,2,18001,10172,4991,15163,2838,5078,696,4380,8.709398348407392,9.966101694915254,0.2433198155658019,0.375,0.3291564993734749,88592.0,151116.0
0.0,25,1,18180,15467,0,15467,2713,8890,1147,5414,9.87483028383009,9.87483028383009,0.2977997799779978,0.463527397260274,0.0,152734.0,152734.0
0.0,25,2,18157,10402,4975,15377,2780,5288,705,4396,8.669582772543741,9.9099304155557,0.2421104808063006,0.3763698630136986,0.3235351498992001,90181.0,152385.0
0.0,26,1,18180,15512,0,15512,2668,8860,1155,5470,9.920706549767921,9.920706549767921,0.3008800880088009,0.4683219178082192,0.0,153890.0,153890.0
0.0,26,2,18208,10300,5223,15523,2685,5245,685,4360,8.693009708737865,9.972621271661406,0.23945518453427064,0.3732876712328767,0.33646846614700765,89538.0,154805.0
0.0,27,1,18314,15363,0,15363,2951,8715,1150,5473,9.958732018485973,9.958732018485973,0.2988424156383095,0.46857876712328766,0.0,152996.0,152996.0
0.0,27,2,18214,10177,5042,15219,2995,5138,699,4331,8.756214994595657,10.008870490833827,0.23778412210387614,0.37080479452054793,0.3312964058085288,89112.0,152325.0
0.0,28,1,18223,15323,0,15323,2900,8735,1102,5465,9.894276577693663,9.894276577693663,0.299895736157603,0.4678938356164384,0.0,151610.0,151610.0
0.0,28,2,18320,10454,4952,15406,2914,5372,703,4370,8.706045532810407,9.937297156951837,0.23853711790393012,0.3741438356164384,0.32143320784110085,91013.0,153094.0
0.0,29,1,18088,15366,0,15366,2722,8762,1137,5445,9.887609006898346,9.887609006898346,0.30102830605926584,0.4661815068493151,0.0,151933.0,151933.0
0.0,29,2,18032,10427,4915,15342,2690,5342,704,4368,8.721012755346695,9.937817755181854,0.2422360248447205,0.37397260273972605,0.3203624038586886,90934.0,152466.0
0.0,30,1,18307,15318,0,15318,2989,8708,1116,5474,9.901162031596813,9.901162031596813,0.2990113071502704,0.46866438356164386,0.0,151666.0,151666.0
0.0,30,2,18418,10282,5012,15294,3124,5245,702,4322,8.756953900019452,9.989669151301165,0.23466174394613964,0.37003424657534245,0.3277102131554858,90039.0,152782.0
0.0,31,1,18231,15300,0,15300,2931,8686,1190,5404,9.961960784313726,9.961960784313726,0.2964181887992979,0.4626712328767123,0.0,152418.0,152418.0
0.0,31,2,18328,10278,5135,15413,2915,5202,686,4376,8.700038918077446,9.981314474794004,0.23876036665211697,0.37465753424657533,0.3331603192110556,89419.0,153842.0
0.0,32,1,18343,15289,0,15289,3054,8577,1174,5521,9.989338740270783,9.989338740270783,0.30098675243962275,0.47268835616438354,0.0,152727.0,152727.0
0.0,32,2,18254,10298,4975,15273,2981,5317,656,4312,8.68052048941542,9.933673803443986,0.2362221978744385,0.36917808219178083,0.32573823086492504,89392.0,151717.0
0.0,33,1,18353,15303,0,15303,3050,8660,1216,5405,9.957393975037574,9.957393975037574,0.2945022612107012,0.4627568493150685,0.0,152378.0,152378.0
0.0,33,2,18037,10239,4819,15058,2979,5190,720,4316,8.72927043656607,9.947071324213043,0.239285912291401,0.3695205479452055,0.32002922034798775,89379.0,149783.0
0.0,34,1,18452,15269,0,15269,3183,8678,1133,5440,9.942759840199097,9.942759840199097,0.29481898981140253,0.4657534246575342,0.0,151816.0,151816.0
0.0,34,2,18277,10240,4912,15152,3125,5157,739,4335,8.7630859375,9.975184794086589,0.23718334518794112,0.3711472602739726,0.324181626187962,89734.0,151144.0
0.0,35,1,18071,15197,0,15197,2874,8646,1182,5349,10.010396788839902,10.010396788839902,0.29599911460350836,0.4579623287671233,0.0,152128.0,152128.0
0.0,35,2,18527,10353,5142,15495,3032,5218,687,4436,8.688399497730126,9.970700225879316,0.2394343390727047,0.3797945205479452,0.3318489835430784,89951.0,154496.0
0.0,36,1,18069,15535,0,15535,2534,8945,1130,5444,9.862568393949147,9.862568393949147,0.3012895013559134,0.4660958904109589,0.0,153215.0,153215.0
0.0,36,2,18179,10494,5110,15604,2575,5420,688,4378,8.622832094530208,9.894962830043578,0.24082732823587655,0.37482876712328766,0.32748013329915404,90488.0,154401.0
0.0,37,1,18176,15313,0,15313,2863,8782,1118,5380,9.954287206948344,9.954287206948344,0.29599471830985913,0.4606164383561644,0.0,152430.0,152430.0
0.0,37,2,18355,10421,5028,15449,2906,5244,681,4489,8.604836388062566,9.878632921224675,0.2445655134840643,0.3843321917808219,0.32545795844391223,89671.0,152615.0
0.0,38,1,18225,15406,0,15406,2819,8796,1211,5377,9.946773984162014,9.946773984162014,0.2950342935528121,0.4603595890410959,0.0,153240.0,153240.0
0.0,38,2,18179,10268,5064,15332,2847,5212,677,4362,8.664102064666926,9.927341507957214,0.2399471918147313,0.37345890410958904,0.33028959039916517,88963.0,152206.0
0.0,39,1,18225,15334,0,15334,2891,8746,1173,5393,9.934981087778793,9.934981087778793,0.2959122085048011,0.46172945205479454,0.0,152343.0,152343.0
0.0,39,2,18323,10335,5025,15360,2963,5255,726,4340,8.728301886792453,9.972005208333334,0.23686077607378705,0.3715753424657534,0.3271484375,90207.0,153170.0
0.0,40,1,18335,15267,0,15267,3068,8667,1147,5430,10.012838147638698,10.012838147638698,0.29615489500954456,0.4648972602739726,0.0,152866.0,152866.0
0.0,40,2,18364,10173,5077,15250,3114,5082,687,4390,8.679740489531111,9.959934426229507,0.23905467218470922,0.3758561643835616,0.33291803278688525,88299.0,151889.0
0.0,41,1,18143,15463,0,15463,2680,8839,1167,5432,9.939015714932419,9.939015714932419,0.29939921732899744,0.46506849315068494,0.0,153687.0,153687.0
0.0,41,2,18250,10331,5153,15484,2766,5284,682,4357,8.656374019939987,9.948269181090158,0.23873972602739726,0.37303082191780823,0.3327951433738052,89429.0,154039.0
0.0,42,1,18335,15442,0,15442,2893,8838,1171,5408,9.985753140784873,9.985753140784873,0.2949550040905372,0.46301369863013697,0.0,154200.0,154200.0
0.0,42,2,18140,10200,4963,15163,2977,5115,741,4336,8.690686274509805,9.940249291037393,0.2390297684674752,0.37123287671232874,0.3273098990964849,88645.0,150724.0
0.0,43,1,18362,15363,0,15363,2999,8760,1114,5468,9.903469374471133,9.903469374471133,0.29778891188323714,0.46815068493150686,0.0,152147.0,152147.0
0.0,43,2,18208,10343,4930,15273,2935,5258,717,4354,8.702310741564343,9.934983303869574,0.2391256590509666,0.3727739726027397,0.32279185490735285,90008.0,151737.0
0.0,44,1,18532,15613,0,15613,2919,9019,1181,5394,9.890347787100493,9.890347787100493,0.2910641053313188,0.4618150684931507,0.0,154418.0,154418.0
0.0,44,2,18013,10297,4860,15157,2856,5211,708,4364,8.662037486646597,9.895757735699677,0.24226947204796537,0.3736301369863014,0.32064392689846277,89193.0,149990.0
0.0,45,1,18145,15267,0,15267,2878,8756,1185,5307,9.991812405842667,9.991812405842667,0.2924772664645908,0.45436643835616436,0.0,152545.0,152545.0
0.0,45,2,18078,10310,4934,15244,2834,5134,679,4481,8.70552861299709,9.936434006822356,0.24787033963934063,0.3836472602739726,0.32366832852269745,89754.0,151471.0
0.0,46,1,17969,15290,0,15290,2679,8707,1126,5434,9.93943754087639,9.93943754087639,0.30240970560409597,0.46523972602739727,0.0,151974.0,151974.0
0.0,46,2,18221,10375,5149,15524,2697,5268,754,4345,8.790746987951808,10.026153053336769,0.2384611162943856,0.3720034246575342,0.331679979386756,91204.0,155646.0
0.0,47,1,18050,15318,0,15318,2732,8747,1149,5399,9.922248335291814,9.922248335291814,0.29911357340720224,0.4622431506849315,0.0,151989.0,151989.0
0.0,47,2,18431,10458,5128,15586,2845,5338,683,4425,8.681774717919296,9.939176183754652,0.24008464000868102,0.3788527397260274,0.32901321698960606,90794.0,154912.0
0.0,48,1,18206,15319,0,15319,2887,8672,1168,5456,9.951498139565246,9.951498139565246,0.2996814237064704,0.4671232876712329,0.0,152447.0,152447.0
0.0,48,2,18156,10221,4960,15181,2975,5198,690,4323,8.64533802954701,9.913576180752257,0.23810310641110377,0.37011986301369865,0.3267241947170806,88364.0,150498.0
0.0,49,1,18211,15267,0,15267,2944,8739,1140,5357,9.976419728826881,9.976419728826881,0.29416286859590357,0.4586472602739726,0.0,152310.0,152310.0
0.0,49,2,18397,10441,5034,15475,2922,5292,683,4453,8.696101905947707,9.932407108239095,0.24205033429363484,0.38125,0.3252988691437803,90796.0,153704.0
0.0,50,1,18429,15505,0,15505,2924,8885,1175,5420,9.926539825862625,9.926539825862625,0.2941016875576537,0.464041095890411,0.0,153911.0,153911.0
0.0,50,2,18366,10254,5049,15303,3063,5185,701,4353,8.67047006046421,9.940599882376004,0.2370140476968311,0.37268835616438356,0.3299353068025877,88907.0,152121.0
0.0,51,1,18185,15258,0,15258,2927,8693,1133,5399,9.982894219425875,9.982894219425875,0.2968930437173495,0.4622431506849315,0.0,152319.0,152319.0
0.0,51,2,18291,10196,5133,15329,2962,5077,734,4377,8.684778344448803,9.977167460369234,0.2392980154174184,0.3747431506849315,0.334855502642051,88550.0,152940.0
0.0,52,1,18336,15381,0,15381,2955,8736,1131,5488,9.911644236395553,9.911644236395553,0.29930191972076786,0.46986301369863015,0.0,152451.0,152451.0
0.0,52,2,18102,10273,4943,15216,2886,5239,685,4342,8.700671663584153,9.948015247108307,0.2398629985636946,0.37174657534246575,0.32485541535226076,89382.0,151369.0
0.0,53,1,18038,15267,0,15267,2771,8732,1127,5389,9.945241370275758,9.945241370275758,0.2987581771815057,0.4613869863013699,0.0,151834.0,151834.0
0.0,53,2,18193,10371,5081,15452,2741,5193,679,4487,8.666473821232282,9.933018379497799,0.24663332050788764,0.38416095890410956,0.32882474760548797,89880.0,153485.0
0.0,54,1,18289,15274,0,15274,3015,8710,1207,5335,9.959670027497708,9.959670027497708,0.2917053966865329,0.456763698630137,0.0,152124.0,152124.0
0.0,54,2,18288,10331,4978,15309,2979,5220,744,4356,8.718710676604395,9.960546084002875,0.23818897637795275,0.37294520547945204,0.3251682017114116,90073.0,152486.0
0.0,55,1,18038,15297,0,15297,2741,8666,1123,5482,9.930443877884553,9.930443877884553,0.30391395941900434,0.46934931506849314,0.0,151906.0,151906.0
0.0,55,2,18273,10405,5134,15539,2734,5376,684,4334,8.702931283037001,9.968080314048523,0.2371805395939364,0.37106164383561646,0.33039449128000514,90554.0,154894.0
0.0,56,1,18246,15459,0,15459,2787,8898,1163,5376,9.924509994178148,9.924509994178148,0.29463992107859255,0.4602739726027397,0.0,153423.0,153423.0
0.0,56,2,18247,10258,5100,15358,2889,5127,698,4420,8.64427763696627,9.931306159656206,0.24223159971502164,0.3784246575342466,0.3320744888657377,88673.0,152525.0
0.0,57,1,18249,15299,0,15299,2950,8748,1162,5370,10.000261454997059,10.000261454997059,0.2942626993259905,0.4597602739726027,0.0,152994.0,152994.0
0.0,57,2,18261,10269,5084,15353,2908,5159,707,4392,8.669685461096504,9.937992574741093,0.2405125677673731,0.37602739726027395,0.3311404937145835,89029.0,152578.0
0.0,58,1,18250,15399,0,15399,2851,8762,1100,5516,9.897266056237418,9.897266056237418,0.30224657534246574,0.47226027397260273,0.0,152408.0,152408.0
0.0,58,2,18237,10274,5083,15357,2880,5217,673,4370,8.750827331127118,10.004362831282151,0.23962274496901903,0.3741438356164384,0.330989125480237,89906.0,153637.0
0.0,59,1,18406,15486,0,15486,2920,8925,1056,5477,9.934844375565026,9.934844375565026,0.2975660110833424,0.46892123287671234,0.0,153851.0,153851.0
0.0,59,2,18409,10406,5072,15478,2931,5278,709,4412,8.662118008841054,9.927574622044192,0.23966538106361018,0.37773972602739725,0.32769091613903606,90138.0,153659.0
0.0,60,1,18242,15382,0,15382,2860,8792,1156,5415,9.978611363931869,9.978611363931869,0.29684245148558275,0.4636130136986301,0.0,153491.0,153491.0
0.0,60,2,18262,10269,5110,15379,2883,5180,701,4377,8.695588664913819,9.958059691787502,0.23967801993209945,0.3747431506849315,0.33227127901684117,89295.0,153145.0
0.0,61,1,18064,15378,0,15378,2686,8850,1118,5385,9.967486018988165,9.967486018988165,0.29810673162090345,0.4610445205479452,0.0,153280.0,153280.0
0.0,61,2,18065,10388,5032,15420,2645,5218,700,4460,8.603677319984598,9.883722438391699,0.2468862441184611,0.3818493150684932,0.3263294422827497,89375.0,152407.0
0.0,62,1,18240,15423,0,15423,2817,8798,1151,5460,9.874213836477987,9.874213836477987,0.2993421052631579,0.4674657534246575,0.0,152290.0,152290.0
0.0,62,2,18261,10302,5116,15418,2843,5268,678,4348,8.729275868763347,9.989298222856402,0.2381030611686107,0.37226027397260275,0.3318199507069659,89929.0,154015.0
0.0,63,1,18106,15197,0,15197,2909,8582,1191,5403,9.986905310258603,9.986905310258603,0.29840936706064286,0.46258561643835616,0.0,151771.0,151771.0
0.0,63,2,18326,10308,5016,15324,3002,5252,694,4357,8.712068296468763,9.95510310623858,0.2377496453126705,0.37303082191780823,0.3273296789350039,89804.0,152552.0
0.0,64,1,18262,15288,0,15288,2974,8729,1176,5363,9.936616954474097,9.936616954474097,0.293669915671887,0.4591609589041096,0.0,151911.0,151911.0
0.0,64,2,18458,10502,4988,15490,2968,5379,673,4443,8.706722529042088,9.928082633957391,0.24070863582186586,0.38039383561643836,0.3220142027114267,91438.0,153786.0
0.0,65,1,18349,15447,0,15447,2902,8762,1157,5506,9.953324270084806,9.953324270084806,0.3000708485476048,0.4714041095890411,0.0,153749.0,153749.0
0.0,65,2,18063,10222,4986,15208,2855,5214,698,4299,8.690178047348855,9.940820620725933,0.23800033217073577,0.3680650684931507,0.3278537611783272,88831.0,151180.0
0.0,66,1,18101,15353,0,15353,2748,8780,1166,5380,10.013026770012376,10.013026770012376,0.29722114800287275,0.4606164383561644,0.0,153730.0,153730.0
0.0,66,2,18317,10247,5160,15407,2910,5142,719,4373,8.73484922416317,9.998701888751865,0.2387399683354261,0.37440068493150686,0.334912702018563,89506.0,154050.0
0.0,67,1,18197,15358,0,15358,2839,8820,1176,5338,9.953639796848549,9.953639796848549,0.2933450568775073,0.45702054794520547,0.0,152868.0,152868.0
0.0,67,2,18310,10415,5080,15495,2815,5272,739,4398,8.653864618338934,9.926556953856082,0.24019661387220098,0.37654109589041096,0.32784769280413034,90130.0,153812.0
0.0,68,1,18247,15276,0,15276,2971,8682,1130,5445,9.935388845247447,9.935388845247447,0.29840521729599384,0.4661815068493151,0.0,151773.0,151773.0
0.0,68,2,18355,10352,5032,15384,2971,5272,687,4381,8.742948222565687,9.982124284971398,0.23868155815853992,0.37508561643835614,0.32709308372334894,90507.0,153565.0
0.0,69,1,18254,15327,0,15327,2927,8689,1136,5479,9.929405624062113,9.929405624062113,0.3001533910375808,0.46909246575342467,0.0,152188.0,152188.0
0.0,69,2,18179,10282,4943,15225,2954,5217,704,4345,8.777183427348765,10.001182266009852,0.23901204686726443,0.3720034246575342,0.32466338259441707,90247.0,152268.0
0.0,70,1,18539,15556,0,15556,2983,8918,1155,5467,9.887567498071483,9.887567498071483,0.2948918496143266,0.46806506849315066,0.0,153811.0,153811.0
0.0,70,2,18067,10293,4941,15234,2833,5269,629,4385,8.62829107160206,9.889195221215703,0.24270769911994244,0.3754280821917808,0.3243402914533281,88811.0,150652.0
0.0,71,1,18441,15434,0,15434,3007,8704,1138,5571,9.922508746922379,9.922508746922379,0.3020985846754514,0.4769691780821918,0.0,153144.0,153144.0
0.0,71,2,18317,10222,5030,15252,3065,5270,687,4251,8.64361181764821,9.93181222134802,0.2320794889992903,0.3639554794520548,0.3297928140571728,88355.0,151480.0
0.0,72,1,18213,15439,0,15439,2774,8762,1119,5533,9.917157847010817,9.917157847010817,0.30379399330148793,0.47371575342465755,0.0,153111.0,153111.0
0.0,72,2,18125,10295,5050,15345,2780,5297,678,4310,8.712578921806703,9.95822743564679,0.23779310344827587,0.3690068493150685,0.32909742587161944,89696.0,152809.0
0.0,73,1,18228,15435,0,15435,2793,8838,1092,5488,9.913961775186266,9.913961775186266,0.3010752688172043,0.46986301369863015,0.0,153022.0,153022.0
0.0,73,2,18263,10361,5054,15415,2848,5285,701,4364,8.676768651674548,9.93960428154395,0.2389530745222581,0.3736301369863014,0.32786247161855336,89900.0,153219.0
0.0,74,1,18326,15410,0,15410,2916,8846,1129,5412,9.951200519143413,9.951200519143413,0.29531812725090034,0.46335616438356164,0.0,153348.0,153348.0
0.0,74,2,18315,10262,5094,15356,2959,5135,735,4378,8.662346521145976,9.94634019275853,0.23903903903903903,0.37482876712328766,0.33172701224277157,88893.0,152736.0
0.0,75,1,18290,15512,0,15512,2778,8863,1143,5481,9.944559051057245,9.944559051057245,0.29967195188627666,0.469263698630137,0.0,154260.0,154260.0
0.0,75,2,18026,10175,5013,15188,2838,5119,660,4384,8.68992628992629,9.954306031077166,0.24320426051259292,0.37534246575342467,0.33006320779562814,88420.0,151186.0
0.0,76,1,18191,15281,0,15281,2910,8779,1120,5357,10.000130881486813,10.000130881486813,0.2944862844263647,0.4586472602739726,0.0,152812.0,152812.0
0.0,76,2,18415,10295,5058,15353,3062,5104,694,4488,8.662943176299175,9.929981111183482,0.24371436329079554,0.38424657534246576,0.3294470136129747,89185.0,152455.0
0.0,77,1,18223,15274,0,15274,2949,8706,1128,5422,9.934070970276286,9.934070970276286,0.29753608077704,0.46421232876712326,0.0,151733.0,151733.0
0.0,77,2,18324,10305,5197,15502,2822,5188,759,4343,8.730422125181951,9.996774609727778,0.2370115695263043,0.37183219178082194,0.3352470648948523,89967.0,154970.0
0.0,78,1,18343,15333,0,15333,3010,8794,1130,5385,9.9311289375856,9.9311289375856,0.2935724799651093,0.4610445205479452,0.0,152274.0,152274.0
0.0,78,2,18527,10378,5180,15558,2969,5227,716,4417,8.715070341106186,9.981102969533358,0.23840880876558537,0.37816780821917806,0.33294767965034067,90445.0,155286.0
0.0,79,1,18342,15450,0,15450,2892,8812,1197,5420,9.95598705501618,9.95598705501618,0.2954966742994221,0.464041095890411,0.0,153820.0,153820.0
0.0,79,2,18254,10195,5022,15217,3037,5141,704,4334,8.677587052476705,9.938818426759545,0.23742741316971622,0.37106164383561646,0.3300256292304659,88468.0,151239.0
0.0,80,1,18132,15268,0,15268,2864,8601,1153,5493,9.936140948388786,9.936140948388786,0.30294506949040373,0.47029109589041096,0.0,151705.0,151705.0
0.0,80,2,18151,10260,5032,15292,2859,5260,697,4293,8.767056530214425,10.006604760659169,0.23651589444107762,0.3675513698630137,0.32906094690034005,89950.0,153021.0
0.0,81,1,18234,15401,0,15401,2833,8714,1211,5452,9.953379650672034,9.953379650672034,0.2990018646484589,0.46678082191780823,0.0,153292.0,153292.0
0.0,81,2,18188,10257,4961,15218,2970,5260,688,4299,8.724968314321927,9.963530030227362,0.23636463602375193,0.3680650684931507,0.32599553160730715,89492.0,151625.0
0.0,82,1,18498,15419,0,15419,3079,8793,1146,5453,9.920617420066153,9.920617420066153,0.2947886257973835,0.46686643835616437,0.0,152966.0,152966.0
0.0,82,2,18234,10250,4991,15241,2993,5179,725,4337,8.700682926829268,9.9551866675415,0.2378523637161347,0.37131849315068494,0.32747195065940554,89182.0,151727.0
0.0,83,1,18158,15272,0,15272,2886,8678,1138,5435,9.984350445259299,9.984350445259299,0.2993171054080846,0.4653253424657534,0.0,152481.0,152481.0
0.0,83,2,18374,10351,5073,15424,2950,5271,675,4395,8.713650854989856,9.968620331950207,0.23919669097637966,0.3762842465753425,0.3289030082987552,90195.0,153756.0
0.0,84,1,18305,15398,0,15398,2907,8810,1144,5418,9.93057539940252,9.93057539940252,0.2959847036328872,0.46386986301369865,0.0,152911.0,152911.0
0.0,84,2,18240,10284,4978,15262,2978,5166,689,4416,8.66656942823804,9.915672913117547,0.24210526315789474,0.3780821917808219,0.3261695714847333,89127.0,151333.0
0.0,85,1,18333,15421,0,15421,2912,8827,1129,5445,9.946566370533688,9.946566370533688,0.2970054000981836,0.4661815068493151,0.0,153386.0,153386.0
