class1_high_balk,seed,average_utilization,overall_percent_serviced,total_served,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked
0.0,16,0.8401541095890411,0.26996699669966995,9816,9.463130305519696,9.971633518095858,0.16651450929246822,36360,25563,30670,5107
0.0,17,0.8428938356164384,0.2707189939049615,9816,9.414297350762189,9.921237327787887,0.1623017936054068,36259,25781,30776,4995
0.0,18,0.8443493150684932,0.2700944328538487,9839,9.400588189768595,9.911311220523451,0.1629308110909562,36428,25842,30872,5030
0.0,19,0.8381849315068494,0.2675566032564004,9761,9.45153091150823,9.952560240963855,0.1627488213724463,36482,25573,30544,4971
0.0,20,0.8348458904109589,0.2662900394910048,9710,9.470408043042847,9.968756166546076,0.16256659869762546,36464,25463,30406,4943
0.0,21,0.8419520547945205,0.2695879840154334,9782,9.414853450624733,9.937072902160184,0.16795673154775398,36285,25691,30877,5186
0.0,22,0.8403253424657534,0.2684331797235023,9786,9.446744068652196,9.956763754045307,0.16656957928802588,36456,25753,30900,5147
0.0,23,0.8386130136986302,0.266732229689122,9764,9.429921685120172,9.93336564873162,0.16235256099531425,36606,25921,30945,5024
0.0,24,0.8346746575342465,0.26945181255526085,9752,9.451794510907812,9.953940266282835,0.1632699793908862,36192,25578,30569,4991
0.0,25,0.8409246575342466,0.26997275504306906,9810,9.390196760601492,9.89232914018934,0.16129555180910388,36337,25869,30844,4975
0.0,26,0.8425513698630137,0.27014400351764317,9830,9.430807376414071,9.946673111003706,0.16829386176897052,36388,25812,31035,5223
0.0,27,0.8398116438356165,0.2683968462549277,9804,9.47956147220047,9.983683212347133,0.16486822313779348,36528,25540,30582,5042
0.0,28,0.8444349315068493,0.2691349916536683,9835,9.41238313224968,9.915844967294738,0.16115070454619415,36543,25777,30729,4952
0.0,29,0.8409246575342466,0.2716777408637874,9813,9.416004342263404,9.912693760583561,0.16005601146281098,36120,25793,30708,4915
0.0,30,0.8417808219178082,0.26673927842069434,9796,9.4416015625,9.945380896380504,0.1637266431464785,36725,25600,30612,5012
0.0,31,0.8388698630136986,0.26751278754889357,9780,9.454883102666354,9.971673232833002,0.16719304529026796,36559,25578,30713,5135
0.0,32,0.842722602739726,0.26868322540098916,9833,9.462578653222339,9.961520842876775,0.16278384922452718,36597,25587,30562,4975
0.0,33,0.8342465753424657,0.26713382797471835,9721,9.465077127867826,9.952274299265506,0.1587233622080959,36390,25542,30361,4819
0.0,34,0.839041095890411,0.2661384736856435,9775,9.469206946567878,9.958909963512047,0.16146740738305776,36729,25509,30421,4912
0.0,35,0.8398116438356165,0.2673643368490081,9785,9.474716242661447,9.990355793040532,0.16753551414049264,36598,25550,30692,5142
0.0,36,0.8426369863013699,0.2709666740233944,9822,9.362749241230935,9.878801502938437,0.16410289347763254,36248,26029,31139,5110
0.0,37,0.8458047945205479,0.27015411568257097,9869,9.407826222118597,9.916292828814772,0.16344841037643845,36531,25734,30762,5028
0.0,38,0.8363013698630137,0.26752554664322603,9739,9.43378515229415,9.937081137354415,0.1647472184267031,36404,25674,30738,5064
0.0,39,0.8359589041095891,0.26630732187807815,9733,9.449140987182984,9.953508829087118,0.16371277774157816,36548,25669,30694,5025
0.0,40,0.841181506849315,0.2675822229488542,9820,9.479756289308176,9.986401022380967,0.1663662876429531,36699,25440,30517,5077
0.0,41,0.8404965753424658,0.2689802984090347,9789,9.42529270372955,9.94364558761754,0.16651048566904708,36393,25794,30947,5153
0.0,42,0.8361301369863013,0.2671418779986292,9744,9.470595117385539,9.963208626041496,0.16216304525404346,36475,25642,30605,4963
0.0,43,0.8417808219178082,0.2685808039376538,9822,9.420174278378589,9.919180049614832,0.16092179135657397,36570,25706,30636,4930
0.0,44,0.8383561643835616,0.26701327130934466,9758,9.402199922809727,9.893012674683133,0.15794605134871628,36545,25910,30770,4860
0.0,45,0.8410102739726028,0.27021505673191065,9788,9.473315869726708,9.964144079184557,0.16171216938153452,36223,25577,30511,4934
0.0,46,0.8379280821917808,0.2702127659574468,9779,9.475082797584259,9.983124553774259,0.16709937041604467,36190,25665,30814,5149
0.0,47,0.8422945205479452,0.2692908637372879,9824,9.418955617628802,9.930785658814393,0.16593321252912244,36481,25776,30904,5128
0.0,48,0.839041095890411,0.2689346020570926,9779,9.428778386844167,9.932622950819672,0.16262295081967212,36362,25540,30500,4960
0.0,49,0.842722602739726,0.2679742132867133,9810,9.45643379492765,9.954264524103833,0.16374991867803004,36608,25708,30742,5034
0.0,50,0.8384417808219178,0.26560674004620194,9773,9.426530533017585,9.933523760062322,0.16388600363541936,36795,25759,30808,5049
0.0,51,0.8394691780821918,0.268011843403882,9776,9.462913491003379,9.980024193284729,0.16781639258508516,36476,25454,30587,5133
0.0,52,0.844263698630137,0.2697733135737417,9830,9.426717081156935,9.929731673039841,0.1615517861228225,36438,25654,30597,4943
0.0,53,0.8451198630136987,0.27258425105572576,9876,9.427958499102894,9.939093069435854,0.16540251961326866,36231,25638,30719,5081
0.0,54,0.8329623287671233,0.26494791809060336,9691,9.458972856863893,9.960108557041494,0.1627701664323317,36577,25605,30583,4978
0.0,55,0.8446917808219178,0.27033130456335547,9816,9.433507120068477,9.949409780775717,0.16649370865222468,36311,25702,30836,5134
0.0,56,0.8392123287671233,0.26843504233688653,9796,9.413850760197535,9.927896940000648,0.16549307200571114,36493,25717,30817,5100
0.0,57,0.8394691780821918,0.26737880032867706,9762,9.465855757196495,9.969072164948454,0.16586193396841967,36510,25568,30652,5084
0.0,58,0.8471746575342466,0.2709458163181407,9886,9.438476220153468,9.95074131876707,0.16526856548315777,36487,25673,30756,5083
0.0,59,0.8479452054794521,0.2686133369550455,9889,9.423335393171635,9.931210437927916,0.16380312621108384,36815,25892,30964,5072
0.0,60,0.8404965753424658,0.2682445759368836,9792,9.464972125843047,9.96833653002178,0.16611943694938397,36504,25651,30761,5110
0.0,61,0.8441780821917808,0.2724957790140884,9845,9.417643406038966,9.925547113448925,0.16338723293720372,36129,25766,30798,5032
0.0,62,0.8412671232876713,0.2687049669872058,9808,9.415704567541303,9.931746700820337,0.16588307772121527,36501,25725,30841,5116
