h1,h2,tau1,tau2,balk_high,seed,average_utilization,overall_percent_serviced,total_served,total_value,mean_accepted_booking_delay,mean_offered_booking_delay,overall_balking_rate,total_arrivals,total_booked,total_offered,total_balked,total_no_offer,total_canceled,total_no_show,total_unresolved_booked
5,2,9,5,0.5,36,1.0,0.32056351952545725,11673,12960.0,3.522915298752462,3.522915298752462,0.0,36414,15230,15230,0,21184,3557,0,0
5,2,9,5,0.5,37,1.0,0.3170274601406959,11672,12960.0,3.536799682875264,3.536799682875264,0.0,36817,15136,15136,0,21681,3464,0,0
5,2,9,5,0.5,38,1.0,0.32149440149660236,11686,12960.0,3.5276352151598895,3.5276352151598895,0.0,36349,15198,15198,0,21151,3512,0,0
5,2,9,5,0.5,39,1.0,0.3228248556350676,11684,12960.0,3.5443700709125854,3.5443700709125854,0.0,36193,15089,15089,0,21104,3405,0,0
5,2,9,5,0.5,40,1.0,0.32343654794217025,11678,12960.0,3.5334215751158173,3.5334215751158173,0.0,36106,15110,15110,0,20996,3432,0,0
5,2,9,5,0.5,41,1.0,0.3156229720960415,11673,12960.0,3.531882624464227,3.531882624464227,0.0,36984,15165,15165,0,21819,3492,0,0
5,2,9,5,0.5,42,1.0,0.3204280422554534,11678,12960.0,3.5311326349080847,3.5311326349080847,0.0,36445,15177,15177,0,21268,3499,0,0
5,2,9,5,0.5,43,1.0,0.31810757839721254,11686,12960.0,3.526135840620685,3.526135840620685,0.0,36736,15209,15209,0,21527,3523,0,0
5,2,9,5,0.5,44,1.0,0.31964544633819386,11684,12960.0,3.526971226322344,3.526971226322344,0.0,36553,15257,15257,0,21296,3573,0,0
5,2,9,5,0.5,45,1.0,0.3208764655811527,11686,12960.0,3.535237339680021,3.535237339680021,0.0,36419,15126,15126,0,21293,3440,0,0
5,2,9,5,0.5,46,1.0,0.31866513986585965,11688,12960.0,3.528444590595199,3.528444590595199,0.0,36678,15205,15205,0,21473,3517,0,0
5,2,9,5,0.5,47,1.0,0.321060585245226,11685,12960.0,3.533940233524639,3.533940233524639,0.0,36395,15159,15159,0,21236,3474,0,0
5,2,9,5,0.5,48,1.0,0.3184817581938158,11680,12960.0,3.533241088489161,3.533241088489161,0.0,36674,15177,15177,0,21497,3497,0,0
5,2,9,5,0.5,49,1.0,0.3222430835496162,11671,12960.0,3.521051591223562,3.521051591223562,0.0,36218,15177,15177,0,21041,3506,0,0
5,2,9,5,0.5,50,1.0,0.3211417885821142,11678,12960.0,3.523953473089308,3.523953473089308,0.0,36364,15217,15217,0,21147,3539,0,0
5,2,9,5,0.7,1,1.0,0.3202031292890475,11665,12960.0,3.539740362961982,3.539740362961982,0.0,36430,15098,15098,0,21332,3433,0,0
5,2,9,5,0.7,2,1.0,0.3207215617363609,11681,12960.0,3.5294001578531966,3.5294001578531966,0.0,36421,15204,15204,0,21217,3523,0,0
5,2,9,5,0.7,3,1.0,0.3217940584227512,11666,12960.0,3.517069980379333,3.517069980379333,0.0,36253,15290,15290,0,20963,3624,0,0
5,2,9,5,0.7,4,1.0,0.32079725085910654,11669,12960.0,3.532909968909175,3.532909968909175,0.0,36375,15117,15117,0,21258,3448,0,0
5,2,9,5,0.7,5,1.0,0.3190710382513661,11678,12960.0,3.536092715231788,3.536092715231788,0.0,36600,15100,15100,0,21500,3422,0,0
5,2,9,5,0.7,6,1.0,0.31982808179802347,11683,12960.0,3.5332804547557672,3.5332804547557672,0.0,36529,15129,15129,0,21400,3446,0,0
5,2,9,5,0.7,7,1.0,0.3197820849759089,11681,12960.0,3.5311737151151283,3.5311737151151283,0.0,36528,15157,15157,0,21371,3476,0,0
5,2,9,5,0.7,8,1.0,0.31869151229094483,11681,12960.0,3.5328548854358703,3.5328548854358703,0.0,36653,15188,15188,0,21465,3507,0,0
5,2,9,5,0.7,9,1.0,0.3193088930807294,11680,12960.0,3.5287220803039236,3.5287220803039236,0.0,36579,15267,15267,0,21312,3587,0,0
5,2,9,5,0.7,10,1.0,0.31840239912758994,11679,12960.0,3.5461706493678427,3.5461706493678427,0.0,36680,15107,15107,0,21573,3428,0,0
5,2,9,5,0.7,11,1.0,0.31887580913883046,11675,12960.0,3.5356125356125356,3.5356125356125356,0.0,36613,15093,15093,0,21520,3418,0,0
5,2,9,5,0.7,12,1.0,0.3205497489918525,11685,12960.0,3.527629585720872,3.527629585720872,0.0,36453,15183,15183,0,21270,3498,0,0
5,2,9,5,0.7,13,1.0,0.31903214353988585,11682,12960.0,3.526830870279146,3.526830870279146,0.0,36617,15225,15225,0,21392,3543,0,0
5,2,9,5,0.7,14,1.0,0.3232706142778085,11683,12960.0,3.5344145569620253,3.5344145569620253,0.0,36140,15168,15168,0,20972,3485,0,0
5,2,9,5,0.7,15,1.0,0.32239003782753956,11676,12960.0,3.5346580406654344,3.5346580406654344,0.0,36217,15148,15148,0,21069,3472,0,0
5,2,9,5,0.7,16,1.0,0.32012713025371253,11684,12960.0,3.53978622327791,3.53978622327791,0.0,36498,15156,15156,0,21342,3472,0,0
5,2,9,5,0.7,17,1.0,0.3219689661825097,11682,12960.0,3.5277668373375346,3.5277668373375346,0.0,36283,15234,15234,0,21049,3552,0,0
5,2,9,5,0.7,18,1.0,0.32068738333150326,11682,12960.0,3.526329561064957,3.526329561064957,0.0,36428,15287,15287,0,21141,3605,0,0
5,2,9,5,0.7,19,1.0,0.32007669131744726,11686,12960.0,3.540335857754363,3.540335857754363,0.0,36510,15185,15185,0,21325,3499,0,0
5,2,9,5,0.7,20,1.0,0.32184510187763654,11673,12960.0,3.5247198417930123,3.5247198417930123,0.0,36269,15170,15170,0,21099,3497,0,0
5,2,9,5,0.7,21,1.0,0.3191582399562722,11678,12960.0,3.530786960816595,3.530786960816595,0.0,36590,15185,15185,0,21405,3507,0,0
5,2,9,5,0.7,22,1.0,0.3176682005064394,11667,12960.0,3.52649921094161,3.52649921094161,0.0,36727,15208,15208,0,21519,3541,0,0
5,2,9,5,0.7,23,1.0,0.3195994747209455,11682,12960.0,3.534649555774926,3.534649555774926,0.0,36552,15195,15195,0,21357,3513,0,0
5,2,9,5,0.7,24,1.0,0.3210456869536533,11679,12960.0,3.520430955196426,3.520430955196426,0.0,36378,15222,15222,0,21156,3543,0,0
5,2,9,5,0.7,25,1.0,0.32107923947686556,11686,12960.0,3.5278634722678044,3.5278634722678044,0.0,36396,15235,15235,0,21161,3549,0,0
5,2,9,5,0.7,26,1.0,0.3239764784200599,11680,12960.0,3.52014652014652,3.52014652014652,0.0,36052,15288,15288,0,20764,3608,0,0
5,2,9,5,0.7,27,1.0,0.32040273243532413,11679,12960.0,3.531029479654422,3.531029479654422,0.0,36451,15163,15163,0,21288,3484,0,0
5,2,9,5,0.7,28,1.0,0.31861086861632476,11679,12960.0,3.5280677565491434,3.5280677565491434,0.0,36656,15231,15231,0,21425,3552,0,0
5,2,9,5,0.7,29,1.0,0.3198684571115374,11672,12960.0,3.5146279206754367,3.5146279206754367,0.0,36490,15279,15279,0,21211,3607,0,0
5,2,9,5,0.7,30,1.0,0.3196593367472684,11673,12960.0,3.5327950228340725,3.5327950228340725,0.0,36517,15109,15109,0,21408,3436,0,0
5,2,9,5,0.7,31,1.0,0.31921815199562603,11677,12960.0,3.547780887644942,3.547780887644942,0.0,36580,15006,15006,0,21574,3329,0,0
5,2,9,5,0.7,32,1.0,0.3202237946355109,11676,12960.0,3.5446718325716935,3.5446718325716935,0.0,36462,15099,15099,0,21363,3423,0,0
5,2,9,5,0.7,33,1.0,0.32025229672288497,11678,12960.0,3.541705282669138,3.541705282669138,0.0,36465,15106,15106,0,21359,3428,0,0
5,2,9,5,0.7,34,1.0,0.32104915506137505,11665,12960.0,3.5460504535522746,3.5460504535522746,0.0,36334,15103,15103,0,21231,3438,0,0
5,2,9,5,0.7,35,1.0,0.3217274028404712,11689,12960.0,3.54227308811855,3.54227308811855,0.0,36332,15116,15116,0,21216,3427,0,0
5,2,9,5,0.7,36,1.0,0.32056351952545725,11673,12960.0,3.522915298752462,3.522915298752462,0.0,36414,15230,15230,0,21184,3557,0,0
5,2,9,5,0.7,37,1.0,0.3170274601406959,11672,12960.0,3.536799682875264,3.536799682875264,0.0,36817,15136,15136,0,21681,3464,0,0
5,2,9,5,0.7,38,1.0,0.32149440149660236,11686,12960.0,3.5276352151598895,3.5276352151598895,0.0,36349,15198,15198,0,21151,3512,0,0
5,2,9,5,0.7,39,1.0,0.3228248556350676,11684,12960.0,3.5443700709125854,3.5443700709125854,0.0,36193,15089,15089,0,21104,3405,0,0
5,2,9,5,0.7,40,1.0,0.32343654794217025,11678,12960.0,3.5334215751158173,3.5334215751158173,0.0,36106,15110,15110,0,20996,3432,0,0
5,2,9,5,0.7,41,1.0,0.3156229720960415,11673,12960.0,3.531882624464227,3.531882624464227,0.0,36984,15165,15165,0,21819,3492,0,0
5,2,9,5,0.7,42,1.0,0.3204280422554534,11678,12960.0,3.5311326349080847,3.5311326349080847,0.0,36445,15177,15177,0,21268,3499,0,0
5,2,9,5,0.7,43,1.0,0.31810757839721254,11686,12960.0,3.526135840620685,3.526135840620685,0.0,36736,15209,15209,0,21527,3523,0,0
5,2,9,5,0.7,44,1.0,0.31964544633819386,11684,12960.0,3.526971226322344,3.526971226322344,0.0,36553,15257,15257,0,21296,3573,0,0
5,2,9,5,0.7,45,1.0,0.3208764655811527,11686,12960.0,3.535237339680021,3.535237339680021,0.0,36419,15126,15126,0,21293,3440,0,0
5,2,9,5,0.7,46,1.0,0.31866513986585965,11688,12960.0,3.528444590595199,3.528444590595199,0.0,36678,15205,15205,0,21473,3517,0,0
5,2,9,5,0.7,47,1.0,0.321060585245226,11685,12960.0,3.533940233524639,3.533940233524639,0.0,36395,15159,15159,0,21236,3474,0,0
5,2,9,5,0.7,48,1.0,0.3184817581938158,11680,12960.0,3.533241088489161,3.533241088489161,0.0,36674,15177,15177,0,21497,3497,0,0
5,2,9,5,0.7,49,1.0,0.3222430835496162,11671,12960.0,3.521051591223562,3.521051591223562,0.0,36218,15177,15177,0,21041,3506,0,0
5,2,9,5,0.7,50,1.0,0.3211417885821142,11678,12960.0,3.523953473089308,3.523953473089308,0.0,36364,15217,15217,0,21147,3539,0,0
5,2,12,12,0.3,1,1.0,0.3202031292890475,11665,12960.0,3.539740362961982,3.539740362961982,0.0,36430,15098,15098,0,21332,3433,0,0
5,2,12,12,0.3,2,1.0,0.3207215617363609,11681,12960.0,3.5294001578531966,3.5294001578531966,0.0,36421,15204,15204,0,21217,3523,0,0
5,2,12,12,0.3,3,1.0,0.3217940584227512,11666,12960.0,3.517069980379333,3.517069980379333,0.0,36253,15290,15290,0,20963,3624,0,0
5,2,12,12,0.3,4,1.0,0.32079725085910654,11669,12960.0,3.532909968909175,3.532909968909175,0.0,36375,15117,15117,0,21258,3448,0,0
5,2,12,12,0.3,5,1.0,0.3190710382513661,11678,12960.0,3.536092715231788,3.536092715231788,0.0,36600,15100,15100,0,21500,3422,0,0
5,2,12,12,0.3,6,1.0,0.31982808179802347,11683,12960.0,3.5332804547557672,3.5332804547557672,0.0,36529,15129,15129,0,21400,3446,0,0
5,2,12,12,0.3,7,1.0,0.3197820849759089,11681,12960.0,3.5311737151151283,3.5311737151151283,0.0,36528,15157,15157,0,21371,3476,0,0
5,2,12,12,0.3,8,1.0,0.31869151229094483,11681,12960.0,3.5328548854358703,3.5328548854358703,0.0,36653,15188,15188,0,21465,3507,0,0
5,2,12,12,0.3,9,1.0,0.3193088930807294,11680,12960.0,3.5287220803039236,3.5287220803039236,0.0,36579,15267,15267,0,21312,3587,0,0
5,2,12,12,0.3,10,1.0,0.31840239912758994,11679,12960.0,3.5461706493678427,3.5461706493678427,0.0,36680,15107,15107,0,21573,3428,0,0
5,2,12,12,0.3,11,1.0,0.31887580913883046,11675,12960.0,3.5356125356125356,3.5356125356125356,0.0,36613,15093,15093,0,21520,3418,0,0
5,2,12,12,0.3,12,1.0,0.3205497489918525,11685,12960.0,3.527629585720872,3.527629585720872,0.0,36453,15183,15183,0,21270,3498,0,0
5,2,12,12,0.3,13,1.0,0.31903214353988585,11682,12960.0,3.526830870279146,3.526830870279146,0.0,36617,15225,15225,0,21392,3543,0,0
5,2,12,12,0.3,14,1.0,0.3232706142778085,11683,12960.0,3.5344145569620253,3.5344145569620253,0.0,36140,15168,15168,0,20972,3485,0,0
5,2,12,12,0.3,15,1.0,0.32239003782753956,11676,12960.0,3.5346580406654344,3.5346580406654344,0.0,36217,15148,15148,0,21069,3472,0,0
5,2,12,12,0.3,16,1.0,0.32012713025371253,11684,12960.0,3.53978622327791,3.53978622327791,0.0,36498,15156,15156,0,21342,3472,0,0
5,2,12,12,0.3,17,1.0,0.3219689661825097,11682,12960.0,3.5277668373375346,3.5277668373375346,0.0,36283,15234,15234,0,21049,3552,0,0
5,2,12,12,0.3,18,1.0,0.32068738333150326,11682,12960.0,3.526329561064957,3.526329561064957,0.0,36428,15287,15287,0,21141,3605,0,0
5,2,12,12,0.3,19,1.0,0.32007669131744726,11686,12960.0,3.540335857754363,3.540335857754363,0.0,36510,15185,15185,0,21325,3499,0,0
5,2,12,12,0.3,20,1.0,0.32184510187763654,11673,12960.0,3.5247198417930123,3.5247198417930123,0.0,36269,15170,15170,0,21099,3497,0,0
5,2,12,12,0.3,21,1.0,0.3191582399562722,11678,12960.0,3.530786960816595,3.530786960816595,0.0,36590,15185,15185,0,21405,3507,0,0
5,2,12,12,0.3,22,1.0,0.3176682005064394,11667,12960.0,3.52649921094161,3.52649921094161,0.0,36727,15208,15208,0,21519,3541,0,0
5,2,12,12,0.3,23,1.0,0.3195994747209455,11682,12960.0,3.534649555774926,3.534649555774926,0.0,36552,15195,15195,0,21357,3513,0,0
5,2,12,12,0.3,24,1.0,0.3210456869536533,11679,12960.0,3.520430955196426,3.520430955196426,0.0,36378,15222,15222,0,21156,3543,0,0
5,2,12,12,0.3,25,1.0,0.32107923947686556,11686,12960.0,3.5278634722678044,3.5278634722678044,0.0,36396,15235,15235,0,21161,3549,0,0
5,2,12,12,0.3,26,1.0,0.3239764784200599,11680,12960.0,3.52014652014652,3.52014652014652,0.0,36052,15288,15288,0,20764,3608,0,0
5,2,12,12,0.3,27,1.0,0.32040273243532413,11679,12960.0,3.531029479654422,3.531029479654422,0.0,36451,15163,15163,0,21288,3484,0,0
5,2,12,12,0.3,28,1.0,0.31861086861632476,11679,12960.0,3.5280677565491434,3.5280677565491434,0.0,36656,15231,15231,0,21425,3552,0,0
5,2,12,12,0.3,29,1.0,0.3198684571115374,11672,12960.0,3.5146279206754367,3.5146279206754367,0.0,36490,15279,15279,0,21211,3607,0,0
5,2,12,12,0.3,30,1.0,0.3196593367472684,11673,12960.0,3.5327950228340725,3.5327950228340725,0.0,36517,15109,15109,0,21408,3436,0,0
5,2,12,12,0.3,31,1.0,0.31921815199562603,11677,12960.0,3.547780887644942,3.547780887644942,0.0,36580,15006,15006,0,21574,3329,0,0
5,2,12,12,0.3,32,1.0,0.3202237946355109,11676,12960.0,3.5446718325716935,3.5446718325716935,0.0,36462,15099,15099,0,21363,3423,0,0
5,2,12,12,0.3,33,1.0,0.32025229672288497,11678,12960.0,3.541705282669138,3.541705282669138,0.0,36465,15106,15106,0,21359,3428,0,0
5,2,12,12,0.3,34,1.0,0.32104915506137505,11665,12960.0,3.5460504535522746,3.5460504535522746,0.0,36334,15103,15103,0,21231,3438,0,0
5,2,12,12,0.3,35,1.0,0.3217274028404712,11689,12960.0,3.54227308811855,3.54227308811855,0.0,36332,15116,15116,0,21216,3427,0,0
5,2,12,12,0.3,36,1.0,0.32056351952545725,11673,12960.0,3.522915298752462,3.522915298752462,0.0,36414,15230,15230,0,21184,3557,0,0
5,2,12,12,0.3,37,1.0,0.3170274601406959,11672,12960.0,3.536799682875264,3.536799682875264,0.0,36817,15136,15136,0,21681,3464,0,0
5,2,12,12,0.3,38,1.0,0.32149440149660236,11686,12960.0,3.5276352151598895,3.5276352151598895,0.0,36349,15198,15198,0,21151,3512,0,0
5,2,12,12,0.3,39,1.0,0.3228248556350676,11684,12960.0,3.5443700709125854,3.5443700709125854,0.0,36193,15089,15089,0,21104,3405,0,0
5,2,12,12,0.3,40,1.0,0.32343654794217025,11678,12960.0,3.5334215751158173,3.5334215751158173,0.0,36106,15110,15110,0,20996,3432,0,0
5,2,12,12,0.3,41,1.0,0.3156229720960415,11673,12960.0,3.531882624464227,3.531882624464227,0.0,36984,15165,15165,0,21819,3492,0,0
5,2,12,12,0.3,42,1.0,0.3204280422554534,11678,12960.0,3.5311326349080847,3.5311326349080847,0.0,36445,15177,15177,0,21268,3499,0,0
5,2,12,12,0.3,43,1.0,0.31810757839721254,11686,12960.0,3.526135840620685,3.526135840620685,0.0,36736,15209,15209,0,21527,3523,0,0
5,2,12,12,0.3,44,1.0,0.31964544633819386,11684,12960.0,3.526971226322344,3.526971226322344,0.0,36553,15257,15257,0,21296,3573,0,0
5,2,12,12,0.3,45,1.0,0.3208764655811527,11686,12960.0,3.535237339680021,3.535237339680021,0.0,36419,15126,15126,0,21293,3440,0,0
5,2,12,12,0.3,46,1.0,0.31866513986585965,11688,12960.0,3.528444590595199,3.528444590595199,0.0,36678,15205,15205,0,21473,3517,0,0
5,2,12,12,0.3,47,1.0,0.321060585245226,11685,12960.0,3.533940233524639,3.533940233524639,0.0,36395,15159,15159,0,21236,3474,0,0
5,2,12,12,0.3,48,1.0,0.3184817581938158,11680,12960.0,3.533241088489161,3.533241088489161,0.0,36674,15177,15177,0,21497,3497,0,0
5,2,12,12,0.3,49,1.0,0.3222430835496162,11671,12960.0,3.521051591223562,3.521051591223562,0.0,36218,15177,15177,0,21041,3506,0,0
5,2,12,12,0.3,50,1.0,0.3211417885821142,11678,12960.0,3.523953473089308,3.523953473089308,0.0,36364,15217,15217,0,21147,3539,0,0
5,2,12,12,0.5,1,1.0,0.3202031292890475,11665,12960.0,3.539740362961982,3.539740362961982,0.0,36430,15098,15098,0,21332,3433,0,0
5,2,12,12,0.5,2,1.0,0.3207215617363609,11681,12960.0,3.5294001578531966,3.5294001578531966,0.0,36421,15204,15204,0,21217,3523,0,0
5,2,12,12,0.5,3,1.0,0.3217940584227512,11666,12960.0,3.517069980379333,3.517069980379333,0.0,36253,15290,15290,0,20963,3624,0,0
5,2,12,12,0.5,4,1.0,0.32079725085910654,11669,12960.0,3.532909968909175,3.532909968909175,0.0,36375,15117,15117,0,21258,3448,0,0
5,2,12,12,0.5,5,1.0,0.3190710382513661,11678,12960.0,3.536092715231788,3.536092715231788,0.0,36600,15100,15100,0,21500,3422,0,0
5,2,12,12,0.5,6,1.0,0.31982808179802347,11683,12960.0,3.5332804547557672,3.5332804547557672,0.0,36529,15129,15129,0,21400,3446,0,0
5,2,12,12,0.5,7,1.0,0.3197820849759089,11681,12960.0,3.5311737151151283,3.5311737151151283,0.0,36528,15157,15157,0,21371,3476,0,0
5,2,12,12,0.5,8,1.0,0.31869151229094483,11681,12960.0,3.5328548854358703,3.5328548854358703,0.0,36653,15188,15188,0,21465,3507,0,0
5,2,12,12,0.5,9,1.0,0.3193088930807294,11680,12960.0,3.5287220803039236,3.5287220803039236,0.0,36579,15267,15267,0,21312,3587,0,0
5,2,12,12,0.5,10,1.0,0.31840239912758994,11679,12960.0,3.5461706493678427,3.5461706493678427,0.0,36680,15107,15107,0,21573,3428,0,0
5,2,12,12,0.5,11,1.0,0.31887580913883046,11675,12960.0,3.5356125356125356,3.5356125356125356,0.0,36613,15093,15093,0,21520,3418,0,0
5,2,12,12,0.5,12,1.0,0.3205497489918525,11685,12960.0,3.527629585720872,3.527629585720872,0.0,36453,15183,15183,0,21270,3498,0,0
5,2,12,12,0.5,13,1.0,0.31903214353988585,11682,12960.0,3.526830870279146,3.526830870279146,0.0,36617,15225,15225,0,21392,3543,0,0
5,2,12,12,0.5,14,1.0,0.3232706142778085,11683,12960.0,3.5344145569620253,3.5344145569620253,0.0,36140,15168,15168,0,20972,3485,0,0
5,2,12,12,0.5,15,1.0,0.32239003782753956,11676,12960.0,3.5346580406654344,3.5346580406654344,0.0,36217,15148,15148,0,21069,3472,0,0
5,2,12,12,0.5,16,1.0,0.32012713025371253,11684,12960.0,3.53978622327791,3.53978622327791,0.0,36498,15156,15156,0,21342,3472,0,0
5,2,12,12,0.5,17,1.0,0.3219689661825097,11682,12960.0,3.5277668373375346,3.5277668373375346,0.0,36283,15234,15234,0,21049,3552,0,0
5,2,12,12,0.5,18,1.0,0.32068738333150326,11682,12960.0,3.526329561064957,3.526329561064957,0.0,36428,15287,15287,0,21141,3605,0,0
5,2,12,12,0.5,19,1.0,0.32007669131744726,11686,12960.0,3.540335857754363,3.540335857754363,0.0,36510,15185,15185,0,21325,3499,0,0
5,2,12,12,0.5,20,1.0,0.32184510187763654,11673,12960.0,3.5247198417930123,3.5247198417930123,0.0,36269,15170,15170,0,21099,3497,0,0
5,2,12,12,0.5,21,1.0,0.3191582399562722,11678,12960.0,3.530786960816595,3.530786960816595,0.0,36590,15185,15185,0,21405,3507,0,0
5,2,12,12,0.5,22,1.0,0.3176682005064394,11667,12960.0,3.52649921094161,3.52649921094161,0.0,36727,15208,15208,0,21519,3541,0,0
5,2,12,12,0.5,23,1.0,0.3195994747209455,11682,12960.0,3.534649555774926,3.534649555774926,0.0,36552,15195,15195,0,21357,3513,0,0
5,2,12,12,0.5,24,1.0,0.3210456869536533,11679,12960.0,3.520430955196426,3.520430955196426,0.0,36378,15222,15222,0,21156,3543,0,0
5,2,12,12,0.5,25,1.0,0.32107923947686556,11686,12960.0,3.5278634722678044,3.5278634722678044,0.0,36396,15235,15235,0,21161,3549,0,0
5,2,12,12,0.5,26,1.0,0.3239764784200599,11680,12960.0,3.52014652014652,3.52014652014652,0.0,36052,15288,15288,0,20764,3608,0,0
5,2,12,12,0.5,27,1.0,0.32040273243532413,11679,12960.0,3.531029479654422,3.531029479654422,0.0,36451,15163,15163,0,21288,3484,0,0
5,2,12,12,0.5,28,1.0,0.31861086861632476,11679,12960.0,3.5280677565491434,3.5280677565491434,0.0,36656,15231,15231,0,21425,3552,0,0
5,2,12,12,0.5,29,1.0,0.3198684571115374,11672,12960.0,3.5146279206754367,3.5146279206754367,0.0,36490,15279,15279,0,21211,3607,0,0
5,2,12,12,0.5,30,1.0,0.3196593367472684,11673,12960.0,3.5327950228340725,3.5327950228340725,0.0,36517,15109,15109,0,21408,3436,0,0
5,2,12,12,0.5,31,1.0,0.31921815199562603,11677,12960.0,3.547780887644942,3.547780887644942,0.0,36580,15006,15006,0,21574,3329,0,0
5,2,12,12,0.5,32,1.0,0.3202237946355109,11676,12960.0,3.5446718325716935,3.5446718325716935,0.0,36462,15099,15099,0,21363,3423,0,0
5,2,12,12,0.5,33,1.0,0.32025229672288497,11678,12960.0,3.541705282669138,3.541705282669138,0.0,36465,15106,15106,0,21359,3428,0,0
5,2,12,12,0.5,34,1.0,0.32104915506137505,11665,12960.0,3.5460504535522746,3.5460504535522746,0.0,36334,15103,15103,0,21231,3438,0,0
5,2,12,12,0.5,35,1.0,0.3217274028404712,11689,12960.0,3.54227308811855,3.54227308811855,0.0,36332,15116,15116,0,21216,3427,0,0
5,2,12,12,0.5,36,1.0,0.32056351952545725,11673,12960.0,3.522915298752462,3.522915298752462,0.0,36414,15230,15230,0,21184,3557,0,0
5,2,12,12,0.5,37,1.0,0.3170274601406959,11672,12960.0,3.536799682875264,3.536799682875264,0.0,36817,15136,15136,0,21681,3464,0,0
5,2,12,12,0.5,38,1.0,0.32149440149660236,11686,12960.0,3.5276352151598895,3.5276352151598895,0.0,36349,15198,15198,0,21151,3512,0,0
5,2,12,12,0.5,39,1.0,0.3228248556350676,11684,12960.0,3.5443700709125854,3.5443700709125854,0.0,36193,15089,15089,0,21104,3405,0,0
5,2,12,12,0.5,40,1.0,0.32343654794217025,11678,12960.0,3.5334215751158173,3.5334215751158173,0.0,36106,15110,15110,0,20996,3432,0,0
5,2,12,12,0.5,41,1.0,0.3156229720960415,11673,12960.0,3.531882624464227,3.531882624464227,0.0,36984,15165,15165,0,21819,3492,0,0
5,2,12,12,0.5,42,1.0,0.3204280422554534,11678,12960.0,3.5311326349080847,3.5311326349080847,0.0,36445,15177,15177,0,21268,3499,0,0
5,2,12,12,0.5,43,1.0,0.31810757839721254,11686,12960.0,3.526135840620685,3.526135840620685,0.0,36736,15209,15209,0,21527,3523,0,0
5,2,12,12,0.5,44,1.0,0.31964544633819386,11684,12960.0,3.526971226322344,3.526971226322344,0.0,36553,15257,15257,0,21296,3573,0,0
5,2,12,12,0.5,45,1.0,0.3208764655811527,11686,12960.0,3.535237339680021,3.535237339680021,0.0,36419,15126,15126,0,21293,3440,0,0
5,2,12,12,0.5,46,1.0,0.31866513986585965,11688,12960.0,3.528444590595199,3.528444590595199,0.0,36678,15205,15205,0,21473,3517,0,0
5,2,12,12,0.5,47,1.0,0.321060585245226,11685,12960.0,3.533940233524639,3.533940233524639,0.0,36395,15159,15159,0,21236,3474,0,0
5,2,12,12,0.5,48,1.0,0.3184817581938158,11680,12960.0,3.533241088489161,3.533241088489161,0.0,36674,15177,15177,0,21497,3497,0,0
5,2,12,12,0.5,49,1.0,0.3222430835496162,11671,12960.0,3.521051591223562,3.521051591223562,0.0,36218,15177,15177,0,21041,3506,0,0
5,2,12,12,0.5,50,1.0,0.3211417885821142,11678,12960.0,3.523953473089308,3.523953473089308,0.0,36364,15217,15217,0,21147,3539,0,0
5,2,12,12,0.7,1,1.0,0.3202031292890475,11665,12960.0,3.539740362961982,3.539740362961982,0.0,36430,15098,15098,0,21332,3433,0,0
5,2,12,12,0.7,2,1.0,0.3207215617363609,11681,12960.0,3.5294001578531966,3.5294001578531966,0.0,36421,15204,15204,0,21217,3523,0,0
5,2,12,12,0.7,3,1.0,0.3217940584227512,11666,12960.0,3.517069980379333,3.517069980379333,0.0,36253,15290,15290,0,20963,3624,0,0
5,2,12,12,0.7,4,1.0,0.32079725085910654,11669,12960.0,3.532909968909175,3.532909968909175,0.0,36375,15117,15117,0,21258,3448,0,0
5,2,12,12,0.7,5,1.0,0.3190710382513661,11678,12960.0,3.536092715231788,3.536092715231788,0.0,36600,15100,15100,0,21500,3422,0,0
5,2,12,12,0.7,6,1.0,0.31982808179802347,11683,12960.0,3.5332804547557672,3.5332804547557672,0.0,36529,15129,15129,0,21400,3446,0,0
5,2,12,12,0.7,7,1.0,0.3197820849759089,11681,12960.0,3.5311737151151283,3.5311737151151283,0.0,36528,15157,15157,0,21371,3476,0,0
5,2,12,12,0.7,8,1.0,0.31869151229094483,11681,12960.0,3.5328548854358703,3.5328548854358703,0.0,36653,15188,15188,0,21465,3507,0,0
5,2,12,12,0.7,9,1.0,0.3193088930807294,11680,12960.0,3.5287220803039236,3.5287220803039236,0.0,36579,15267,15267,0,21312,3587,0,0
5,2,12,12,0.7,10,1.0,0.31840239912758994,11679,12960.0,3.5461706493678427,3.5461706493678427,0.0,36680,15107,15107,0,21573,3428,0,0
5,2,12,12,0.7,11,1.0,0.31887580913883046,11675,12960.0,3.5356125356125356,3.5356125356125356,0.0,36613,15093,15093,0,21520,3418,0,0
5,2,12,12,0.7,12,1.0,0.3205497489918525,11685,12960.0,3.527629585720872,3.527629585720872,0.0,36453,15183,15183,0,21270,3498,0,0
5,2,12,12,0.7,13,1.0,0.31903214353988585,11682,12960.0,3.526830870279146,3.526830870279146,0.0,36617,15225,15225,0,21392,3543,0,0
5,2,12,12,0.7,14,1.0,0.3232706142778085,11683,12960.0,3.5344145569620253,3.5344145569620253,0.0,36140,15168,15168,0,20972,3485,0,0
5,2,12,12,0.7,15,1.0,0.32239003782753956,11676,12960.0,3.5346580406654344,3.5346580406654344,0.0,36217,15148,15148,0,21069,3472,0,0
