background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h7_gaps,n_active_gaps,failure_component,classification,n_supported_gap_comparisons,n_reversed_gap_comparisons,n_inconclusive_gap_comparisons,n_complete_paired_seeds,average_pre_minus_post_absolute_served_gap,average_pre_minus_post_absolute_served_gap_ci_low,average_pre_minus_post_absolute_served_gap_ci_high
H7B0085,S053,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0086,S054,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,12,12,0.5,0.5,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0087,S055,sobol_symmetric,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0088,S056,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,4,4,0.0,0.0,0.0,0.0,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0089,S057,sobol_symmetric,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0090,S058,sobol_symmetric,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,12,12,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0091,S059,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,9,9,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0092,S060,sobol_symmetric,4.0,0.5,32,128.0,64.0,64.0,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_reversed,reversed,0.0,5.0,0.0,20.0,-0.032739952543574306,-0.034391934488678874,-0.03108797059846974
H7B0093,S061,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0094,S062,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0095,S063,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0096,S064,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,12,12,0.7,0.7,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0097,S065,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.1,0.1,9,9,0.1,0.1,0.1,0.1,12,12,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0098,S066,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,28,28,0.5,0.5,6,6,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0099,S067,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,7,7,0.3,0.3,4,4,0.0,0.0,0.3,0.3,4,4,0.0,0.0,0.5,0.5,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.08673586131558766,0.08561600494142146,0.08785571768975386
H7B0100,S068,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,21,21,0.0,0.0,12,12,0.5,0.5,0.7,0.7,9,9,0.5,0.5,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0101,S069,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0102,S070,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.3,0.3,4,4,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0103,S071,sobol_symmetric,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.7,12,12,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0104,S072,sobol_symmetric,3.1,0.9,64,198.4,178.56,19.84,14,14,0.1,0.1,12,12,0.1,0.1,0.5,0.5,6,6,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.024921860778851397,0.02329438523150998,0.026549336326192816
H7B0105,S073,sobol_symmetric,2.0,0.5,16,32.0,16.0,16.0,7,7,0.5,0.5,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.3,0.3,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0106,S074,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,21,21,0.1,0.1,4,4,0.5,0.5,0.5,0.5,9,9,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0107,S075,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,14,14,0.0,0.0,6,6,0.0,0.0,0.7,0.7,12,12,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.04563618671775969,0.042581925278641145,0.04869044815687823
H7B0108,S076,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.3,0.3,9,9,0.1,0.1,0.7,0.7,6,6,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.06008447330052931,0.05837804206991138,0.06179090453114724
H7B0109,S077,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,28,28,0.3,0.3,12,12,0.1,0.1,0.3,0.3,12,12,0.3,0.3,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0110,S078,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,14,14,0.0,0.0,4,4,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.1,0.1,0.05;0.10;0.20,2,average_pre_minus_post_effect_reversed,reversed,0.0,2.0,0.0,20.0,-0.11496023968264886,-0.11873148358899079,-0.11118899577630693
H7B0111,S079,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,21,21,0.1,0.1,6,6,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0112,S080,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,7,7,0.5,0.5,4,4,0.7,0.7,0.7,0.7,4,4,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0113,S081,sobol_symmetric,3.1,0.3,64,198.4,59.52,138.88,28,28,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0114,S082,sobol_symmetric,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.3,0.3,12,12,0.1,0.1,0.3,0.3,9,9,0.0,0.0,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0115,S083,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,21,21,0.5,0.5,9,9,0.5,0.5,0.7,0.7,12,12,0.0,0.0,0.1,0.1,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0116,S084,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30,4,average_pre_minus_post_effect_inconclusive,inconclusive,1.0,0.0,3.0,20.0,0.0005766034043614987,-0.0005281055026499285,0.0016813123113729258
H7B0117,S085,sobol_symmetric,4.0,0.1,16,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.7,0.7,4,4,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30,4,average_pre_minus_post_effect_reversed,reversed,1.0,3.0,0.0,20.0,-0.00820160554527959,-0.010892573011477676,-0.005510638079081503
H7B0118,S086,sobol_symmetric,1.25,0.9,64,80.0,72.0,7.999999999999998,21,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0119,S087,sobol_symmetric,0.8,0.5,32,25.6,12.8,12.8,14,14,0.3,0.3,9,9,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0120,S088,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,28,28,0.0,0.0,6,6,0.0,0.0,0.7,0.7,9,9,0.0,0.0,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_reversed,reversed,0.0,5.0,0.0,20.0,-0.06838764372901918,-0.06991067589221775,-0.0668646115658206
H7B0121,S089;X110,sobol_symmetric,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.5,12,12,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0122,S090,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,7,7,0.0,0.0,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.5,0.5,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0123,S091,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,28,28,0.1,0.1,12,12,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0124,S092,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,4,4,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0125,S093,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,14,14,0.5,0.5,6,6,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0126,S094,sobol_symmetric,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.09877765774754912,0.09741636302642344,0.10013895246867481
H7B0127,S095,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,7,7,0.0,0.0,4,4,0.7,0.7,0.7,0.7,4,4,0.0,0.0,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0128,S096,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30,4,,supported,3.0,0.0,1.0,20.0,0.01544635710536838,0.011978237098908532,0.01891447711182823
H7B0129,S097,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,6,6,0.3,0.3,0.3,0.3,0.05;0.10;0.20,3,,supported,3.0,0.0,0.0,20.0,0.032086769913903836,0.02971479775347253,0.03445874207433514
H7B0130,S098,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,12,12,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0131,S099,sobol_symmetric,1.25,0.1,16,20.0,2.0,18.0,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,9,9,0.3,0.3,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0132,S100,sobol_symmetric,4.0,0.9,64,256.0,230.4,25.599999999999994,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0133,S101,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,4,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_reversed,reversed,0.0,5.0,0.0,20.0,-0.0481378854650384,-0.0491964463274262,-0.0470793246026506
H7B0134,S102,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0135,S103,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,6,6,0.0,0.0,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0136,S104,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0137,S105,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,9,9,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0138,S106,sobol_symmetric,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0139,S107,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,6,6,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0140,S108,sobol_symmetric,4.0,0.5,16,64.0,32.0,32.0,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,12,12,0.5,0.5,0.5,0.5,0.05;0.10,2,average_pre_minus_post_effect_inconclusive,inconclusive,1.0,0.0,1.0,20.0,0.0021276161795903935,0.0004605762473909377,0.0037946561117898495
H7B0141,S109,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0142,S110,sobol_symmetric,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,12,12,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0143,S111,sobol_symmetric,0.8,0.3,32,25.6,7.68,17.919999999999998,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0144,S112,sobol_symmetric,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.05135763222963097,0.04932504490595157,0.053390219553310365
H7B0145,S113,sobol_symmetric,3.1,0.3,16,49.6,14.88,34.72,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0146,S114,sobol_symmetric,0.8,0.7,64,51.2,35.84,15.360000000000005,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0147,S115,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0148,S116,sobol_symmetric,4.0,0.7,32,128.0,89.6,38.400000000000006,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,12,12,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0149,S117,sobol_symmetric,4.0,0.5,64,256.0,128.0,128.0,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,,supported,2.0,0.0,3.0,20.0,0.0028627195355948047,0.0023823625388090792,0.0033430765323805302
H7B0150,S118,sobol_symmetric,1.25,0.5,16,20.0,10.0,10.0,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0151,S119,sobol_symmetric,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,9,9,0.0,0.0,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0152,S120,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0153,S121;X012,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0154,S122,sobol_symmetric,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,12,12,0.3,0.3,0.3,0.3,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0155,S123,sobol_symmetric,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.1,0.1,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0156,S124,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,4,4,0.5,0.5,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0157,S125;X020,sobol_symmetric,4.0,0.1,32,128.0,12.8,115.2,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,9,9,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0158,S126,sobol_symmetric,2.0,0.9,64,128.0,115.2,12.799999999999995,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,4,4,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0159,S127,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,6,6,0.5,0.5,0.7,0.7,0.05;0.10;0.20,3,,supported,2.0,0.0,1.0,20.0,0.021086902318702288,0.01749109577864426,0.024682708858760317
H7B0160,S128,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.3,0.3,0.05;0.10;0.20,3,,supported,3.0,0.0,0.0,20.0,0.05281599711836347,0.05193750187591546,0.053694492360811474
H7B0161,S129,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,12,12,0.0,0.0,0.3,0.3,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0162,S130,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0163,S131,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.5,9,9,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0164,S132,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,9,9,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_reversed,reversed,1.0,4.0,0.0,20.0,-0.015810007391222118,-0.01677686769324121,-0.014843147089203026
H7B0165,S133,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0.05;0.10;0.20,3,average_pre_minus_post_effect_reversed,reversed,0.0,3.0,0.0,20.0,-0.009044925540905514,-0.0105782113016011,-0.007511639780209927
H7B0166,S134,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,9,9,0.0,0.0,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0167,S135,sobol_symmetric,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0168,S136,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,6,6,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0169,S137,sobol_symmetric,2.0,0.3,64,128.0,38.4,89.6,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,4,4,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0170,S138,sobol_symmetric,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,9,9,0.0,0.0,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0171,S139;X004,sobol_symmetric,1.25,0.1,32,40.0,4.0,36.0,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,12,12,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0172,S140,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0173,S141,sobol_symmetric,4.0,0.1,16,64.0,6.4,57.6,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0174,S142,sobol_symmetric,2.0,0.9,64,128.0,115.2,12.799999999999995,21,21,0.1,0.1,9,9,0.3,0.3,0.7,0.7,6,6,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0175,S143,sobol_symmetric,0.8,0.5,16,12.8,6.4,6.4,14,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,4,4,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0176,S144,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.3,0.3,4,4,0.1,0.1,0.5,0.5,9,9,0.3,0.3,0.3,0.3,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.026812482143166116,0.02483599460376868,0.028788969682563552
H7B0177,S145,sobol_symmetric,3.1,0.3,16,49.6,14.88,34.72,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,4,4,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0178,S146,sobol_symmetric,0.8,0.5,64,51.2,25.6,25.6,21,21,0.5,0.5,6,6,0.0,0.0,0.1,0.1,9,9,0.5,0.5,0.7,0.7,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0179,S147,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,12,12,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0180,S148,sobol_symmetric,4.0,0.9,32,128.0,115.2,12.799999999999995,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,6,6,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
