background_id,source_scenario_ids,scenario_type,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,valid_h7_gaps,n_active_gaps,failure_component,classification,n_supported_gap_comparisons,n_reversed_gap_comparisons,n_inconclusive_gap_comparisons,n_complete_paired_seeds,average_pre_minus_post_absolute_served_gap,average_pre_minus_post_absolute_served_gap_ci_low,average_pre_minus_post_absolute_served_gap_ci_high
H7B0181,S149,sobol_symmetric,4.0,0.1,64,256.0,25.6,230.4,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,12,12,0.3,0.3,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0182,S150,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,6,6,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0183,S151,sobol_symmetric,0.8,0.3,64,51.2,15.36,35.84,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,4,4,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0184,S152,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_reversed,reversed,0.0,2.0,3.0,20.0,-0.005766018373538178,-0.008596014378396764,-0.002936022368679592
H7B0185,S153,sobol_symmetric,2.0,0.1,64,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,12,12,0.3,0.3,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0186,S154,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,6,6,0.0,0.0,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0187,S155,sobol_symmetric,1.25,0.5,64,80.0,40.0,40.0,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0188,S156,sobol_symmetric,3.1,0.5,16,49.6,24.8,24.8,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,9,9,0.7,0.7,0.7,0.7,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0189,S157,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0190,S158,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0191,S159,sobol_symmetric,0.8,0.3,16,12.8,3.84,8.959999999999999,28,28,0.1,0.1,6,6,0.1,0.1,0.5,0.5,12,12,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0192,S160,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,6,6,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0193,S161;X029,sobol_symmetric,3.1,0.3,32,99.2,29.76,69.44,7,7,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0194,S162,sobol_symmetric,1.25,0.7,32,40.0,28.0,12.000000000000002,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,12,12,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0195,S163,sobol_symmetric,2.0,0.3,64,128.0,38.4,89.6,14,14,0.5,0.5,4,4,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0196,S164,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.3,0.3,0.05;0.10,2,,supported,2.0,0.0,0.0,20.0,0.006245843117157446,0.0034288573201980573,0.009062828914116835
H7B0197,S165,sobol_symmetric,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,9,0.7,0.7,0.7,0.7,9,9,0.0,0.0,0.1,0.1,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0198,S166,sobol_symmetric,1.25,0.9,32,40.0,36.0,3.999999999999999,14,14,0.5,0.5,6,6,0.0,0.0,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0199,S167,sobol_symmetric,0.8,0.5,16,12.8,6.4,6.4,21,21,0.3,0.3,4,4,0.3,0.3,0.7,0.7,6,6,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0200,S168,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,7,7,0.0,0.0,4,4,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0201,S169,sobol_symmetric,2.0,0.1,16,32.0,3.2,28.8,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,9,9,0.0,0.0,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0202,S170,sobol_symmetric,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0203,S171,sobol_symmetric,1.25,0.3,32,40.0,12.0,28.0,7,7,0.1,0.1,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0204,S172,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.5,0.5,9,9,0.1,0.1,0.3,0.3,12,12,0.0,0.0,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0205,S173,sobol_symmetric,4.0,0.5,64,256.0,128.0,128.0,21,21,0.5,0.5,12,12,0.1,0.1,0.7,0.7,6,6,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0206,S174,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,7,7,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.06826969803828152,0.06501076308890218,0.07152863298766086
H7B0207,S175,sobol_symmetric,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.0,0.0,6,6,0.3,0.3,0.7,0.7,9,9,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0208,S176,sobol_symmetric,3.1,0.9,32,99.2,89.28,9.919999999999998,14,14,0.3,0.3,9,9,0.0,0.0,0.0,0.0,4,4,0.3,0.3,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0209,S177,sobol_symmetric,3.1,0.1,64,198.4,19.840000000000003,178.56,21,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,9,9,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,average_pre_minus_post_effect_inconclusive,inconclusive,1.0,3.0,1.0,20.0,0.0022475516758431314,0.0004928790547448676,0.0040022242969413955
H7B0210,S178,sobol_symmetric,0.8,0.9,16,12.8,11.52,1.2799999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0211,S179,sobol_symmetric,2.0,0.5,64,128.0,64.0,64.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.1,6,6,0.0,0.0,0.7,0.7,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0212,S180,sobol_symmetric,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,12,12,0.7,0.7,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0213,S181,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.5,0.5,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0214,S182,sobol_symmetric,1.25,0.7,64,80.0,56.0,24.000000000000004,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,12,12,0.5,0.5,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0215,S183,sobol_symmetric,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0216,S184,sobol_symmetric,2.0,0.9,32,64.0,57.6,6.399999999999999,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.0,0.0,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0217,S185,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,6,6,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0218,S186,sobol_symmetric,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,12,12,0.5,0.5,0.7,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0219,S187,sobol_symmetric,1.25,0.1,16,20.0,2.0,18.0,21,21,0.0,0.0,12,12,0.1,0.1,0.1,0.1,9,9,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0220,S188,sobol_symmetric,3.1,0.9,64,198.4,178.56,19.84,7,7,0.3,0.3,4,4,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.1,0.1,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0221,S189,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,7,7,0.3,0.3,4,4,0.0,0.0,0.7,0.7,4,4,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,,supported,3.0,0.0,2.0,20.0,0.01981035204452724,0.019134239369400095,0.020486464719654384
H7B0222,S190,sobol_symmetric,2.0,0.7,16,32.0,22.4,9.6,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,4,4,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0223,S191,sobol_symmetric,1.25,0.3,64,80.0,24.0,56.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0224,S192,sobol_symmetric,3.1,0.7,16,49.6,34.72,14.880000000000004,28,28,0.5,0.5,4,4,0.3,0.3,0.7,0.7,12,12,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0225,S193,sobol_symmetric,3.1,0.5,64,198.4,99.2,99.2,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,12,12,0.3,0.3,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0226,S194,sobol_symmetric,1.25,0.5,16,20.0,10.0,10.0,28,28,0.0,0.0,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.06072065837586149,0.056817925492921105,0.06462339125880187
H7B0227,S195,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.5,0.5,0.05;0.10;0.20,3,,supported,3.0,0.0,0.0,20.0,0.0841876652599403,0.07976386624274831,0.08861146427713229
H7B0228,S196,sobol_symmetric,4.0,0.9,16,64.0,57.6,6.399999999999999,21,21,0.5,0.5,4,4,0.1,0.1,0.5,0.5,9,9,0.5,0.5,0.5,0.5,0.05;0.10;0.20;0.30,4,,supported,3.0,0.0,1.0,20.0,0.016638219078487452,0.014626735211309496,0.018649702945665408
H7B0229,S197,sobol_symmetric,4.0,0.3,16,64.0,19.2,44.8,21,21,0.5,0.5,6,6,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0230,S198,sobol_symmetric,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.1,0.1,4,4,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0231,S199,sobol_symmetric,0.8,0.3,32,25.6,7.68,17.919999999999998,28,28,0.0,0.0,12,12,0.5,0.5,0.5,0.5,12,12,0.3,0.3,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0232,S200,sobol_symmetric,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.3,0.3,4,4,0.0,0.0,0.1,0.1,6,6,0.0,0.0,0.1,0.1,0.05;0.10,2,,supported,2.0,0.0,0.0,20.0,0.011789470338200958,0.009059086809085258,0.014519853867316659
H7B0233,S201,sobol_symmetric,2.0,0.1,32,64.0,6.4,57.6,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.11413796983716032,0.11118249995778136,0.11709343971653928
H7B0234,S202,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,9,9,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0235,S203,sobol_symmetric,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,12,12,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0236,S204,sobol_symmetric,4.0,0.7,64,256.0,179.2,76.80000000000001,28,28,0.1,0.1,6,6,0.0,0.0,0.0,0.0,6,6,0.0,0.0,0.3,0.3,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0237,S205,sobol_symmetric,4.0,0.3,64,256.0,76.8,179.2,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,12,12,0.3,0.3,0.5,0.5,0.05;0.10;0.20,3,average_pre_minus_post_effect_inconclusive,inconclusive,1.0,2.0,0.0,20.0,-0.0005985230976870517,-0.0020837821318844428,0.0008867359365103396
H7B0238,S206,sobol_symmetric,2.0,0.7,32,64.0,44.8,19.200000000000003,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,6,6,0.0,0.0,0.0,0.0,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0239,S207,sobol_symmetric,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0240,S208,sobol_symmetric,3.1,0.9,16,49.6,44.64,4.959999999999999,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,4,4,0.5,0.5,0.5,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0241,S209;X045,sobol_symmetric,3.1,0.1,32,99.2,9.920000000000002,89.28,28,28,0.5,0.5,12,12,0.0,0.0,0.5,0.5,4,4,0.7,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0242,S210,sobol_symmetric,0.8,0.9,32,25.6,23.040000000000003,2.56,14,14,0.1,0.1,4,4,0.7,0.7,0.7,0.7,9,9,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0243,S211,sobol_symmetric,2.0,0.3,64,128.0,38.4,89.6,21,21,0.0,0.0,6,6,0.1,0.1,0.3,0.3,12,12,0.0,0.0,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0244,S212,sobol_symmetric,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.3,0.3,4,4,0.3,0.3,0.5,0.5,4,4,0.3,0.3,0.7,0.7,0.05;0.10;0.20,3,,supported,3.0,0.0,0.0,20.0,0.020719352380744568,0.018653215301357766,0.02278548946013137
H7B0245,S213,sobol_symmetric,4.0,0.3,32,128.0,38.4,89.6,7,7,0.3,0.3,4,4,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.0,0.0,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0246,S214,sobol_symmetric,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,6,6,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.12140765318578568,0.1190259811506704,0.12378932522090097
H7B0247,S215,sobol_symmetric,0.8,0.1,16,12.8,1.2800000000000002,11.52,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,4,4,0.5,0.5,0.5,0.5,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0248,S216,sobol_symmetric,2.0,0.9,64,128.0,115.2,12.799999999999995,28,28,0.5,0.5,9,9,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0249,S217,sobol_symmetric,2.0,0.3,16,32.0,9.6,22.4,21,21,0.1,0.1,9,9,0.0,0.0,0.5,0.5,12,12,0.0,0.0,0.1,0.1,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.12418666222399308,0.12136072038735284,0.1270126040606333
H7B0250,S218,sobol_symmetric,0.8,0.7,64,51.2,35.84,15.360000000000005,7,7,0.5,0.5,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.3,0.3,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0251,S219,sobol_symmetric,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0252,S220,sobol_symmetric,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.0,0.0,12,12,0.5,0.5,0.5,0.5,9,9,0.0,0.0,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0253,S221,sobol_symmetric,4.0,0.1,64,256.0,25.6,230.4,14,14,0.0,0.0,9,9,0.0,0.0,0.3,0.3,4,4,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0254,S222;X087,sobol_symmetric,1.25,0.9,16,20.0,18.0,2.0,28,28,0.3,0.3,6,6,0.5,0.5,0.7,0.7,9,9,0.3,0.3,0.3,0.3,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0255,S223,sobol_symmetric,1.25,0.5,32,40.0,20.0,20.0,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.0,0.0,0.1,0.1,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0256,S224,sobol_symmetric,3.1,0.5,32,99.2,49.6,49.6,21,21,0.1,0.1,12,12,0.3,0.3,0.3,0.3,6,6,0.5,0.5,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0257,X001,asymmetric_stress,4.0,0.3,32,128.0,38.4,89.6,21,21,0.1,0.3,12,12,0.3,0.3,0.7,0.7,12,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0258,X002,asymmetric_stress,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,6,0.3,0.3,0.5,0.5,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.10655959903281784,0.10391013374082295,0.10920906432481273
H7B0259,X003,asymmetric_stress,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.0,4,9,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0260,X005,asymmetric_stress,4.0,0.5,32,128.0,64.0,64.0,21,28,0.1,0.1,4,4,0.1,0.1,0.7,0.7,4,4,0.0,0.0,0.7,0.7,0.05;0.10;0.20;0.30;0.50,5,,supported,1.0,1.0,3.0,20.0,0.004531733221718242,0.003642056733394666,0.005421409710041819
H7B0261,X006,asymmetric_stress,2.0,0.1,32,64.0,6.4,57.6,7,21,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.5,0.5,0.05;0.10;0.20,3,,supported,3.0,0.0,0.0,20.0,0.08425318750145536,0.08040185362941116,0.08810452137349956
H7B0262,X007,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.5,0.7,0.05;0.10;0.20;0.30,4,,supported,4.0,0.0,0.0,20.0,0.09891970876057389,0.09752951539116039,0.10030990212998739
H7B0263,X008,asymmetric_stress,3.1,0.1,32,99.2,9.920000000000002,89.28,14,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.3,0.3,0.3,0.05;0.10;0.20;0.30;0.50,5,,supported,5.0,0.0,0.0,20.0,0.10415780198428867,0.10221563944143722,0.10609996452714013
H7B0264,X009,asymmetric_stress,0.8,0.1,16,12.8,1.2800000000000002,11.52,28,28,0.1,0.5,4,4,0.0,0.0,0.7,0.7,12,12,0.3,0.3,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0265,X011,asymmetric_stress,0.8,0.9,32,25.6,23.040000000000003,2.56,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,9,9,0.5,0.5,0.5,0.7,0.05;0.10;0.20;0.30,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0266,X013,asymmetric_stress,0.8,0.5,32,25.6,12.8,12.8,14,21,0.3,0.3,9,9,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0267,X014,asymmetric_stress,2.0,0.7,16,32.0,22.4,9.6,21,28,0.1,0.1,6,9,0.0,0.0,0.0,0.0,12,12,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0268,X015,asymmetric_stress,1.25,0.5,16,20.0,10.0,10.0,14,14,0.5,0.5,9,9,0.3,0.3,0.3,0.3,12,12,0.3,0.5,0.5,0.5,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0269,X016,asymmetric_stress,1.25,0.3,16,20.0,6.0,14.0,28,28,0.3,0.3,6,4,0.0,0.0,0.0,0.0,4,6,0.5,0.5,0.7,0.7,,0,fewer_than_two_valid_gap_magnitudes,inactive,,,,,,,
H7B0270,X017,asymmetric_stress,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,9,12,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.3,0.3,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0271,X018,asymmetric_stress,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.5,0.7,0.7,0.7,0.05;0.10;0.20;0.30;0.50,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0272,X019,asymmetric_stress,1.25,0.1,64,80.0,8.0,72.0,14,14,0.1,0.3,6,6,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.1,0.1,0.05;0.10,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0273,X021,asymmetric_stress,3.1,0.9,16,49.6,44.64,4.959999999999999,28,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.3,0.05;0.10;0.20;0.30,4,,supported,2.0,0.0,2.0,20.0,0.007714855211810483,0.003967526263381151,0.011462184160239815
H7B0274,X022,asymmetric_stress,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.0,0.7,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
H7B0275,X023,asymmetric_stress,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,4,6,0.3,0.3,0.5,0.5,9,9,0.5,0.5,0.7,0.7,0.05;0.10;0.20,3,average_pre_minus_post_effect_reversed,reversed,0.0,3.0,0.0,20.0,-0.015360523385051256,-0.017354580676745356,-0.013366466093357154
H7B0276,X024,asymmetric_stress,0.8,0.5,32,25.6,12.8,12.8,14,14,0.1,0.1,9,9,0.5,0.5,0.7,0.7,12,12,0.5,0.5,0.7,0.5,0.05;0.10;0.20,0,fewer_than_two_exposure_active_gaps,inactive,,,,,,,
