background_id,source_scenario_ids,scenario_type,rho,demand_regime,class1_share,slots_per_day,horizon_class1,horizon_class2,cancel_class2_background,n_paired_seeds,delta_class1_served_rate,delta_class1_served_rate_ci_low,delta_class1_served_rate_ci_high,class1_served_component,delta_class2_served_rate,delta_class2_served_rate_ci_low,delta_class2_served_rate_ci_high,delta_mean_offered_delay,delta_mean_offered_delay_ci_low,delta_mean_offered_delay_ci_high,offered_delay_component,delta_average_utilization,delta_average_utilization_ci_low,delta_average_utilization_ci_high,class1_served_monotonic_fraction,offered_delay_monotonic_fraction,classification
H1B0200,S168,sobol_symmetric,2.0,boundary,0.5,64,7,7,0.0,20,0.03810719106278544,0.03622294324392281,0.03999143888164807,reversed,0.5618021415646536,0.5582247254041715,0.5653795577251357,-1.7804652148410434,-1.830845575650262,-1.7300848540318248,supported,0.5994263698630138,0.5959913499540439,0.6028613897719837,0.0,1.0,reversed
H1B0201,S169,sobol_symmetric,2.0,boundary,0.1,16,14,14,0.3,20,-0.02116497088568109,-0.028711044317024752,-0.013618897454337425,supported,0.0019524697058630857,0.0002552008327706499,0.0036497385789555216,-0.027253459247876623,-0.06821352308707816,0.013706604591324917,inconclusive,-0.000522260273972619,-0.00393592918249318,0.0028914086345479414,0.15,0.0,inconclusive
H1B0202,S170,sobol_symmetric,0.8,low,0.9,64,28,28,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0203,S171,sobol_symmetric,1.25,low,0.3,32,7,7,0.1,20,-0.0003072774652331009,-0.0009504165913435938,0.00033586166087739194,inconclusive,8.45336649582154e-05,-9.239732920662218e-05,0.000261464659123053,-7.123508741666007e-05,-0.00022033183889760821,7.786166406428807e-05,inconclusive,8.561643835619526e-06,-9.358082657608757e-06,2.6481370328847807e-05,1.0,0.95,inconclusive
H1B0204,S172,sobol_symmetric,4.0,high,0.7,64,21,21,0.5,20,0.14187558144583487,0.14108174319283612,0.14266941969883362,reversed,0.24969431720835136,0.24881987592893248,0.2505687584877702,-15.177591931809378,-15.187592202025249,-15.167591661593507,supported,0.6894327910958905,0.6878011029422109,0.6910644792495702,0.0,1.0,reversed
H1B0207,S175,sobol_symmetric,0.8,low,0.1,32,28,28,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0208,S176,sobol_symmetric,3.1,high,0.9,32,14,14,0.3,20,0.03334598852164069,0.03201589734095551,0.03467607970232587,reversed,0.31144653070965894,0.3073855741876493,0.3155074872316686,-9.058175144075543,-9.06912776767553,-9.047222520475556,supported,0.18607020547945208,0.18309062886995275,0.1890497820889514,0.0,1.0,reversed
H1B0209,S177,sobol_symmetric,3.1,high,0.1,64,21,21,0.1,20,-0.232936163905569,-0.23487291059281165,-0.23099941721832637,supported,0.025410091078921126,0.02447214849656276,0.026348033661279493,-0.1193674013399693,-0.12318475377306232,-0.11555004890687628,inconclusive,0.0006292808219178159,-0.0012496399316718337,0.0025082015755074653,1.0,1.0,inconclusive
H1B0210,S178,sobol_symmetric,0.8,low,0.9,16,7,7,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0211,S179,sobol_symmetric,2.0,boundary,0.5,64,28,28,0.3,20,0.04305325568376068,0.03969338033487452,0.04641313103264684,reversed,0.5266261514121695,0.524112474765185,0.529139828059154,-7.789302046955376,-7.908691626395292,-7.669912467515459,supported,0.5696832191780823,0.5664285583874332,0.5729378799687314,0.0,1.0,reversed
H1B0214,S182,sobol_symmetric,1.25,low,0.7,64,28,28,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0215,S183,sobol_symmetric,0.8,low,0.1,32,7,7,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0218,S186,sobol_symmetric,0.8,low,0.5,32,14,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0225,S193,sobol_symmetric,3.1,high,0.5,64,14,14,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0231,S199,sobol_symmetric,0.8,low,0.3,32,28,28,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0233,S201,sobol_symmetric,2.0,boundary,0.1,32,7,7,0.0,20,-0.2947726883937939,-0.2998115953784278,-0.28973378140916,supported,0.06271195310158748,0.059356149452253384,0.06606775675092157,-0.14692234784942965,-0.15229317167614348,-0.1415515240227158,inconclusive,0.05356592465753426,0.04918299340219541,0.057948855912873104,1.0,1.0,inconclusive
H1B0234,S202,sobol_symmetric,0.8,low,0.9,32,21,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0235,S203,sobol_symmetric,1.25,low,0.5,16,14,14,0.5,20,-0.000790865377002839,-0.0026566870855737786,0.0010749563315681004,inconclusive,-4.7547951074058956e-05,-0.0017398029555322878,0.00164470705338417,0.0004898835293145859,-0.00774701092831613,0.008726777986945301,inconclusive,0.0004109589041095818,-0.0016101481032865035,0.002432065911505667,0.6,0.6,inconclusive
H1B0239,S207,sobol_symmetric,0.8,low,0.1,64,21,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0242,S210,sobol_symmetric,0.8,low,0.9,32,14,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0244,S212,sobol_symmetric,4.0,high,0.7,16,7,7,0.3,20,0.030504796406519465,0.02872588799360421,0.03228370481943472,reversed,0.18075487395021234,0.17823249684829048,0.1832772510521342,-2.1340129429387757,-2.1510050336338997,-2.1170208522436518,supported,0.30156678082191785,0.2983848811997622,0.3047486804440735,0.0,1.0,reversed
H1B0247,S215,sobol_symmetric,0.8,low,0.1,16,14,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0248,S216,sobol_symmetric,2.0,boundary,0.9,64,28,28,0.5,20,-0.003430376766658283,-0.00488881278126429,-0.0019719407520522756,inconclusive,0.024450988417675075,0.014363403284076317,0.034538573551273835,-0.16836323239805634,-0.2771599451198327,-0.059566519676279975,inconclusive,-0.001446917808219167,-0.0037372803861226746,0.0008434447696843408,0.1,0.2,inconclusive
H1B0250,S218,sobol_symmetric,0.8,low,0.7,64,7,7,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0252,S220,sobol_symmetric,3.1,high,0.7,64,14,14,0.0,20,0.08664875692482576,0.08530103726182456,0.08799647658782697,reversed,0.3393084185592266,0.3371601778220313,0.34145665929642194,-10.764793791672806,-10.774623061508365,-10.754964521837248,supported,0.49989940068493155,0.49841932692139757,0.5013794744484655,0.0,1.0,reversed
H1B0253,S221,sobol_symmetric,4.0,high,0.1,64,14,14,0.0,20,-0.0739695175495371,-0.07552913960337893,-0.07240989549569526,supported,0.00864514704374723,0.008096972417483472,0.009193321670010988,-0.19764826993978168,-0.1995102055598039,-0.19578633431975948,inconclusive,0.0012521404109589102,-0.00037344588436803196,0.0028777267062858524,1.0,0.0,inconclusive
H1B0254,S222,sobol_symmetric,1.25,low,0.9,16,28,28,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0259,X003,asymmetric_stress,1.25,low,0.1,32,14,14,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0266,X011,asymmetric_stress,0.8,low,0.9,32,21,21,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0268,X013,asymmetric_stress,0.8,low,0.5,32,14,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0270,X015,asymmetric_stress,1.25,low,0.5,16,14,14,0.5,20,-0.000790865377002839,-0.0026566870855737786,0.0010749563315681004,inconclusive,0.00012103300437415754,-0.001645049978319917,0.001887115987068232,0.0004898835293145859,-0.00774701092831613,0.008726777986945301,inconclusive,0.00017979452054794342,-0.002018065979875526,0.0023776550209714128,0.6,0.6,inconclusive
H1B0276,X021,asymmetric_stress,3.1,high,0.9,16,28,21,0.3,20,0.11304366433271698,0.11129700566772124,0.11479032299771272,reversed,0.3244604189173227,0.32007919325598144,0.32884164457866394,-23.54566424517829,-23.554867889960715,-23.536460600395866,supported,0.40232020547945213,0.3989466771580572,0.40569373380084706,0.0,1.0,reversed
H1B0277,X022,asymmetric_stress,0.8,low,0.5,32,7,7,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0278,X023,asymmetric_stress,3.1,high,0.9,32,21,21,0.1,20,0.04178500198012987,0.04066214699780818,0.04290785696245156,reversed,0.2779349831676899,0.2755227439871891,0.28034722234819065,-16.732767904050032,-16.75397578762565,-16.711560020474415,supported,0.19513698630136983,0.19210858879898257,0.1981653838037571,0.0,1.0,reversed
H1B0279,X024,asymmetric_stress,0.8,low,0.5,32,14,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0282,X027,asymmetric_stress,4.0,high,0.7,32,21,7,0.1,20,0.0026518750977677793,0.0016365112645151101,0.0036672389310204484,inconclusive,0.24925669714049978,0.24769737985987095,0.2508160144211286,-15.17983757407668,-15.18725943267152,-15.172415715481842,supported,0.2987714041095891,0.2959058022683053,0.30163700595087284,0.0,1.0,inconclusive
H1B0287,X032,asymmetric_stress,0.8,low,0.7,32,14,14,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0290,X035,asymmetric_stress,0.8,low,0.1,16,28,28,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0291,X036,asymmetric_stress,4.0,high,0.9,64,14,14,0.1,20,0.011088084555960486,0.010396508296035476,0.011779660815885495,reversed,0.5803720710098517,0.5777780633941066,0.5829660786255967,-7.737535726492885,-7.749227004765697,-7.725844448220073,supported,0.2690881849315068,0.2672327438879127,0.27094362597510097,0.0,1.0,reversed
H1B0293,X038,asymmetric_stress,0.8,low,0.1,64,28,28,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0296,X041,asymmetric_stress,0.8,low,0.9,64,28,28,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0297,X042,asymmetric_stress,0.8,low,0.5,16,21,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0298,X043,asymmetric_stress,0.8,low,0.7,32,21,21,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0305,X050,asymmetric_stress,3.1,high,0.9,16,21,28,0.5,20,0.055216176771532455,0.05378171917900866,0.05665063436405625,reversed,0.16018515909296757,0.15506339255761412,0.16530692562832103,-17.75470727406054,-17.801716476073903,-17.707698072047176,supported,0.2004708904109589,0.19683712789964777,0.20410465292227,0.0,1.0,reversed
H1B0308,X053,asymmetric_stress,0.8,low,0.9,32,14,14,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0311,X056,asymmetric_stress,1.25,low,0.1,64,7,14,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0313,X058,asymmetric_stress,3.1,high,0.9,64,28,28,0.1,20,0.17036952800286098,0.1698528877097342,0.17088616829598777,reversed,0.7339075702252745,0.731845340804391,0.735969799646158,-22.33124593367247,-22.345432419563846,-22.317059447781094,supported,0.6895569349315068,0.6879685982336652,0.6911452716293485,0.0,1.0,reversed
H1B0318,X063,asymmetric_stress,0.8,low,0.3,64,21,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0320,X065,asymmetric_stress,1.25,low,0.1,32,14,14,0.3,20,-3.4083739355000867e-05,-0.00010542182568920079,3.7254346979199055e-05,inconclusive,-0.00014036787738715416,-0.000434161221224704,0.00015342546645039567,-4.970177227119552e-05,-0.00015372877718153162,5.4325232639140576e-05,inconclusive,-0.00013698630136986246,-0.0004237019252614104,0.0001497293225216855,1.0,1.0,inconclusive
H1B0322,X067,asymmetric_stress,3.1,high,0.9,16,21,21,0.3,20,0.1127865283349079,0.11124325557336474,0.11432980109645106,reversed,0.31115536368588403,0.30602323855325997,0.3162874888185081,-16.072182959916347,-16.087081369546485,-16.05728455028621,supported,0.4000770547945206,0.395414917886788,0.4047391917022532,0.0,1.0,reversed
H1B0323,X068,asymmetric_stress,2.0,boundary,0.9,64,28,21,0.5,20,-0.003430376766658283,-0.00488881278126429,-0.0019719407520522756,inconclusive,0.024450988417675075,0.014363403284076317,0.034538573551273835,-0.16836323239805634,-0.2771599451198327,-0.059566519676279975,inconclusive,-0.001446917808219167,-0.0037372803861226746,0.0008434447696843408,0.1,0.2,inconclusive
H1B0324,X069,asymmetric_stress,0.8,low,0.9,16,7,7,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0326,X071,asymmetric_stress,1.25,low,0.3,16,21,21,0.0,20,-0.005963803411500034,-0.012451398968557396,0.0005237921455573287,inconclusive,-0.0011976418956616275,-0.0037253133248093028,0.0013300295334860478,-0.07611632457619609,-0.14198301670144267,-0.010249632450949508,inconclusive,-0.0015325342465753427,-0.005194798346399556,0.002129729853248871,0.15,0.1,inconclusive
H1B0328,X073,asymmetric_stress,4.0,high,0.7,32,28,7,0.1,20,0.004466859967694323,0.0033631478647550696,0.0055705720706335764,inconclusive,0.24925669714049978,0.24769737985987095,0.2508160144211286,-22.17983757407668,-22.187259432671517,-22.17241571548184,supported,0.2978082191780823,0.29467181167125506,0.30094462668490957,0.0,1.0,inconclusive
H1B0331,X076,asymmetric_stress,0.8,low,0.9,16,7,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0333,X078,asymmetric_stress,0.8,low,0.1,16,14,14,0.5,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0336,X081,asymmetric_stress,1.25,low,0.9,16,21,21,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0338,X083,asymmetric_stress,0.8,low,0.5,32,7,7,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0341,X086,asymmetric_stress,1.25,low,0.5,64,7,7,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0342,X087,asymmetric_stress,1.25,low,0.9,16,28,28,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0343,X088,asymmetric_stress,4.0,high,0.7,32,21,14,0.5,20,0.07544197257374893,0.07424290814199715,0.07664103700550072,reversed,0.2507433115687022,0.24906848261968387,0.25241814051772055,-16.847141850468002,-16.857434907333598,-16.836848793602407,supported,0.4993279109589041,0.4969798733866784,0.5016759485311298,0.0,1.0,reversed
H1B0345,X090,asymmetric_stress,1.25,low,0.9,32,14,14,0.5,20,0.5006939963669079,0.49650042913252235,0.5048875636012935,reversed,0.5456209592572773,0.538045142469048,0.5531967760455065,-4.631450994606992,-4.6525124763189405,-4.610389512895044,supported,0.6315753424657534,0.6277899312539821,0.6353607536775248,0.0,1.0,reversed
H1B0346,X091,asymmetric_stress,2.0,boundary,0.3,64,14,14,0.1,20,-0.009600649744492585,-0.012678756977837786,-0.006522542511147384,supported,0.0026693612312736702,0.0008821621304864744,0.004456560332060866,-0.13044841062576776,-0.19690373470284922,-0.06399308654868631,inconclusive,-0.0008818493150685002,-0.0027332952569741743,0.0009695966268371738,0.4,0.1,inconclusive
H1B0347,X092,asymmetric_stress,1.25,low,0.5,32,14,28,0.5,20,0.00013131716607845957,-0.00014353282128048712,0.00040616715343740626,inconclusive,-2.3084091072012038e-05,-7.13996489598853e-05,2.5231466815861224e-05,0.000346820113768085,-0.0003790827269011432,0.0010727229544373132,inconclusive,0.00016267123287670991,-0.00017780357049449965,0.0005031460362479195,0.95,0.95,inconclusive
H1B0349,X094,asymmetric_stress,0.8,low,0.9,16,7,7,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0353,X098,asymmetric_stress,0.8,low,0.5,16,28,14,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0356,X101,asymmetric_stress,3.1,high,0.9,16,28,28,0.0,20,-0.00138396936539638,-0.0024249747678095302,-0.00034296396298322956,inconclusive,0.026650251374336444,0.019232893371209103,0.03406760937746378,-21.404149848338324,-21.663016027553443,-21.145283669123206,supported,-0.0006763698630137066,-0.005208733360493296,0.0038559936344658824,0.05,1.0,inconclusive
H1B0358,X103,asymmetric_stress,3.1,high,0.7,64,14,14,0.5,20,0.07526759281735287,0.0740191730120948,0.07651601262261094,reversed,0.3214800946640765,0.31999273110216253,0.3229674582259905,-9.03016055415909,-9.038569540429345,-9.021751567888836,supported,0.45946275684931515,0.45792953717396023,0.46099597652467006,0.0,1.0,reversed
H1B0361,X106,asymmetric_stress,0.8,low,0.5,64,14,28,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0362,X107,asymmetric_stress,2.0,boundary,0.3,64,14,14,0.5,20,-0.10963148127578304,-0.11285855153834755,-0.10640441101321853,supported,0.04590447349951684,0.04333133673256611,0.04847761026646757,-0.13313796183911977,-0.1403344015961772,-0.12594152208206236,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0363,X108,asymmetric_stress,0.8,low,0.5,32,28,7,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0365,X110,asymmetric_stress,2.0,boundary,0.1,16,21,21,0.3,20,-0.02116497088568109,-0.028711044317024752,-0.013618897454337425,supported,0.0019524697058630857,0.0002552008327706499,0.0036497385789555216,-0.027253459247876623,-0.06821352308707816,0.013706604591324917,inconclusive,-0.000522260273972619,-0.00393592918249318,0.0028914086345479414,0.15,0.0,inconclusive
H1B0367,X112,asymmetric_stress,0.8,low,0.7,16,28,14,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0368,X113,asymmetric_stress,2.0,boundary,0.7,16,21,21,0.0,20,0.037081171452688945,0.033054058745211744,0.041108284160166146,reversed,0.6655008682645989,0.6616009085433868,0.6694008279858109,-16.52795935929107,-16.554691790348123,-16.50122692823402,supported,0.43108732876712325,0.4281359976584243,0.4340386598758222,0.0,1.0,reversed
H1B0369,X114,asymmetric_stress,0.8,low,0.1,64,21,21,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0370,X115,asymmetric_stress,2.0,boundary,0.9,32,14,7,0.3,20,0.1696387934233759,0.16363774777903708,0.17563983906771471,reversed,0.32899940000277156,0.3235125674205128,0.3344862325850303,-3.272354129338878,-3.304089728503119,-3.2406185301746366,supported,0.3689897260273973,0.3604466197558429,0.37753283229895174,0.0,1.0,reversed
H1B0374,X119,asymmetric_stress,4.0,high,0.7,32,7,7,0.3,20,0.020496354785148933,0.0191910786647509,0.021801630905546966,reversed,0.18528506887157997,0.18369203925264435,0.1868780984905156,-1.383615233729187,-1.3899873600174621,-1.3772431074409117,supported,0.27892979452054795,0.2757097002604208,0.2821498887806751,0.0,1.0,reversed
H1B0376,X121,asymmetric_stress,0.8,low,0.3,32,28,14,0.1,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0379,X124,asymmetric_stress,3.1,high,0.9,64,14,28,0.1,20,0.15775912412011311,0.15687259290996447,0.15864565533026176,reversed,0.5897970953985854,0.5873993931866469,0.5921947976105238,-8.583851360841612,-8.59599574287775,-8.571706978805473,supported,0.6204644691780822,0.619273297210178,0.6216556411459864,0.0,1.0,reversed
H1B0380,X125,asymmetric_stress,1.25,low,0.7,16,14,28,0.1,20,0.02097904109509092,0.013559620922999987,0.028398461267181856,reversed,0.6300637094615184,0.6207217439749722,0.6394056749480646,-6.8937032569826515,-7.003155455580301,-6.784251058385002,supported,0.25537671232876713,0.2515003094760634,0.2592531151814709,0.0,1.0,reversed
H1B0381,X126,asymmetric_stress,3.1,high,0.1,16,28,28,0.1,20,-0.00015646204398371,-0.0044998804191378056,0.004186956331170385,inconclusive,0.0006343973045584483,-0.00013827501687085333,0.0014070696259877499,-0.009218767253826676,-0.03133869063306435,0.012901156125411,inconclusive,0.0024143835616438126,-0.0010469201875124398,0.0058756873108000655,0.45,0.4,inconclusive
H1B0382,X127,asymmetric_stress,0.8,low,0.1,32,28,28,0.3,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
H1B0383,X128,asymmetric_stress,0.8,low,0.7,32,28,21,0.0,20,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,0.0,0.0,0.0,inconclusive,0.0,0.0,0.0,1.0,1.0,inconclusive
