class1_high_balk,class_id,mean,std,n,se,ci95,metric
0.0,1,8768.19,87.1394673364302,100,8.71394673364302,17.079335597940318,canceled
0.0,2,5224.71,78.75307209015004,100,7.875307209015004,15.435602129669407,canceled
0.1,1,8503.49,85.6081624306203,100,8.56081624306203,16.779199836401578,canceled
0.1,2,5469.72,70.32379369456662,100,7.032379369456661,13.783463564135056,canceled
0.2,1,8159.83,95.79619095778385,100,9.579619095778385,18.776053427725635,canceled
0.2,2,5725.21,65.59953421243847,100,6.559953421243847,12.85750870563794,canceled
0.3,1,7691.33,85.94137713017118,100,8.594137713017117,16.844509917513548,canceled
0.3,2,5995.95,66.1086303753224,100,6.610863037532241,12.957291553563191,canceled
0.4,1,6955.24,84.57608134309342,100,8.457608134309343,16.576911943246312,canceled
0.4,2,6084.95,76.0085554727264,100,7.60085554727264,14.897676872654374,canceled
0.5,1,5925.69,90.13936403977429,100,9.013936403977429,17.66731535179576,canceled
0.5,2,5923.64,91.29002733546027,100,9.129002733546027,17.892845357750215,canceled
0.6,1,4994.79,68.44496351305202,100,6.844496351305201,13.415212848558195,canceled
0.6,2,5788.01,84.22438704874838,100,8.422438704874839,16.507979861554684,canceled
0.7,1,4436.27,67.79020742129502,100,6.779020742129502,13.286880654573823,canceled
0.7,2,5906.95,72.63029045039733,100,7.263029045039732,14.235536928277876,canceled
0.8,1,4030.37,62.313099130378035,100,6.231309913037803,12.213367429554093,canceled
0.8,2,6118.23,70.3066666379324,100,7.030666663793239,13.780106661034749,canceled
0.9,1,3689.84,60.96458982164331,100,6.0964589821643305,11.949059605042088,canceled
0.9,2,6284.81,77.77326473198048,100,7.777326473198047,15.243559887468173,canceled
0.0,1,1151.85,33.497286185871516,100,3.3497286185871515,6.565468092430817,no_show
0.0,2,699.42,25.24113205612512,100,2.524113205612512,4.9472618830005235,no_show
0.1,1,1115.26,32.951945421639564,100,3.2951945421639564,6.458581302641354,no_show
0.1,2,733.7,28.57084054228942,100,2.857084054228942,5.599884746288726,no_show
0.2,1,1083.06,33.68415987170563,100,3.3684159871705632,6.602095334854304,no_show
0.2,2,770.27,28.646876537478462,100,2.864687653747846,5.614787801345778,no_show
0.3,1,1040.66,32.42683138913505,100,3.242683138913505,6.35565895227047,no_show
0.3,2,816.15,28.794771902011806,100,2.8794771902011806,5.643775292794314,no_show
0.4,1,986.45,32.94389936013202,100,3.2943899360132023,6.457004274585876,no_show
0.4,2,863.89,24.688726826696296,100,2.4688726826696294,4.838990458032474,no_show
0.5,1,926.23,27.466363266932728,100,2.746636326693273,5.383407200318815,no_show
0.5,2,926.89,26.544757324453762,100,2.654475732445376,5.202772435592937,no_show
0.6,1,860.42,25.01521960969384,100,2.501521960969384,4.902983043499993,no_show
0.6,2,1002.01,24.94620272312062,100,2.494620272312062,4.8894557337316416,no_show
0.7,1,789.88,26.432792611688324,100,2.6432792611688325,5.180827351890912,no_show
0.7,2,1070.62,29.0018390221494,100,2.9001839022149403,5.684360448341283,no_show
0.8,1,731.15,27.552108573912946,100,2.755210857391295,5.400213280486938,no_show
0.8,2,1124.47,33.37405240208888,100,3.337405240208888,6.54131427080942,no_show
0.9,1,683.04,23.76055639929421,100,2.376055639929421,4.657069054261665,no_show
0.9,2,1174.53,34.20835003506031,100,3.4208350035060313,6.7048366068718215,no_show
0.0,1,5425.45,50.530193993794484,100,5.0530193993794486,9.903918022783719,served
0.0,2,4372.7,51.891787170587705,100,5.189178717058771,10.17079028543519,served
0.1,1,5355.94,58.14694377787247,100,5.814694377787247,11.396800980463004,served
0.1,2,4447.3,47.10004396403609,100,4.710004396403609,9.231608616951073,served
0.2,1,5265.61,49.426181055563795,100,4.942618105556379,9.687531486890503,served
0.2,2,4532.84,55.827787151039914,100,5.582778715103991,10.942246281603824,served
