seed,step_index,gap_index,within_step,post_gap,class_1_low,class_1_high,class_2_low,class_2_high,class_id,arrivals,booked,balked,offered,no_offer,canceled,no_show,served,mean_accepted_booking_delay,mean_offered_booking_delay,percent_serviced,slot_utilization,booked_slot_utilization,balking_rate,total_booking_delay,total_offered_booking_delay
83,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,17998,8933,8958,17891,107,4853,694,3374,9.308742863539685,9.315633558772568,0.18746527391932438,0.28886986301369866,0.34828767123287674,0.5006986753116092,83155.0,166666.0
83,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18142,15816,2196,18012,130,8203,1196,6398,8.945182094081943,9.319398178991783,0.35266233050380336,0.5477739726027397,0.6501712328767123,0.12191872085276483,141477.0,167861.0
84,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18614,9243,9104,18347,267,5033,634,3563,9.324245374878286,9.34621463999564,0.191415063930375,0.3050513698630137,0.35933219178082193,0.49621191475445575,86184.0,171475.0
84,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18356,15861,2256,18117,239,8351,1114,6374,8.992245129563079,9.381685709554562,0.3472434081499237,0.5457191780821918,0.6410958904109589,0.12452392780261633,142626.0,169968.0
85,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18172,8996,8998,17994,178,4811,683,3496,9.23632725655847,9.264365899744359,0.19238388729914155,0.2993150684931507,0.35779109589041097,0.5000555740802489,83090.0,166703.0
85,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18283,15973,2118,18091,192,8482,1140,6334,8.937269141676579,9.298435686252834,0.3464420499917957,0.5422945205479452,0.6398972602739726,0.11707478856890166,142755.0,168218.0
86,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18231,9095,8950,18045,186,4894,658,3534,9.222100054975261,9.256026600166251,0.19384564752344907,0.30256849315068496,0.3589041095890411,0.49598226655583266,83875.0,167025.0
86,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18341,15937,2234,18171,170,8444,1144,6330,8.861893706469223,9.246876891750592,0.3451284008505534,0.5419520547945206,0.6398972602739726,0.1229431511749491,141232.0,168025.0
87,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18111,9019,8954,17973,138,4888,686,3439,9.303359574232177,9.307683747843988,0.1898846005190216,0.2944349315068493,0.3531678082191781,0.4981917320425082,83907.0,167287.0
87,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18270,15967,2164,18131,139,8406,1222,6330,8.898853886140165,9.271523909326568,0.3464696223316913,0.5419520547945206,0.6465753424657534,0.11935359329325465,142088.0,168102.0
88,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18167,9020,9011,18031,136,4891,709,3403,9.273170731707317,9.266984637568632,0.1873176638960753,0.2913527397260274,0.35205479452054794,0.4997504298153181,83644.0,167093.0
88,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18375,16061,2192,18253,122,8480,1204,6352,8.905423074528361,9.272831863255355,0.345687074829932,0.5438356164383562,0.6469178082191781,0.12008984824412425,143030.0,169257.0
89,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18184,9120,8948,18068,116,4898,736,3475,9.233333333333333,9.18579809608147,0.19110206775186978,0.2975171232876712,0.3605308219178082,0.49524020367500554,84208.0,165969.0
89,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18227,15847,2269,18116,111,8399,1137,6304,8.834101091689279,9.2225656877898,0.3458605365666319,0.5397260273972603,0.6370719178082191,0.12524839920512254,139994.0,167076.0
90,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18597,9106,9025,18131,466,4943,657,3492,9.477157917856358,9.458441343555236,0.18777222132602034,0.29897260273972603,0.355222602739726,0.4977662566874414,86299.0,171491.0
90,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18499,15867,2160,18027,472,8324,1169,6356,9.095733282914225,9.473844788372997,0.34358613979134006,0.5441780821917809,0.644263698630137,0.11982026959560658,144322.0,170785.0
91,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18036,8881,9077,17958,78,4811,664,3391,9.261006643396014,9.295801314177526,0.18801286316256377,0.2903253424657534,0.3471746575342466,0.5054571778594499,82247.0,166934.0
91,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18209,15881,2232,18113,96,8271,1250,6343,8.859517662615705,9.236901672831667,0.3483442253830523,0.5430650684931507,0.6500856164383562,0.12322641196930381,140698.0,167308.0
92,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18527,9187,9083,18270,257,4969,692,3520,9.36105366278437,9.397482211275316,0.18999298321368813,0.3013698630136986,0.36061643835616436,0.49715380405035575,86000.0,171692.0
92,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18313,15817,2253,18070,243,8355,1124,6325,8.969463235758994,9.356945213060321,0.3453830612133457,0.5415239726027398,0.6377568493150685,0.12468179302711677,141870.0,169080.0
93,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18178,9052,9034,18086,92,4873,678,3485,9.183716305788776,9.154871171071546,0.19171526020464297,0.2983732876712329,0.35642123287671235,0.4995023775295809,83131.0,165575.0
93,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18098,15825,2189,18014,84,8308,1179,6326,8.766255924170617,9.146053069834574,0.3495413857884849,0.5416095890410959,0.6425513698630136,0.12151659820139891,138726.0,164757.0
94,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18496,9119,9155,18274,222,4972,698,3446,9.388529444017985,9.37572507387545,0.186310553633218,0.29503424657534244,0.3547945205479452,0.5009850060194813,85614.0,171332.0
94,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18317,15863,2246,18109,208,8351,1122,6383,8.920948118262624,9.318736539842067,0.3484740951029099,0.5464897260273973,0.6425513698630136,0.12402672704180241,141513.0,168753.0
95,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18459,9203,8965,18168,291,4948,709,3535,9.341627730088014,9.38110964332893,0.19150549867273417,0.3026541095890411,0.36335616438356166,0.4934500220167327,85971.0,170436.0
95,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18034,15536,2230,17766,268,8115,1139,6269,8.938336766220392,9.324214792299898,0.3476211600310525,0.5367294520547945,0.6342465753424658,0.12552065743555105,138866.0,165654.0
96,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18087,8955,9015,17970,117,4911,652,3385,9.208375209380234,9.194546466332778,0.18715099242549899,0.2898116438356164,0.34563356164383563,0.501669449081803,82461.0,165226.0
96,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18157,15854,2177,18031,126,8254,1134,6456,8.746120852781633,9.124175031889523,0.3555653466982431,0.5527397260273973,0.6498287671232876,0.12073650934501691,138661.0,164518.0
97,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18212,8950,9093,18043,169,4880,674,3384,9.283910614525139,9.283655711356205,0.18581155282231496,0.2897260273972603,0.34743150684931506,0.5039627556393061,83091.0,167505.0
97,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18144,15816,2149,17965,179,8177,1143,6478,8.852427921092564,9.222766490397996,0.3570326278659612,0.5546232876712329,0.6524828767123287,0.1196214862232118,140010.0,165687.0
98,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18224,9015,9068,18083,141,4849,673,3484,9.275540765391016,9.27899131781231,0.19117647058823528,0.2982876712328767,0.35590753424657534,0.5014654648011945,83619.0,167792.0
98,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18113,15843,2134,17977,136,8324,1204,6295,8.906204632960929,9.268509762474272,0.3475404405675482,0.5389554794520548,0.6420376712328767,0.1187072370250876,141101.0,166620.0
99,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18211,9069,8962,18031,180,4874,734,3451,9.23155805491234,9.254117908047252,0.18950085113393003,0.2954623287671233,0.3583047945205479,0.49703288780433696,83721.0,166861.0
99,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18202,15770,2230,18000,202,8278,1105,6374,8.917374762206721,9.299111111111111,0.3501812987583782,0.5457191780821918,0.6403253424657535,0.1238888888888889,140627.0,167384.0
100,0,3,0.0,0.3,0.5,0.5,0.0,0.2,1,18280,9101,9030,18131,149,4917,699,3477,9.352818371607516,9.334068722078209,0.19020787746170678,0.29768835616438355,0.35753424657534244,0.4980420274667696,85120.0,169236.0
100,0,3,0.0,0.3,0.5,0.5,0.0,0.2,2,18219,15867,2203,18070,149,8348,1138,6356,8.916430327093968,9.298395130049807,0.3488665678687085,0.5441780821917809,0.6416095890410959,0.1219147758716104,141477.0,168022.0
1,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18163,8703,8781,17484,679,4689,660,3339,9.441571871768355,9.434740334019676,0.18383526950393658,0.2858732876712329,0.3423801369863014,0.5022306108442004,82170.0,164957.0
1,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18359,16601,1101,17702,657,8945,1202,6439,9.25131016203843,9.442944300079088,0.3507271637888774,0.5512842465753425,0.6541952054794521,0.06219636199299514,153581.0,167159.0
2,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18343,8948,8662,17610,733,4852,678,3406,9.444121591417076,9.454684838160137,0.1856839121190645,0.2916095890410959,0.34965753424657536,0.4918796138557638,84506.0,166497.0
2,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18138,16343,1115,17458,680,8741,1223,6362,9.234901792816496,9.433669377935617,0.350755320321976,0.5446917808219178,0.6494006849315068,0.06386756787719097,150926.0,164693.0
3,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18117,8777,8606,17383,734,4811,645,3312,9.414150620941095,9.403612725076224,0.18281172379533037,0.28356164383561644,0.33878424657534245,0.4950814013691538,82628.0,163463.0
3,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18269,16569,946,17515,754,8871,1205,6476,9.21775605045567,9.38515558093063,0.3544802671191636,0.5544520547945205,0.6576198630136987,0.054010847844704536,152729.0,164381.0
4,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18189,8950,8665,17615,574,4877,655,3409,9.389162011173184,9.408288390576214,0.18742096871735664,0.2918664383561644,0.34794520547945207,0.4919103037184218,84033.0,165727.0
4,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18166,16455,1070,17525,641,8829,1158,6454,9.207353388027956,9.396690442225392,0.3552790928107453,0.5525684931506849,0.6517123287671233,0.06105563480741798,151507.0,164677.0
5,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18228,8821,8802,17623,605,4783,625,3406,9.343385103729736,9.32990977699597,0.18685538731621681,0.2916095890410959,0.3451198630136986,0.4994609317369347,82418.0,164421.0
5,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18267,16554,1125,17679,588,8905,1211,6411,9.213664371148967,9.409525425646247,0.3509607488914436,0.5488869863013699,0.6525684931506849,0.063634820974037,152523.0,166351.0
6,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18305,8785,8810,17595,710,4765,644,3368,9.417188389299943,9.425632281898267,0.18399344441409451,0.28835616438356165,0.3434931506849315,0.500710429099176,82730.0,165844.0
6,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18175,16381,1030,17411,764,8744,1184,6433,9.163482082900922,9.352708058124174,0.3539477303988996,0.5507705479452055,0.6521404109589041,0.059158003560967204,150107.0,162840.0
7,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18047,8740,8639,17379,668,4663,670,3387,9.423340961098399,9.386961275102134,0.18767662215326647,0.28998287671232875,0.3473458904109589,0.4970941941423557,82360.0,163136.0
7,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18155,16442,987,17429,726,8831,1168,6428,9.231480355187934,9.405301508979287,0.35406224180666485,0.5503424657534246,0.6503424657534247,0.05662975500602444,151784.0,163925.0
8,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18422,8801,8671,17472,950,4779,631,3377,9.465628905806158,9.483630952380953,0.1833134295950494,0.28912671232876713,0.34315068493150686,0.4962797619047619,83307.0,165698.0
8,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18419,16402,1082,17484,935,8738,1184,6455,9.316119985367639,9.50531914893617,0.3504533362288941,0.552654109589041,0.6540239726027397,0.061885152139098606,152803.0,166191.0
9,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18221,8788,9017,17805,416,4768,666,3340,9.358329540282202,9.35153046896939,0.1833049777728994,0.285958904109589,0.3429794520547945,0.5064307778713845,82241.0,166504.0
9,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18100,16561,1102,17663,437,8907,1241,6397,9.195157297264657,9.390477268867123,0.35342541436464087,0.5476883561643836,0.6539383561643836,0.06239030742229519,152281.0,165864.0
10,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18264,8788,8854,17642,622,4738,630,3410,9.381087847064178,9.377564901938555,0.1867060884800701,0.2919520547945205,0.3458904109589041,0.5018705362203831,82441.0,165439.0
10,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18118,16392,1089,17481,637,8778,1232,6362,9.242801366520254,9.43246953835593,0.35114251021084003,0.5446917808219178,0.6501712328767123,0.06229620731079458,151508.0,164889.0
11,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18205,8788,8766,17554,651,4736,643,3403,9.413973600364132,9.406744901446963,0.18692666849766548,0.2913527397260274,0.3464041095890411,0.49937336219665035,82730.0,165126.0
11,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18119,16497,987,17484,635,8853,1245,6383,9.30017578953749,9.47163120567376,0.35228213477564985,0.5464897260273973,0.6530821917808219,0.056451612903225805,153425.0,165602.0
12,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18506,8884,9025,17909,597,4874,637,3359,9.34815398469158,9.387793846669272,0.18150869988111965,0.2875856164383562,0.3421232876712329,0.50393656820593,83049.0,168126.0
12,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18129,16529,988,17517,612,8853,1219,6438,9.198499606751769,9.376833932751042,0.35512162833029953,0.5511986301369863,0.6555650684931507,0.0564023520009134,152042.0,164254.0
13,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18332,8949,8752,17701,631,4949,637,3353,9.41457146049838,9.366250494322355,0.18290421121536113,0.28707191780821917,0.3416095890410959,0.49443534263600925,84251.0,165792.0
13,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18207,16574,1077,17651,556,8891,1206,6454,9.18963436708097,9.386097104979887,0.354479046520569,0.5525684931506849,0.6558219178082192,0.06101637301002776,152309.0,165674.0
14,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18458,8846,9060,17906,552,4777,612,3447,9.404815735925842,9.374232100971742,0.18674829342290605,0.29511986301369864,0.34751712328767126,0.5059756506199039,83195.0,167855.0
14,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18174,16513,1096,17609,565,8900,1195,6404,9.215284927027191,9.410244761201659,0.352371519753494,0.5482876712328767,0.6505993150684931,0.06224089954000795,152172.0,165705.0
15,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18343,8997,8736,17733,610,4958,633,3395,9.370679115260643,9.35290137032651,0.18508422831597884,0.2906678082191781,0.34486301369863015,0.4926408391135172,84308.0,165855.0
15,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18273,16552,1077,17629,644,8896,1186,6450,9.220215079748671,9.408417947699812,0.3529798062715482,0.5522260273972602,0.6537671232876713,0.061092518010097,152613.0,165861.0
16,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18372,8843,8857,17700,672,4784,679,3367,9.480040710166234,9.439887005649718,0.18326801654691924,0.28827054794520546,0.3464041095890411,0.5003954802259887,83832.0,167086.0
16,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18255,16537,1038,17575,680,8903,1221,6394,9.251073350668198,9.433229018492176,0.3502602026841961,0.5474315068493151,0.6519691780821918,0.05906116642958748,152985.0,165789.0
17,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18169,8693,8868,17561,608,4744,634,3305,9.42724030829403,9.414270257957975,0.18190324178545875,0.2829623287671233,0.3372431506849315,0.5049826319685667,81951.0,165324.0
17,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18470,16693,1142,17835,635,8960,1201,6517,9.225064398250764,9.424502382954865,0.35284244721169467,0.5579623287671233,0.6607876712328767,0.064031398934679,153994.0,168086.0
18,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18223,8701,9034,17735,488,4766,604,3319,9.368693253649006,9.373047645897941,0.18213246995555069,0.2841609589041096,0.33587328767123287,0.5093882153932902,81517.0,166231.0
18,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18282,16692,1098,17790,492,8938,1207,6529,9.176491732566499,9.3690275435638,0.3571272289683842,0.5589897260273973,0.6623287671232877,0.061720067453625634,153174.0,166675.0
19,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18285,8832,8798,17630,655,4805,648,3369,9.410892210144928,9.42024957458877,0.18424938474159147,0.2884417808219178,0.34392123287671234,0.49903573454339195,83117.0,166079.0
19,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18266,16528,1071,17599,667,8876,1238,6400,9.250242013552759,9.440025001420535,0.3503777510128107,0.547945205479452,0.6539383561643836,0.060855730439229504,152888.0,166135.0
20,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,17970,8647,8627,17274,696,4688,645,3304,9.410893951659535,9.424337154104434,0.18386199220923763,0.2828767123287671,0.33809931506849317,0.49942109528771567,81376.0,162796.0
20,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18395,16590,1101,17691,704,8889,1251,6428,9.2790837854129,9.46961731954101,0.34944278336504486,0.5503424657534246,0.6574486301369863,0.062235034763439036,153940.0,167527.0
21,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18005,8687,8633,17320,685,4710,604,3365,9.325889259813515,9.28799076212471,0.18689252985281865,0.2880993150684932,0.33981164383561646,0.49844110854503465,81014.0,160868.0
21,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18348,16530,1118,17648,700,8842,1226,6448,9.156019358741682,9.352561196736174,0.3514279485502507,0.552054794520548,0.6570205479452055,0.06334995466908432,151349.0,165054.0
22,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18434,8883,8898,17781,653,4845,635,3390,9.397163120567376,9.412294021708565,0.18389931648041663,0.2902397260273973,0.3446061643835616,0.500421798549013,83475.0,167360.0
22,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18308,16580,1075,17655,653,8935,1239,6391,9.211821471652593,9.403794958935146,0.34908236836355694,0.5471746575342465,0.6532534246575342,0.06088926649674313,152732.0,166024.0
23,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18434,9064,8730,17794,640,5010,655,3390,9.41582082965578,9.406485332134427,0.18389931648041663,0.2902397260273973,0.3463184931506849,0.4906148139822412,85345.0,167379.0
23,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18206,16458,1084,17542,664,8838,1208,6396,9.161623526552436,9.355090639607798,0.35131275403713064,0.5476027397260274,0.6510273972602739,0.061794550222323566,150782.0,164107.0
24,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18263,8840,8894,17734,529,4805,666,3351,9.37239819004525,9.34786286229841,0.18348573618792094,0.28690068493150683,0.34392123287671234,0.5015224991541671,82852.0,165775.0
24,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18054,16416,1045,17461,593,8765,1219,6409,9.148391812865498,9.333142431704943,0.3549905838041431,0.5487157534246575,0.6530821917808219,0.05984766050054407,150180.0,162966.0
25,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18108,8698,8756,17454,654,4758,623,3307,9.359277994941365,9.343015927581071,0.1826264634415728,0.28313356164383563,0.336472602739726,0.5016615102555289,81407.0,163073.0
25,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18520,16796,1050,17846,674,9057,1170,6550,9.217075494165277,9.397007732825283,0.3536717062634989,0.5607876712328768,0.660958904109589,0.05883671410960439,154810.0,167699.0
26,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18238,8767,8886,17653,585,4809,680,3268,9.4405155697502,9.449385373590891,0.17918631428884746,0.2797945205479452,0.33801369863013697,0.50337053192092,82765.0,166810.0
26,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18299,16623,1058,17681,618,8866,1201,6526,9.22342537448114,9.407273344267859,0.3566315099185748,0.5587328767123287,0.6615582191780822,0.0598382444431876,153321.0,166330.0
27,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18413,8832,8679,17511,902,4762,660,3397,9.41791213768116,9.418251384843812,0.1844892195731277,0.2908390410958904,0.3473458904109589,0.4956313174575981,83179.0,164923.0
27,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18495,16530,1043,17573,922,8913,1171,6418,9.302843315184512,9.483639674500655,0.34701270613679375,0.549486301369863,0.6497431506849315,0.0593524156376259,153776.0,166656.0
28,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18366,8909,8787,17696,670,4873,671,3356,9.508586822314513,9.464624773960217,0.18272895567897202,0.2873287671232877,0.34477739726027395,0.4965528933092224,84712.0,167486.0
28,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18322,16553,1059,17612,710,8922,1188,6423,9.26671902374192,9.453951851010675,0.35056216570243426,0.5499143835616438,0.6516267123287671,0.060129457188280715,153392.0,166503.0
29,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18238,8790,8955,17745,493,4778,664,3339,9.289078498293515,9.303465765004226,0.1830792850093212,0.2858732876712329,0.34272260273972605,0.5046491969568893,81651.0,165090.0
29,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18030,16531,1016,17547,483,8855,1172,6479,9.06636017179844,9.247563686100188,0.3593455352190793,0.5547089041095891,0.6550513698630137,0.057901635607226304,149876.0,162267.0
30,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18353,8812,8802,17614,739,4773,643,3381,9.442578302315026,9.412285681843988,0.18422056339563014,0.2894691780821918,0.3445205479452055,0.499716134892699,83208.0,165788.0
30,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18276,16485,1072,17557,719,8851,1139,6471,9.259265999393389,9.44523551859657,0.3540709126723572,0.5540239726027397,0.651541095890411,0.061058267357749045,152639.0,165830.0
31,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18256,8854,8718,17572,684,4850,637,3353,9.44160831262706,9.451627589346687,0.18366564417177914,0.28707191780821917,0.3416095890410959,0.49613020714773504,83596.0,166084.0
31,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18251,16507,1092,17599,652,8842,1240,6412,9.245592778821106,9.437411216546394,0.3513232151662923,0.548972602739726,0.6551369863013699,0.06204898005568498,152617.0,166089.0
32,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18256,8835,8684,17519,737,4816,593,3414,9.37645727221279,9.42022946515212,0.18700701139351447,0.2922945205479452,0.34306506849315066,0.4956903932872881,82841.0,165033.0
32,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18262,16438,1057,17495,767,8768,1214,6438,9.27308675021292,9.460531580451558,0.35253531924214215,0.5511986301369863,0.6551369863013699,0.06041726207487853,152431.0,165512.0
33,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18374,8787,8784,17571,803,4772,692,3307,9.471605781267781,9.498662569005749,0.17998258408620876,0.28313356164383563,0.3423801369863014,0.4999146320641967,83227.0,166901.0
33,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18378,16477,1079,17556,822,8807,1201,6444,9.282818474236816,9.472943722943723,0.35063663075416257,0.5517123287671233,0.6545376712328768,0.061460469355206195,152953.0,166307.0
34,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18165,8726,8786,17512,653,4817,624,3279,9.403506761402705,9.41908405664687,0.1805119735755574,0.280736301369863,0.3341609589041096,0.5017131110095934,82055.0,164947.0
34,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18365,16695,1047,17742,623,8927,1215,6526,9.220365378855945,9.404520347198737,0.3553498502586442,0.5587328767123287,0.6627568493150685,0.059012512681772065,153934.0,166855.0
35,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18382,8991,8730,17721,661,4960,653,3368,9.364698031364698,9.421985215281305,0.18322271787618322,0.28835616438356165,0.344263698630137,0.4926358557643474,84198.0,166967.0
35,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18147,16406,1053,17459,688,8750,1222,6418,9.250457149823236,9.438054871413025,0.3536672728274646,0.549486301369863,0.6541095890410958,0.06031273268801191,151763.0,164779.0
36,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18257,8786,8881,17667,590,4848,652,3276,9.435693148190303,9.413539367181752,0.179438023771704,0.2804794520547945,0.3363013698630137,0.5026886285164431,82902.0,166309.0
36,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18413,16745,1048,17793,620,8979,1220,6526,9.149298297999403,9.332771314561906,0.3544235051322435,0.5587328767123287,0.6631849315068493,0.058899567245546,153205.0,166058.0
37,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18247,8889,8731,17620,627,4833,668,3383,9.3952075599055,9.390408626560726,0.18540033978188195,0.2896404109589041,0.3468321917808219,0.49551645856980703,83514.0,165459.0
37,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18110,16448,1031,17479,631,8836,1237,6362,9.189688715953308,9.370787802505864,0.35129762562120376,0.5446917808219178,0.6505993150684931,0.058985067795640486,151152.0,163792.0
38,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18317,8745,8885,17630,687,4762,652,3321,9.380903373356203,9.3655133295519,0.18130698258448436,0.2843321917808219,0.3401541095890411,0.5039705048213273,82036.0,165114.0
38,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18307,16580,1075,17655,652,8892,1227,6432,9.227261761158022,9.417105635797224,0.3513410170972852,0.5506849315068493,0.655736301369863,0.06088926649674313,152988.0,166259.0
39,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18094,8716,8810,17526,568,4798,602,3309,9.399265718219366,9.411445851877211,0.1828783021996242,0.28330479452054796,0.3348458904109589,0.5026817300011411,81924.0,164945.0
39,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18481,16803,1129,17932,549,9040,1121,6625,9.215973338094388,9.412502788311398,0.35847627292895407,0.567208904109589,0.6631849315068493,0.06296007138077181,154856.0,168785.0
40,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18299,8868,8752,17620,679,4831,667,3362,9.388475417230492,9.38132803632236,0.18372588666047324,0.28784246575342465,0.3449486301369863,0.4967082860385925,83257.0,165299.0
40,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18066,16283,1025,17308,758,8637,1204,6422,9.239636430633176,9.419228102611509,0.355474371748035,0.5498287671232877,0.6529109589041096,0.05922116940143286,150449.0,163028.0
41,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18218,8780,8821,17601,617,4830,663,3278,9.353075170842825,9.379296630873245,0.17993193544845756,0.28065068493150686,0.3374143835616438,0.5011647065507642,82120.0,165085.0
41,0,4,0.0,0.4,0.5,0.5,0.0,0.1,2,18459,16771,1063,17834,625,9042,1193,6520,9.203983066006797,9.388078950319613,0.35321523376130887,0.5582191780821918,0.6603595890410959,0.0596052484019289,154360.0,167427.0
42,0,4,0.0,0.4,0.5,0.5,0.0,0.1,1,18138,8814,8665,17479,659,4775,625,3395,9.424324937599273,9.436981520681961,0.18717609438747382,0.2906678082191781,0.3441780821917808,0.49573774243377766,83066.0,164949.0
